set j job /0*199/;
set i machine /0*19/;
parameter c(i,j)/
0. 0 82
0. 1 135
0. 2 999
0. 3 110
0. 4 133
0. 5 35
0. 6 115
0. 7 56
0. 8 326
0. 9 992
0. 10 140
0. 11 193
0. 12 62
0. 13 102
0. 14 57
0. 15 496
0. 16 76
0. 17 245
0. 18 60
0. 19 191
0. 20 115
0. 21 492
0. 22 70
0. 23 116
0. 24 191
0. 25 50
0. 26 992
0. 27 325
0. 28 331
0. 29 244
0. 30 165
0. 31 997
0. 32 191
0. 33 248
0. 34 18
0. 35 82
0. 36 498
0. 37 247
0. 38 996
0. 39 98
0. 40 64
0. 41 496
0. 42 71
0. 43 87
0. 44 93
0. 45 102
0. 46 992
0. 47 995
0. 48 75
0. 49 330
0. 50 139
0. 51 190
0. 52 70
0. 53 242
0. 54 495
0. 55 29
0. 56 37
0. 57 999
0. 58 35
0. 59 194
0. 60 996
0. 61 157
0. 62 13
0. 63 122
0. 64 997
0. 65 70
0. 66 498
0. 67 156
0. 68 92
0. 69 74
0. 70 69
0. 71 68
0. 72 31
0. 73 493
0. 74 102
0. 75 328
0. 76 994
0. 77 118
0. 78 330
0. 79 132
0. 80 196
0. 81 992
0. 82 80
0. 83 331
0. 84 161
0. 85 51
0. 86 56
0. 87 133
0. 88 20
0. 89 65
0. 90 36
0. 91 156
0. 92 61
0. 93 25
0. 94 330
0. 95 50
0. 96 190
0. 97 49
0. 98 245
0. 99 69
0. 100 245
0. 101 995
0. 102 53
0. 103 161
0. 104 194
0. 105 328
0. 106 36
0. 107 109
0. 108 244
0. 109 991
0. 110 243
0. 111 499
0. 112 24
0. 113 75
0. 114 91
0. 115 326
0. 116 325
0. 117 47
0. 118 33
0. 119 136
0. 120 26
0. 121 994
0. 122 199
0. 123 194
0. 124 18
0. 125 42
0. 126 40
0. 127 119
0. 128 249
0. 129 242
0. 130 246
0. 131 56
0. 132 492
0. 133 119
0. 134 190
0. 135 990
0. 136 332
0. 137 156
0. 138 133
0. 139 246
0. 140 331
0. 141 198
0. 142 991
0. 143 107
0. 144 326
0. 145 50
0. 146 79
0. 147 498
0. 148 199
0. 149 18
0. 150 120
0. 151 134
0. 152 72
0. 153 49
0. 154 107
0. 155 159
0. 156 109
0. 157 52
0. 158 28
0. 159 118
0. 160 245
0. 161 78
0. 162 42
0. 163 70
0. 164 136
0. 165 192
0. 166 163
0. 167 325
0. 168 996
0. 169 327
0. 170 993
0. 171 325
0. 172 15
0. 173 105
0. 174 490
0. 175 64
0. 176 196
0. 177 104
0. 178 997
0. 179 39
0. 180 330
0. 181 64
0. 182 83
0. 183 496
0. 184 115
0. 185 190
0. 186 71
0. 187 995
0. 188 11
0. 189 991
0. 190 991
0. 191 53
0. 192 243
0. 193 24
0. 194 97
0. 195 998
0. 196 996
0. 197 332
0. 198 31
0. 199 70
1. 0 31
1. 1 32
1. 2 492
1. 3 249
1. 4 329
1. 5 195
1. 6 156
1. 7 72
1. 8 22
1. 9 22
1. 10 60
1. 11 163
1. 12 31
1. 13 324
1. 14 496
1. 15 198
1. 16 491
1. 17 29
1. 18 44
1. 19 46
1. 20 995
1. 21 58
1. 22 57
1. 23 138
1. 24 78
1. 25 996
1. 26 328
1. 27 135
1. 28 996
1. 29 97
1. 30 47
1. 31 115
1. 32 323
1. 33 102
1. 34 162
1. 35 53
1. 36 34
1. 37 994
1. 38 123
1. 39 46
1. 40 490
1. 41 86
1. 42 992
1. 43 993
1. 44 51
1. 45 328
1. 46 996
1. 47 328
1. 48 58
1. 49 328
1. 50 998
1. 51 117
1. 52 490
1. 53 90
1. 54 26
1. 55 17
1. 56 495
1. 57 246
1. 58 332
1. 59 57
1. 60 331
1. 61 88
1. 62 9
1. 63 43
1. 64 32
1. 65 49
1. 66 157
1. 67 996
1. 68 91
1. 69 66
1. 70 19
1. 71 140
1. 72 199
1. 73 16
1. 74 66
1. 75 492
1. 76 40
1. 77 495
1. 78 993
1. 79 3
1. 80 17
1. 81 52
1. 82 194
1. 83 493
1. 84 28
1. 85 26
1. 86 28
1. 87 51
1. 88 17
1. 89 995
1. 90 998
1. 91 33
1. 92 110
1. 93 331
1. 94 495
1. 95 1000
1. 96 247
1. 97 30
1. 98 93
1. 99 78
1. 100 193
1. 101 492
1. 102 240
1. 103 197
1. 104 101
1. 105 28
1. 106 45
1. 107 243
1. 108 245
1. 109 241
1. 110 41
1. 111 491
1. 112 52
1. 113 39
1. 114 83
1. 115 52
1. 116 119
1. 117 34
1. 118 249
1. 119 47
1. 120 61
1. 121 991
1. 122 997
1. 123 323
1. 124 92
1. 125 69
1. 126 993
1. 127 91
1. 128 990
1. 129 996
1. 130 200
1. 131 191
1. 132 196
1. 133 64
1. 134 27
1. 135 242
1. 136 494
1. 137 247
1. 138 246
1. 139 199
1. 140 48
1. 141 158
1. 142 245
1. 143 332
1. 144 58
1. 145 196
1. 146 50
1. 147 38
1. 148 95
1. 149 240
1. 150 140
1. 151 50
1. 152 76
1. 153 30
1. 154 57
1. 155 22
1. 156 192
1. 157 136
1. 158 245
1. 159 241
1. 160 119
1. 161 45
1. 162 995
1. 163 990
1. 164 108
1. 165 92
1. 166 190
1. 167 247
1. 168 46
1. 169 156
1. 170 28
1. 171 194
1. 172 76
1. 173 492
1. 174 34
1. 175 991
1. 176 75
1. 177 68
1. 178 82
1. 179 38
1. 180 499
1. 181 121
1. 182 53
1. 183 992
1. 184 498
1. 185 28
1. 186 196
1. 187 49
1. 188 491
1. 189 249
1. 190 124
1. 191 994
1. 192 324
1. 193 61
1. 194 39
1. 195 24
1. 196 327
1. 197 99
1. 198 52
1. 199 98
2. 0 17
2. 1 198
2. 2 163
2. 3 195
2. 4 138
2. 5 103
2. 6 248
2. 7 53
2. 8 999
2. 9 241
2. 10 27
2. 11 105
2. 12 89
2. 13 59
2. 14 93
2. 15 75
2. 16 323
2. 17 33
2. 18 995
2. 19 122
2. 20 57
2. 21 56
2. 22 242
2. 23 39
2. 24 249
2. 25 44
2. 26 490
2. 27 247
2. 28 19
2. 29 329
2. 30 104
2. 31 95
2. 32 333
2. 33 28
2. 34 121
2. 35 51
2. 36 331
2. 37 54
2. 38 34
2. 39 120
2. 40 98
2. 41 999
2. 42 191
2. 43 43
2. 44 990
2. 45 30
2. 46 998
2. 47 246
2. 48 240
2. 49 122
2. 50 493
2. 51 990
2. 52 81
2. 53 323
2. 54 990
2. 55 326
2. 56 324
2. 57 16
2. 58 35
2. 59 84
2. 60 29
2. 61 96
2. 62 34
2. 63 37
2. 64 86
2. 65 110
2. 66 44
2. 67 246
2. 68 132
2. 69 248
2. 70 241
2. 71 91
2. 72 104
2. 73 121
2. 74 163
