set j job /0*899/;
set i machine /0*59/;
parameter c(i,j)/
0. 0 80
0. 1 65
0. 2 22
0. 3 67
0. 4 59
0. 5 104
0. 6 71
0. 7 86
0. 8 30
0. 9 25
0. 10 47
0. 11 54
0. 12 92
0. 13 63
0. 14 92
0. 15 30
0. 16 86
0. 17 39
0. 18 100
0. 19 36
0. 20 73
0. 21 23
0. 22 77
0. 23 68
0. 24 55
0. 25 103
0. 26 25
0. 27 42
0. 28 29
0. 29 48
0. 30 56
0. 31 20
0. 32 34
0. 33 35
0. 34 103
0. 35 83
0. 36 18
0. 37 42
0. 38 6
0. 39 64
0. 40 90
0. 41 31
0. 42 92
0. 43 67
0. 44 79
0. 45 60
0. 46 17
0. 47 7
0. 48 76
0. 49 38
0. 50 48
0. 51 49
0. 52 86
0. 53 47
0. 54 18
0. 55 109
0. 56 106
0. 57 7
0. 58 106
0. 59 51
0. 60 21
0. 61 60
0. 62 104
0. 63 58
0. 64 24
0. 65 94
0. 66 12
0. 67 46
0. 68 62
0. 69 81
0. 70 87
0. 71 78
0. 72 91
0. 73 23
0. 74 59
0. 75 35
0. 76 3
0. 77 54
0. 78 35
0. 79 57
0. 80 51
0. 81 13
0. 82 71
0. 83 22
0. 84 56
0. 85 91
0. 86 83
0. 87 59
0. 88 105
0. 89 82
0. 90 108
0. 91 42
0. 92 84
0. 93 96
0. 94 27
0. 95 86
0. 96 37
0. 97 89
0. 98 38
0. 99 93
0. 100 44
0. 101 15
0. 102 95
0. 103 59
0. 104 37
0. 105 44
0. 106 100
0. 107 56
0. 108 46
0. 109 12
0. 110 47
0. 111 17
0. 112 100
0. 113 82
0. 114 71
0. 115 42
0. 116 30
0. 117 95
0. 118 96
0. 119 55
0. 120 110
0. 121 20
0. 122 53
0. 123 41
0. 124 99
0. 125 90
0. 126 102
0. 127 65
0. 128 42
0. 129 51
0. 130 43
0. 131 87
0. 132 29
0. 133 71
0. 134 46
0. 135 10
0. 136 20
0. 137 56
0. 138 54
0. 139 42
0. 140 41
0. 141 54
0. 142 8
0. 143 75
0. 144 26
0. 145 101
0. 146 89
0. 147 19
0. 148 34
0. 149 119
0. 150 70
0. 151 51
0. 152 75
0. 153 88
0. 154 59
0. 155 44
0. 156 77
0. 157 91
0. 158 102
0. 159 70
0. 160 40
0. 161 77
0. 162 103
0. 163 75
0. 164 58
0. 165 53
0. 166 53
0. 167 33
0. 168 14
0. 169 31
0. 170 18
0. 171 38
0. 172 119
0. 173 59
0. 174 31
0. 175 93
0. 176 51
0. 177 76
0. 178 20
0. 179 108
0. 180 25
0. 181 88
0. 182 73
0. 183 36
0. 184 68
0. 185 50
0. 186 83
0. 187 8
0. 188 105
0. 189 23
0. 190 18
0. 191 96
0. 192 49
0. 193 107
0. 194 72
0. 195 16
0. 196 6
0. 197 37
0. 198 104
0. 199 82
0. 200 102
0. 201 102
0. 202 21
0. 203 47
0. 204 22
0. 205 38
0. 206 59
0. 207 92
0. 208 106
0. 209 110
0. 210 93
0. 211 53
0. 212 99
0. 213 31
0. 214 32
0. 215 48
0. 216 31
0. 217 100
0. 218 90
0. 219 83
0. 220 26
0. 221 85
0. 222 91
0. 223 67
0. 224 78
0. 225 8
0. 226 36
0. 227 61
0. 228 26
0. 229 78
0. 230 99
0. 231 69
0. 232 45
0. 233 72
0. 234 53
0. 235 88
0. 236 93
0. 237 18
0. 238 55
0. 239 85
0. 240 21
0. 241 86
0. 242 15
0. 243 15
0. 244 103
0. 245 28
0. 246 23
0. 247 30
0. 248 82
0. 249 34
0. 250 26
0. 251 52
0. 252 36
0. 253 73
0. 254 99
0. 255 105
0. 256 37
0. 257 50
0. 258 40
0. 259 80
0. 260 43
0. 261 85
0. 262 116
0. 263 98
0. 264 97
0. 265 102
0. 266 54
0. 267 11
0. 268 67
0. 269 81
0. 270 115
0. 271 62
0. 272 42
0. 273 114
0. 274 85
0. 275 32
0. 276 99
0. 277 35
0. 278 4
0. 279 111
0. 280 115
0. 281 99
