set j job /0*399/;
set i machine /0*19/;
parameter c(i,j)/
0. 0 66
0. 1 62
0. 2 6
0. 3 77
0. 4 62
0. 5 94
0. 6 66
0. 7 85
0. 8 20
0. 9 26
0. 10 56
0. 11 56
0. 12 82
0. 13 65
0. 14 95
0. 15 13
0. 16 72
0. 17 40
0. 18 95
0. 19 41
0. 20 68
0. 21 13
0. 22 85
0. 23 72
0. 24 44
0. 25 97
0. 26 23
0. 27 40
0. 28 29
0. 29 41
0. 30 54
0. 31 16
0. 32 41
0. 33 35
0. 34 114
0. 35 77
0. 36 29
0. 37 37
0. 38 10
0. 39 81
0. 40 82
0. 41 23
0. 42 87
0. 43 64
0. 44 81
0. 45 61
0. 46 7
0. 47 20
0. 48 73
0. 49 25
0. 50 57
0. 51 51
0. 52 95
0. 53 31
0. 54 21
0. 55 106
0. 56 99
0. 57 8
0. 58 103
0. 59 47
0. 60 20
0. 61 60
0. 62 104
0. 63 67
0. 64 18
0. 65 78
0. 66 18
0. 67 45
0. 68 62
0. 69 88
0. 70 90
0. 71 92
0. 72 103
0. 73 14
0. 74 65
0. 75 34
0. 76 8
0. 77 61
0. 78 42
0. 79 60
0. 80 49
0. 81 7
0. 82 78
0. 83 21
0. 84 48
0. 85 101
0. 86 94
0. 87 53
0. 88 115
0. 89 85
0. 90 94
0. 91 54
0. 92 96
0. 93 101
0. 94 29
0. 95 83
0. 96 54
0. 97 97
0. 98 39
0. 99 95
0. 100 31
0. 101 5
0. 102 89
0. 103 59
0. 104 53
0. 105 40
0. 106 92
0. 107 63
0. 108 46
0. 109 15
0. 110 42
0. 111 19
0. 112 99
0. 113 79
0. 114 74
0. 115 36
0. 116 36
0. 117 85
0. 118 109
0. 119 64
0. 120 114
0. 121 17
0. 122 52
0. 123 44
0. 124 113
0. 125 106
0. 126 109
0. 127 56
0. 128 44
0. 129 33
0. 130 32
0. 131 93
0. 132 22
0. 133 64
0. 134 49
0. 135 17
0. 136 33
0. 137 55
0. 138 63
0. 139 44
0. 140 45
0. 141 52
0. 142 6
0. 143 57
0. 144 33
0. 145 91
0. 146 77
0. 147 30
0. 148 38
0. 149 110
0. 150 62
0. 151 60
0. 152 80
0. 153 87
0. 154 67
0. 155 58
0. 156 61
0. 157 86
0. 158 100
0. 159 72
0. 160 39
0. 161 86
0. 162 89
0. 163 86
0. 164 53
0. 165 53
0. 166 43
0. 167 40
0. 168 24
0. 169 29
0. 170 6
0. 171 25
0. 172 115
0. 173 75
0. 174 29
0. 175 88
0. 176 41
0. 177 66
0. 178 18
0. 179 96
0. 180 34
0. 181 87
0. 182 66
0. 183 19
0. 184 69
0. 185 54
0. 186 90
0. 187 11
0. 188 108
0. 189 14
0. 190 17
0. 191 95
0. 192 45
0. 193 104
0. 194 75
0. 195 11
0. 196 17
0. 197 33
0. 198 104
0. 199 90
0. 200 98
0. 201 110
0. 202 26
0. 203 48
0. 204 37
0. 205 39
0. 206 59
0. 207 82
0. 208 104
0. 209 104
0. 210 98
0. 211 61
0. 212 94
0. 213 32
0. 214 30
0. 215 57
0. 216 31
0. 217 108
0. 218 99
0. 219 94
0. 220 10
0. 221 94
0. 222 82
0. 223 61
0. 224 79
0. 225 16
0. 226 30
0. 227 65
0. 228 24
0. 229 66
0. 230 96
0. 231 71
0. 232 46
0. 233 77
0. 234 42
0. 235 93
0. 236 110
0. 237 20
0. 238 60
0. 239 83
0. 240 18
0. 241 80
0. 242 17
0. 243 4
0. 244 105
0. 245 27
0. 246 14
0. 247 40
0. 248 94
0. 249 41
0. 250 11
0. 251 72
0. 252 27
0. 253 66
0. 254 99
0. 255 102
0. 256 18
0. 257 43
0. 258 30
0. 259 94
0. 260 38
0. 261 86
0. 262 118
0. 263 98
0. 264 109
0. 265 85
0. 266 51
0. 267 9
0. 268 67
0. 269 82
0. 270 112
0. 271 51
0. 272 38
0. 273 102
0. 274 87
0. 275 25
0. 276 88
0. 277 37
0. 278 18
0. 279 112
0. 280 117
0. 281 93
0. 282 41
0. 283 25
0. 284 106
0. 285 105
0. 286 103
0. 287 85
0. 288 111
0. 289 22
0. 290 7
0. 291 102
0. 292 58
0. 293 39
0. 294 26
0. 295 21
0. 296 45
0. 297 106
0. 298 79
0. 299 88
0. 300 35
0. 301 30
0. 302 47
0. 303 40
0. 304 71
0. 305 116
0. 306 97
0. 307 31
0. 308 40
0. 309 34
0. 310 93
0. 311 12
0. 312 97
0. 313 104
0. 314 75
0. 315 89
0. 316 54
0. 317 102
0. 318 47
0. 319 94
0. 320 82
0. 321 25
0. 322 26
0. 323 30
0. 324 81
0. 325 90
0. 326 10
0. 327 66
0. 328 10
0. 329 25
0. 330 53
0. 331 48
0. 332 58
0. 333 80
0. 334 116
0. 335 42
0. 336 17
0. 337 40
0. 338 50
0. 339 54
0. 340 93
0. 341 54
0. 342 47
0. 343 33
0. 344 85
0. 345 46
0. 346 93
0. 347 92
0. 348 73
0. 349 40
0. 350 55
0. 351 104
0. 352 73
0. 353 98
0. 354 87
0. 355 112
0. 356 52
0. 357 58
0. 358 35
0. 359 35
0. 360 72
0. 361 103
0. 362 11
0. 363 11
0. 364 75
0. 365 66
0. 366 39
0. 367 39
0. 368 95
0. 369 49
0. 370 103
0. 371 52
0. 372 73
0. 373 19
0. 374 103
0. 375 24
0. 376 86
0. 377 87
0. 378 74
0. 379 103
0. 380 35
0. 381 59
0. 382 91
0. 383 8
0. 384 37
0. 385 105
0. 386 47
0. 387 94
0. 388 16
0. 389 36
0. 390 61
0. 391 3
0. 392 34
0. 393 94
0. 394 108
0. 395 109
0. 396 35
0. 397 75
0. 398 100
0. 399 72
1. 0 117
1. 1 52
1. 2 52
1. 3 41
1. 4 64
1. 5 73
1. 6 38
1. 7 88
1. 8 23
1. 9 52
1. 10 110
1. 11 59
1. 12 72
1. 13 97
1. 14 69
1. 15 73
1. 16 44
1. 17 101
1. 18 16
1. 19 64
1. 20 95
1. 21 95
1. 22 44
1. 23 102
1. 24 34
1. 25 89
1. 26 34
1. 27 48
1. 28 110
1. 29 27
1. 30 69
1. 31 75
1. 32 29
1. 33 93
1. 34 62
1. 35 95
1. 36 39
1. 37 90
1. 38 106
1. 39 63
1. 40 70
1. 41 16
1. 42 46
1. 43 97
1. 44 9
1. 45 100
