set j job /0*899/;
set i machine /0*59/;
parameter c(i,j)/
0. 0 39
0. 1 39
0. 2 44
0. 3 23
0. 4 31
0. 5 30
0. 6 41
0. 7 29
0. 8 32
0. 9 41
0. 10 11
0. 11 45
0. 12 47
0. 13 21
0. 14 33
0. 15 50
0. 16 43
0. 17 22
0. 18 50
0. 19 14
0. 20 47
0. 21 36
0. 22 21
0. 23 42
0. 24 47
0. 25 46
0. 26 43
0. 27 42
0. 28 20
0. 29 44
0. 30 32
0. 31 36
0. 32 10
0. 33 18
0. 34 17
0. 35 45
0. 36 16
0. 37 40
0. 38 14
0. 39 17
0. 40 37
0. 41 40
0. 42 49
0. 43 16
0. 44 46
0. 45 13
0. 46 32
0. 47 22
0. 48 18
0. 49 39
0. 50 13
0. 51 27
0. 52 30
0. 53 50
0. 54 24
0. 55 42
0. 56 37
0. 57 21
0. 58 43
0. 59 34
0. 60 37
0. 61 44
0. 62 19
0. 63 20
0. 64 48
0. 65 50
0. 66 11
0. 67 23
0. 68 15
0. 69 27
0. 70 34
0. 71 17
0. 72 10
0. 73 27
0. 74 11
0. 75 37
0. 76 10
0. 77 12
0. 78 27
0. 79 25
0. 80 38
0. 81 21
0. 82 23
0. 83 16
0. 84 33
0. 85 25
0. 86 19
0. 87 31
0. 88 24
0. 89 26
0. 90 46
0. 91 13
0. 92 18
0. 93 10
0. 94 24
0. 95 18
0. 96 14
0. 97 23
0. 98 29
0. 99 45
0. 100 39
0. 101 36
0. 102 33
0. 103 44
0. 104 14
0. 105 48
0. 106 26
0. 107 10
0. 108 36
0. 109 29
0. 110 43
0. 111 21
0. 112 18
0. 113 28
0. 114 25
0. 115 47
0. 116 18
0. 117 37
0. 118 20
0. 119 21
0. 120 40
0. 121 32
0. 122 38
0. 123 21
0. 124 12
0. 125 17
0. 126 32
0. 127 27
0. 128 38
0. 129 45
0. 130 37
0. 131 32
0. 132 38
0. 133 45
0. 134 26
0. 135 23
0. 136 10
0. 137 39
0. 138 19
0. 139 37
0. 140 42
0. 141 44
0. 142 24
0. 143 47
0. 144 18
0. 145 49
0. 146 48
0. 147 14
0. 148 10
0. 149 47
0. 150 44
0. 151 15
0. 152 18
0. 153 21
0. 154 10
0. 155 13
0. 156 50
0. 157 33
0. 158 29
0. 159 41
0. 160 30
0. 161 31
0. 162 46
0. 163 17
0. 164 29
0. 165 46
0. 166 30
0. 167 36
0. 168 26
0. 169 30
0. 170 43
0. 171 47
0. 172 48
0. 173 10
0. 174 39
0. 175 49
0. 176 40
0. 177 47
0. 178 41
0. 179 48
0. 180 15
0. 181 33
0. 182 29
0. 183 49
0. 184 37
0. 185 30
0. 186 33
0. 187 17
0. 188 20
0. 189 37
0. 190 44
0. 191 41
0. 192 42
0. 193 29
0. 194 27
0. 195 25
0. 196 10
0. 197 40
0. 198 25
0. 199 32
0. 200 28
0. 201 23
0. 202 29
0. 203 44
0. 204 17
0. 205 14
0. 206 38
0. 207 47
0. 208 26
0. 209 37
0. 210 39
0. 211 30
0. 212 23
0. 213 25
0. 214 35
0. 215 30
0. 216 35
0. 217 26
0. 218 21
0. 219 12
0. 220 41
0. 221 21
0. 222 30
0. 223 45
0. 224 29
0. 225 22
0. 226 36
0. 227 35
0. 228 42
0. 229 45
0. 230 34
0. 231 39
0. 232 48
0. 233 34
0. 234 32
0. 235 25
0. 236 17
0. 237 36
0. 238 14
0. 239 14
0. 240 23
0. 241 47
0. 242 38
0. 243 35
0. 244 45
0. 245 24
0. 246 48
0. 247 20
0. 248 14
0. 249 32
0. 250 50
0. 251 10
0. 252 48
0. 253 32
0. 254 20
0. 255 22
0. 256 49
0. 257 45
0. 258 50
0. 259 16
0. 260 47
0. 261 47
0. 262 42
0. 263 31
0. 264 17
0. 265 49
0. 266 31
0. 267 17
0. 268 16
0. 269 25
0. 270 43
0. 271 36
0. 272 20
0. 273 38
0. 274 36
0. 275 49
0. 276 34
0. 277 45
0. 278 12
0. 279 32
0. 280 40
0. 281 41
0. 282 39
0. 283 18
0. 284 41
0. 285 47
0. 286 12
0. 287 13
0. 288 21
0. 289 22
0. 290 47
0. 291 12
0. 292 10
0. 293 48
0. 294 36
0. 295 19
0. 296 14
0. 297 27
0. 298 46
0. 299 43
0. 300 45
0. 301 27
0. 302 43
0. 303 30
0. 304 30
0. 305 21
0. 306 33
0. 307 10
0. 308 49
0. 309 34
0. 310 38
0. 311 32
0. 312 38
0. 313 17
0. 314 29
0. 315 31
0. 316 44
0. 317 14
0. 318 45
0. 319 12
0. 320 50
0. 321 13
0. 322 10
0. 323 18
0. 324 20
0. 325 20
0. 326 46
0. 327 46
0. 328 15
0. 329 22
0. 330 18
0. 331 36
0. 332 37
0. 333 17
0. 334 13
0. 335 26
0. 336 44
0. 337 24
0. 338 34
0. 339 12
0. 340 47
0. 341 31
0. 342 35
0. 343 18
0. 344 38
0. 345 21
