set j job /0*199/;
set i machine /0*9/;
parameter c(i,j)/
0. 0 42
0. 1 28
0. 2 41
0. 3 28
0. 4 36
0. 5 40
0. 6 26
0. 7 47
0. 8 47
0. 9 44
0. 10 35
0. 11 44
0. 12 22
0. 13 29
0. 14 25
0. 15 49
0. 16 45
0. 17 11
0. 18 26
0. 19 36
0. 20 18
0. 21 32
0. 22 20
0. 23 20
0. 24 46
0. 25 14
0. 26 23
0. 27 41
0. 28 17
0. 29 49
0. 30 43
0. 31 23
0. 32 41
0. 33 49
0. 34 49
0. 35 41
0. 36 25
0. 37 46
0. 38 30
0. 39 16
0. 40 12
0. 41 43
0. 42 22
0. 43 11
0. 44 17
0. 45 20
0. 46 41
0. 47 45
0. 48 34
0. 49 32
0. 50 19
0. 51 40
0. 52 24
0. 53 43
0. 54 37
0. 55 47
0. 56 20
0. 57 50
0. 58 23
0. 59 35
0. 60 32
0. 61 31
0. 62 47
0. 63 31
0. 64 20
0. 65 11
0. 66 11
0. 67 39
0. 68 20
0. 69 32
0. 70 18
0. 71 43
0. 72 39
0. 73 35
0. 74 25
0. 75 11
0. 76 12
0. 77 14
0. 78 13
0. 79 42
0. 80 38
0. 81 34
0. 82 37
0. 83 45
0. 84 23
0. 85 27
0. 86 48
0. 87 20
0. 88 30
0. 89 29
0. 90 14
0. 91 20
0. 92 22
0. 93 22
0. 94 35
0. 95 35
0. 96 26
0. 97 13
0. 98 20
0. 99 18
0. 100 27
0. 101 40
0. 102 22
0. 103 29
0. 104 41
0. 105 10
0. 106 19
0. 107 36
0. 108 18
0. 109 24
0. 110 38
0. 111 18
0. 112 35
0. 113 50
0. 114 14
0. 115 33
0. 116 24
0. 117 35
0. 118 42
0. 119 26
0. 120 22
0. 121 16
0. 122 42
0. 123 40
0. 124 22
0. 125 18
0. 126 39
0. 127 11
0. 128 46
0. 129 19
0. 130 17
0. 131 29
0. 132 17
0. 133 44
0. 134 23
0. 135 38
0. 136 38
0. 137 25
0. 138 37
0. 139 17
0. 140 13
0. 141 29
0. 142 40
0. 143 33
0. 144 23
0. 145 17
0. 146 22
0. 147 47
0. 148 39
0. 149 43
0. 150 37
0. 151 26
0. 152 47
0. 153 23
0. 154 44
0. 155 34
0. 156 28
0. 157 21
0. 158 42
0. 159 19
0. 160 10
0. 161 23
0. 162 38
0. 163 22
0. 164 43
0. 165 25
0. 166 40
0. 167 11
0. 168 32
0. 169 47
0. 170 44
0. 171 26
0. 172 14
0. 173 16
0. 174 21
0. 175 20
0. 176 26
0. 177 25
0. 178 22
0. 179 25
0. 180 41
0. 181 37
0. 182 50
0. 183 21
0. 184 19
0. 185 10
0. 186 12
0. 187 41
0. 188 43
0. 189 46
0. 190 22
0. 191 33
0. 192 37
0. 193 49
0. 194 15
0. 195 48
0. 196 40
0. 197 12
0. 198 43
0. 199 50
1. 0 10
1. 1 29
1. 2 18
1. 3 30
1. 4 46
1. 5 26
1. 6 14
1. 7 37
1. 8 13
1. 9 32
1. 10 34
1. 11 47
1. 12 12
1. 13 10
1. 14 47
1. 15 10
1. 16 38
1. 17 47
1. 18 33
1. 19 41
1. 20 31
1. 21 33
1. 22 29
1. 23 28
1. 24 24
1. 25 26
1. 26 11
1. 27 12
1. 28 32
1. 29 46
1. 30 36
1. 31 12
1. 32 22
1. 33 36
1. 34 33
1. 35 17
1. 36 14
1. 37 21
1. 38 50
1. 39 15
1. 40 13
1. 41 23
1. 42 48
1. 43 49
1. 44 13
1. 45 48
1. 46 29
1. 47 34
1. 48 25
1. 49 30
1. 50 46
1. 51 30
1. 52 41
1. 53 14
1. 54 30
1. 55 16
1. 56 14
1. 57 37
1. 58 25
1. 59 44
1. 60 43
1. 61 13
1. 62 19
1. 63 37
1. 64 22
1. 65 41
1. 66 13
1. 67 35
1. 68 32
1. 69 19
1. 70 28
1. 71 50
1. 72 44
1. 73 13
1. 74 27
1. 75 28
1. 76 33
1. 77 41
1. 78 33
1. 79 47
1. 80 46
1. 81 49
1. 82 44
1. 83 24
1. 84 46
1. 85 27
1. 86 21
1. 87 11
1. 88 36
1. 89 29
1. 90 29
1. 91 48
1. 92 20
1. 93 50
1. 94 24
1. 95 20
1. 96 29
1. 97 44
1. 98 22
1. 99 27
1. 100 11
1. 101 43
1. 102 45
1. 103 30
1. 104 21
1. 105 46
1. 106 33
1. 107 39
1. 108 20
1. 109 10
1. 110 48
1. 111 47
1. 112 30
1. 113 17
1. 114 33
1. 115 18
1. 116 21
1. 117 41
1. 118 38
1. 119 22
1. 120 18
1. 121 21
1. 122 47
1. 123 27
1. 124 38
1. 125 22
1. 126 36
1. 127 18
1. 128 43
1. 129 36
1. 130 11
1. 131 39
1. 132 31
1. 133 44
1. 134 29
1. 135 47
1. 136 50
1. 137 32
1. 138 16
1. 139 36
1. 140 50
1. 141 26
1. 142 15
1. 143 27
1. 144 11
1. 145 40
1. 146 36
1. 147 26
1. 148 29
1. 149 32
1. 150 24
1. 151 19
1. 152 36
1. 153 19
1. 154 39
1. 155 47
1. 156 10
1. 157 43
1. 158 36
1. 159 44
1. 160 49
1. 161 35
1. 162 29
1. 163 11
1. 164 13
1. 165 23
1. 166 25
1. 167 28
1. 168 14
1. 169 33
1. 170 23
1. 171 31
1. 172 39
1. 173 46
1. 174 33
1. 175 23
1. 176 48
1. 177 10
1. 178 47
1. 179 38
1. 180 10
1. 181 25
1. 182 42
1. 183 10
1. 184 27
1. 185 19
1. 186 18
1. 187 27
1. 188 19
1. 189 36
1. 190 36
1. 191 30
1. 192 17
1. 193 50
1. 194 16
1. 195 29
1. 196 45
1. 197 31
1. 198 29
1. 199 23
2. 0 25
2. 1 20
2. 2 34
2. 3 14
2. 4 29
2. 5 37
2. 6 30
2. 7 26
2. 8 18
2. 9 10
2. 10 33
2. 11 27
2. 12 36
2. 13 15
2. 14 23
2. 15 43
2. 16 34
2. 17 46
2. 18 11
2. 19 29
2. 20 26
2. 21 11
2. 22 45
2. 23 29
2. 24 19
2. 25 35
2. 26 50
2. 27 29
2. 28 13
2. 29 47
2. 30 33
2. 31 37
2. 32 16
2. 33 30
2. 34 43
2. 35 37
2. 36 27
2. 37 14
2. 38 12
2. 39 27
2. 40 29
2. 41 30
2. 42 17
2. 43 21
2. 44 14
2. 45 46
2. 46 16
2. 47 42
2. 48 42
2. 49 29
2. 50 19
2. 51 12
2. 52 40
2. 53 30
2. 54 22
2. 55 11
2. 56 33
2. 57 16
2. 58 16
2. 59 11
2. 60 14
2. 61 16
2. 62 19
2. 63 35
2. 64 25
2. 65 10
2. 66 15
2. 67 48
2. 68 42
2. 69 44
2. 70 16
2. 71 15
2. 72 49
2. 73 50
2. 74 35
2. 75 29
2. 76 23
2. 77 47
2. 78 23
2. 79 11
2. 80 19
2. 81 13
2. 82 15
2. 83 35
2. 84 31
2. 85 41
2. 86 43
2. 87 25
2. 88 18
2. 89 49
2. 90 20
2. 91 35
2. 92 22
2. 93 17
2. 94 47
2. 95 20
2. 96 32
2. 97 18
2. 98 14
2. 99 13
2. 100 45
2. 101 38
2. 102 34
2. 103 20
2. 104 27
2. 105 36
2. 106 16
2. 107 39
2. 108 19
2. 109 40
2. 110 38
2. 111 37
2. 112 40
2. 113 27
2. 114 28
2. 115 12
2. 116 13
2. 117 41
2. 118 16
2. 119 40
2. 120 38
2. 121 11
2. 122 17
2. 123 14
2. 124 19
2. 125 13
2. 126 48
2. 127 37
2. 128 44
2. 129 16
2. 130 34
2. 131 41
2. 132 14
2. 133 39
2. 134 10
2. 135 28
2. 136 23
2. 137 27
2. 138 24
2. 139 15
2. 140 46
2. 141 14
2. 142 49
2. 143 38
2. 144 41
2. 145 11
2. 146 19
2. 147 42
2. 148 47
2. 149 38
2. 150 44
2. 151 21
2. 152 21
2. 153 19
2. 154 17
2. 155 47
2. 156 30
2. 157 18
2. 158 27
2. 159 46
2. 160 47
2. 161 40
2. 162 43
2. 163 13
2. 164 50
2. 165 17
2. 166 46
2. 167 26
2. 168 34
2. 169 49
2. 170 15
2. 171 23
2. 172 29
2. 173 49
2. 174 40
2. 175 15
2. 176 23
2. 177 11
2. 178 45
2. 179 37
2. 180 33
2. 181 46
2. 182 22
2. 183 14
2. 184 39
2. 185 10
2. 186 46
2. 187 44
2. 188 42
2. 189 15
2. 190 26
2. 191 46
2. 192 15
2. 193 30
2. 194 23
2. 195 37
2. 196 16
2. 197 33
2. 198 32
2. 199 38
3. 0 45
3. 1 34
3. 2 42
3. 3 26
3. 4 20
3. 5 28
3. 6 26
3. 7 10
3. 8 50
3. 9 26
3. 10 12
3. 11 11
3. 12 39
3. 13 49
3. 14 40
3. 15 23
3. 16 26
3. 17 34
3. 18 18
3. 19 20
3. 20 48
3. 21 34
3. 22 36
3. 23 37
3. 24 25
3. 25 38
3. 26 12
3. 27 32
3. 28 20
3. 29 34
3. 30 15
3. 31 48
3. 32 21
3. 33 27
3. 34 47
3. 35 47
3. 36 32
3. 37 50
3. 38 18
3. 39 20
3. 40 50
3. 41 40
3. 42 47
3. 43 36
3. 44 12
3. 45 39
3. 46 21
3. 47 11
3. 48 22
3. 49 47
3. 50 28
3. 51 47
3. 52 42
3. 53 35
3. 54 44
3. 55 16
3. 56 15
3. 57 23
3. 58 18
3. 59 20
3. 60 14
3. 61 17
3. 62 36
3. 63 38
3. 64 35
3. 65 19
3. 66 29
3. 67 44
3. 68 42
3. 69 15
3. 70 20
3. 71 41
3. 72 14
3. 73 26
3. 74 44
3. 75 41
3. 76 29
3. 77 18
3. 78 44
3. 79 21
3. 80 10
3. 81 36
3. 82 19
3. 83 13
3. 84 26
3. 85 27
3. 86 31
3. 87 20
3. 88 31
3. 89 13
3. 90 26
3. 91 43
3. 92 35
3. 93 28
3. 94 50
3. 95 28
3. 96 21
3. 97 31
3. 98 41
3. 99 40
3. 100 32
3. 101 41
3. 102 29
3. 103 29
3. 104 40
3. 105 29
3. 106 34
3. 107 16
3. 108 45
3. 109 38
3. 110 17
3. 111 11
3. 112 37
3. 113 16
3. 114 30
3. 115 30
3. 116 41
3. 117 28
3. 118 11
3. 119 45
3. 120 18
3. 121 28
3. 122 32
3. 123 37
3. 124 39
3. 125 43
3. 126 43
3. 127 40
3. 128 17
3. 129 33
3. 130 28
3. 131 31
3. 132 27
3. 133 46
3. 134 37
3. 135 19
3. 136 45
3. 137 39
3. 138 21
3. 139 10
3. 140 21
3. 141 35
3. 142 48
3. 143 21
3. 144 10
3. 145 31
3. 146 36
3. 147 23
3. 148 15
3. 149 22
3. 150 34
3. 151 42
3. 152 29
3. 153 31
3. 154 49
3. 155 40
3. 156 31
3. 157 43
3. 158 38
3. 159 11
3. 160 46
3. 161 22
3. 162 30
3. 163 35
3. 164 16
3. 165 41
3. 166 27
3. 167 45
3. 168 12
3. 169 36
3. 170 25
3. 171 50
3. 172 43
3. 173 39
3. 174 33
3. 175 50
3. 176 27
3. 177 33
3. 178 20
3. 179 19
3. 180 40
3. 181 47
3. 182 20
3. 183 46
3. 184 18
3. 185 17
3. 186 19
3. 187 29
3. 188 17
3. 189 20
3. 190 49
3. 191 39
3. 192 33
3. 193 25
3. 194 20
3. 195 48
3. 196 32
3. 197 47
3. 198 19
3. 199 17
4. 0 30
4. 1 30
4. 2 36
4. 3 20
4. 4 39
4. 5 44
4. 6 26
4. 7 13
4. 8 45
4. 9 44
4. 10 24
4. 11 25
4. 12 49
4. 13 23
4. 14 46
4. 15 47
4. 16 45
4. 17 11
4. 18 24
4. 19 38
4. 20 49
4. 21 17
4. 22 47
4. 23 18
4. 24 48
4. 25 18
4. 26 25
4. 27 45
4. 28 30
4. 29 50
4. 30 27
4. 31 47
4. 32 48
4. 33 18
4. 34 19
4. 35 25
4. 36 21
4. 37 16
4. 38 31
4. 39 26
4. 40 43
4. 41 33
4. 42 23
4. 43 23
4. 44 19
4. 45 45
4. 46 19
4. 47 35
4. 48 30
4. 49 24
4. 50 34
4. 51 42
4. 52 18
4. 53 42
4. 54 32
4. 55 47
4. 56 23
4. 57 46
4. 58 46
4. 59 17
4. 60 11
4. 61 48
4. 62 15
4. 63 44
4. 64 41
4. 65 29
4. 66 35
4. 67 28
4. 68 46
4. 69 10
4. 70 50
4. 71 44
4. 72 28
4. 73 40
4. 74 43
4. 75 16
4. 76 14
4. 77 12
4. 78 45
4. 79 40
4. 80 42
4. 81 17
4. 82 36
4. 83 32
4. 84 25
4. 85 34
4. 86 44
4. 87 14
4. 88 38
4. 89 20
4. 90 17
4. 91 19
4. 92 19
4. 93 46
4. 94 24
4. 95 36
4. 96 46
4. 97 35
4. 98 36
4. 99 10
4. 100 12
4. 101 49
4. 102 34
4. 103 18
4. 104 30
4. 105 11
4. 106 46
4. 107 27
4. 108 19
4. 109 36
4. 110 18
4. 111 49
4. 112 49
4. 113 20
4. 114 30
4. 115 20
4. 116 50
4. 117 18
4. 118 31
4. 119 16
4. 120 32
4. 121 45
4. 122 49
4. 123 41
4. 124 22
4. 125 17
4. 126 49
4. 127 10
4. 128 46
4. 129 42
4. 130 28
4. 131 13
4. 132 24
4. 133 43
4. 134 11
4. 135 22
4. 136 19
4. 137 44
4. 138 47
4. 139 14
4. 140 25
4. 141 35
4. 142 32
4. 143 47
4. 144 46
4. 145 11
4. 146 29
4. 147 35
4. 148 39
4. 149 33
4. 150 17
4. 151 21
4. 152 50
4. 153 49
4. 154 19
4. 155 11
4. 156 30
4. 157 26
4. 158 35
4. 159 32
4. 160 46
4. 161 42
4. 162 33
4. 163 16
4. 164 29
4. 165 31
4. 166 44
4. 167 45
4. 168 35
4. 169 21
4. 170 35
4. 171 39
4. 172 22
4. 173 14
4. 174 49
4. 175 21
4. 176 49
4. 177 39
4. 178 20
4. 179 48
4. 180 20
4. 181 42
4. 182 21
4. 183 41
4. 184 40
4. 185 32
4. 186 27
4. 187 41
4. 188 19
4. 189 24
4. 190 45
4. 191 47
4. 192 35
4. 193 16
4. 194 45
4. 195 16
4. 196 18
4. 197 25
4. 198 25
4. 199 35
5. 0 15
5. 1 19
5. 2 12
5. 3 16
5. 4 10
5. 5 33
5. 6 28
5. 7 35
5. 8 19
5. 9 16
5. 10 46
5. 11 43
5. 12 28
5. 13 16
5. 14 14
5. 15 43
5. 16 14
5. 17 23
5. 18 22
5. 19 13
5. 20 49
5. 21 11
5. 22 13
5. 23 37
5. 24 27
5. 25 16
5. 26 30
5. 27 31
5. 28 26
5. 29 40
5. 30 45
5. 31 22
5. 32 46
5. 33 19
5. 34 37
5. 35 44
5. 36 28
5. 37 34
5. 38 41
5. 39 29
5. 40 24
5. 41 10
5. 42 41
5. 43 28
5. 44 18
5. 45 21
5. 46 43
5. 47 34
5. 48 50
5. 49 38
5. 50 46
5. 51 38
5. 52 19
5. 53 37
5. 54 29
5. 55 24
5. 56 18
5. 57 41
5. 58 12
5. 59 15
5. 60 11
5. 61 24
5. 62 24
5. 63 32
5. 64 33
5. 65 33
5. 66 17
5. 67 38
5. 68 42
5. 69 11
5. 70 32
5. 71 27
5. 72 30
5. 73 34
5. 74 32
5. 75 28
5. 76 32
5. 77 46
5. 78 24
5. 79 20
5. 80 45
5. 81 43
5. 82 36
5. 83 37
5. 84 40
5. 85 39
5. 86 14
5. 87 30
5. 88 29
5. 89 37
5. 90 27
5. 91 25
5. 92 16
5. 93 11
5. 94 39
5. 95 50
5. 96 30
5. 97 20
5. 98 38
5. 99 10
5. 100 18
5. 101 48
5. 102 23
5. 103 49
5. 104 30
5. 105 50
5. 106 23
5. 107 47
5. 108 32
5. 109 50
5. 110 32
5. 111 48
5. 112 44
5. 113 31
5. 114 24
5. 115 34
5. 116 18
5. 117 45
5. 118 47
5. 119 34
5. 120 24
5. 121 21
5. 122 42
5. 123 10
5. 124 47
5. 125 46
5. 126 39
5. 127 19
5. 128 30
5. 129 49
5. 130 37
5. 131 36
5. 132 50
5. 133 33
5. 134 26
5. 135 31
5. 136 40
5. 137 48
5. 138 30
5. 139 26
5. 140 27
5. 141 41
5. 142 13
5. 143 39
5. 144 33
5. 145 27
5. 146 14
5. 147 32
5. 148 29
5. 149 49
5. 150 35
5. 151 12
5. 152 32
5. 153 40
5. 154 41
5. 155 26
5. 156 33
5. 157 21
5. 158 49
5. 159 45
5. 160 13
5. 161 17
5. 162 46
5. 163 45
5. 164 33
5. 165 29
5. 166 48
5. 167 33
5. 168 20
5. 169 48
5. 170 44
5. 171 48
5. 172 30
5. 173 37
5. 174 28
5. 175 36
5. 176 23
5. 177 43
5. 178 25
5. 179 12
5. 180 31
5. 181 15
5. 182 43
5. 183 25
5. 184 24
5. 185 47
5. 186 21
5. 187 21
5. 188 28
5. 189 38
5. 190 44
5. 191 27
5. 192 22
5. 193 12
5. 194 28
5. 195 27
5. 196 26
5. 197 22
5. 198 50
5. 199 31
6. 0 35
6. 1 18
6. 2 25
6. 3 10
6. 4 14
6. 5 24
6. 6 50
6. 7 41
6. 8 50
6. 9 38
6. 10 48
6. 11 12
6. 12 24
6. 13 38
6. 14 49
6. 15 45
6. 16 35
6. 17 24
6. 18 32
6. 19 46
6. 20 49
6. 21 46
6. 22 36
6. 23 26
6. 24 44
6. 25 28
6. 26 45
6. 27 33
6. 28 13
6. 29 11
6. 30 24
6. 31 40
6. 32 10
6. 33 37
6. 34 35
6. 35 35
6. 36 40
6. 37 36
6. 38 47
6. 39 12
6. 40 11
6. 41 43
6. 42 49
6. 43 13
6. 44 14
6. 45 17
6. 46 22
6. 47 49
6. 48 46
6. 49 23
6. 50 19
6. 51 46
6. 52 38
6. 53 45
6. 54 31
6. 55 22
6. 56 48
6. 57 49
6. 58 48
6. 59 50
6. 60 20
6. 61 43
6. 62 42
6. 63 34
6. 64 19
6. 65 50
6. 66 21
6. 67 16
6. 68 10
6. 69 36
6. 70 21
6. 71 29
6. 72 29
6. 73 34
6. 74 47
