set j job /0*99/;
set i machine /0*19/;
parameter c(i,j)/
0. 0 81
0. 1 137
0. 2 999
0. 3 102
0. 4 136
0. 5 36
0. 6 118
0. 7 61
0. 8 325
0. 9 995
0. 10 137
0. 11 196
0. 12 63
0. 13 105
0. 14 56
0. 15 497
0. 16 74
0. 17 240
0. 18 57
0. 19 192
0. 20 119
0. 21 500
0. 22 76
0. 23 115
0. 24 191
0. 25 44
0. 26 997
0. 27 328
0. 28 325
0. 29 249
0. 30 165
0. 31 990
0. 32 193
0. 33 242
0. 34 12
0. 35 82
0. 36 495
0. 37 245
0. 38 990
0. 39 91
0. 40 60
0. 41 495
0. 42 69
0. 43 82
0. 44 93
0. 45 109
0. 46 1000
0. 47 994
0. 48 73
0. 49 328
0. 50 134
0. 51 191
0. 52 61
0. 53 249
0. 54 492
0. 55 34
0. 56 32
0. 57 991
0. 58 40
0. 59 192
0. 60 993
0. 61 159
0. 62 13
0. 63 123
0. 64 998
0. 65 68
0. 66 494
0. 67 163
0. 68 94
0. 69 70
0. 70 67
0. 71 66
0. 72 36
0. 73 494
0. 74 103
0. 75 328
0. 76 999
0. 77 122
0. 78 323
0. 79 132
0. 80 190
0. 81 998
0. 82 87
0. 83 325
0. 84 163
0. 85 45
0. 86 58
0. 87 135
0. 88 26
0. 89 70
0. 90 34
0. 91 159
0. 92 56
0. 93 27
0. 94 332
0. 95 54
0. 96 198
0. 97 48
0. 98 244
0. 99 61
1. 0 248
1. 1 992
1. 2 49
1. 3 162
1. 4 199
1. 5 323
1. 6 34
1. 7 101
1. 8 247
1. 9 997
1. 10 249
1. 11 497
1. 12 23
1. 13 68
1. 14 90
1. 15 326
1. 16 328
1. 17 47
1. 18 33
1. 19 132
1. 20 32
1. 21 991
1. 22 196
1. 23 198
1. 24 22
1. 25 49
1. 26 35
1. 27 122
1. 28 244
1. 29 243
1. 30 246
1. 31 58
1. 32 490
1. 33 120
1. 34 196
1. 35 995
1. 36 329
1. 37 163
1. 38 136
1. 39 246
1. 40 330
1. 41 190
1. 42 995
1. 43 110
1. 44 330
1. 45 55
1. 46 82
1. 47 491
1. 48 199
1. 49 12
1. 50 119
1. 51 141
1. 52 75
1. 53 53
1. 54 104
1. 55 160
1. 56 108
1. 57 59
1. 58 36
1. 59 121
1. 60 247
1. 61 79
1. 62 43
1. 63 74
1. 64 140
1. 65 192
1. 66 159
1. 67 330
1. 68 991
1. 69 327
1. 70 995
1. 71 326
1. 72 16
1. 73 108
1. 74 497
1. 75 64
1. 76 198
1. 77 101
1. 78 993
1. 79 44
1. 80 332
1. 81 59
1. 82 81
1. 83 495
1. 84 117
1. 85 191
1. 86 73
1. 87 995
1. 88 20
1. 89 993
1. 90 992
1. 91 49
1. 92 245
1. 93 28
1. 94 94
1. 95 996
1. 96 991
1. 97 323
1. 98 28
1. 99 71
2. 0 31
2. 1 24
2. 2 499
2. 3 244
2. 4 323
2. 5 194
2. 6 159
2. 7 73
2. 8 24
2. 9 26
2. 10 60
2. 11 164
2. 12 34
2. 13 331
2. 14 494
2. 15 194
2. 16 494
2. 17 33
2. 18 49
2. 19 46
2. 20 993
2. 21 60
2. 22 48
2. 23 132
2. 24 73
2. 25 991
2. 26 328
2. 27 136
2. 28 996
2. 29 93
2. 30 45
2. 31 122
2. 32 326
2. 33 110
2. 34 163
2. 35 51
2. 36 40
2. 37 994
2. 38 116
2. 39 46
2. 40 496
2. 41 88
2. 42 991
2. 43 994
2. 44 42
2. 45 325
2. 46 993
2. 47 326
2. 48 56
2. 49 326
2. 50 999
2. 51 115
2. 52 495
2. 53 97
2. 54 25
2. 55 18
2. 56 499
2. 57 245
2. 58 328
2. 59 58
2. 60 325
2. 61 84
2. 62 16
2. 63 39
2. 64 28
2. 65 50
2. 66 158
2. 67 996
2. 68 95
2. 69 74
2. 70 24
2. 71 138
2. 72 196
2. 73 13
2. 74 75
2. 75 491
2. 76 41
2. 77 492
2. 78 996
2. 79 3
2. 80 15
2. 81 49
2. 82 199
2. 83 496
2. 84 33
2. 85 24
2. 86 32
2. 87 50
2. 88 16
2. 89 998
2. 90 997
2. 91 28
2. 92 105
2. 93 332
2. 94 498
2. 95 991
2. 96 246
2. 97 28
2. 98 94
2. 99 82
3. 0 196
3. 1 493
3. 2 247
