iteration,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,-10,-14,-10,-10,-10,-11,-10,-10,-10,-11,-11,-10,-10,-11,-14,-12,-10,-15,-12,-13,-11,-11,-12,-12,-12,-14,-10,-10,-11,-10,-10,-11,-11,-15,-11,-12,-10,-12,-10,-10,-14,-13,-11,-10,-12,-11,-13,-11,-10,-10,-12,-12,-12,-10,-10,-11,-10,-10,-11,-10,-13,-14,-11,-11,-10,-11,-10,-11,-18,-10,-10,-10,-14,-10,-18,-13,-11,-12,-17,-13,-12,-11,-12,-11,-12,-11,-13,-12,-10,-12,-10,-11,-11,-17,-11,-10,-14,-13,-10,-10
1,-10,-14,-10,-10,-10,-11,-10,-10,-10,-11,-11,-10,-10,-11,-14,-12,-10,-15,-12,-13,-11,-11,-17,-12,-12,-14,-10,-10,-11,-10,-15,-11,-11,-15,-11,-12,-10,-12,-15,-10,-19,-13,-11,-10,-17,-11,-18,-11,-10,-10,-12,-12,-12,-10,-10,-11,-15,-10,-16,-10,-18,-14,-11,-11,-10,-11,-10,-11,-23,-10,-15,-10,-14,-10,-18,-13,-16,-12,-17,-13,-12,-11,-17,-16,-12,-11,-13,-12,-15,-12,-10,-11,-16,-17,-16,-10,-14,-13,-10,-10
2,-15,-14,-10,-10,-10,-11,-10,-10,-15,-11,-11,-10,-10,-11,-14,-12,-10,-15,-17,-13,-11,-11,-17,-12,-12,-14,-10,-10,-11,-15,-15,-11,-11,-20,-11,-17,-15,-12,-15,-10,-19,-13,-16,-10,-17,-11,-18,-11,-10,-10,-12,-12,-17,-10,-15,-11,-15,-10,-16,-10,-13,-14,-11,-16,-10,-11,-15,-11,-23,-10,-15,-10,-14,-15,-18,-13,-16,-12,-17,-13,-12,-16,-17,-16,-12,-11,-13,-12,-15,-12,-10,-11,-16,-17,-16,-15,-19,-18,-10,-10
3,-15,-14,-10,-10,-10,-11,-15,-10,-15,-11,-11,-10,-10,-11,-14,-12,-10,-20,-17,-18,-11,-11,-17,-12,-17,-19,-15,-15,-16,-10,-15,-11,-11,-20,-11,-12,-15,-12,-15,-10,-19,-13,-16,-15,-17,-11,-18,-11,-15,-15,-17,-12,-12,-10,-15,-11,-15,-10,-16,-10,-18,-14,-11,-16,-15,-11,-15,-11,-23,-10,-15,-15,-14,-15,-23,-13,-11,-17,-17,-18,-12,-16,-17,-16,-17,-16,-13,-12,-15,-12,-15,-11,-16,-17,-16,-10,-19,-18,-10,-10
4,-15,-19,-10,-15,-10,-11,-15,-10,-15,-16,-11,-10,-10,-11,-14,-12,-10,-20,-17,-18,-16,-11,-17,-12,-17,-14,-15,-15,-16,-10,-15,-16,-11,-15,-11,-17,-15,-12,-15,-10,-19,-13,-16,-15,-17,-11,-18,-11,-10,-15,-17,-12,-12,-15,-15,-11,-15,-10,-16,-10,-18,-14,-11,-16,-10,-11,-15,-11,-23,-10,-15,-15,-14,-15,-23,-13,-16,-17,-17,-18,-17,-16,-17,-21,-17,-16,-13,-12,-15,-17,-15,-16,-16,-17,-16,-10,-19,-13,-10,-10
5,-15,-19,-15,-15,-15,-11,-15,-10,-15,-16,-11,-10,-15,-11,-19,-12,-10,-20,-12,-18,-16,-11,-17,-12,-17,-19,-15,-15,-16,-10,-15,-16,-11,-20,-11,-17,-20,-12,-15,-10,-19,-13,-16,-15,-17,-11,-18,-11,-10,-15,-12,-12,-12,-15,-15,-11,-15,-10,-16,-10,-18,-14,-11,-16,-10,-11,-15,-11,-23,-10,-15,-15,-14,-15,-18,-13,-16,-17,-17,-18,-17,-16,-17,-21,-17,-16,-13,-12,-15,-17,-10,-11,-16,-17,-16,-10,-19,-18,-10,-10
6,-15,-19,-15,-15,-15,-11,-15,-10,-15,-16,-16,-10,-15,-11,-19,-12,-10,-20,-17,-18,-16,-11,-17,-12,-17,-19,-15,-15,-16,-10,-15,-16,-11,-15,-11,-17,-15,-12,-15,-10,-19,-18,-16,-15,-17,-11,-18,-11,-15,-15,-12,-12,-12,-10,-15,-11,-15,-10,-16,-10,-18,-14,-11,-21,-15,-11,-15,-11,-23,-10,-15,-15,-14,-15,-23,-18,-16,-17,-17,-18,-12,-16,-17,-21,-17,-16,-13,-12,-15,-17,-10,-11,-21,-17,-16,-10,-19,-18,-10,-15
7,-15,-19,-15,-15,-15,-16,-15,-10,-15,-16,-11,-10,-15,-11,-19,-12,-10,-20,-12,-18,-16,-11,-17,-12,-17,-19,-15,-15,-16,-10,-15,-16,-16,-15,-11,-17,-20,-12,-15,-10,-19,-18,-16,-15,-17,-11,-18,-11,-15,-15,-12,-12,-12,-15,-15,-11,-15,-10,-16,-10,-18,-14,-11,-16,-15,-11,-15,-11,-23,-10,-15,-15,-14,-15,-23,-18,-16,-17,-17,-18,-17,-16,-17,-21,-17,-16,-13,-12,-15,-17,-10,-16,-21,-17,-16,-15,-19,-18,-10,-15
8,-15,-19,-15,-15,-15,-16,-15,-15,-15,-16,-16,-10,-15,-11,-19,-12,-10,-20,-12,-18,-16,-16,-17,-12,-17,-14,-15,-15,-16,-10,-15,-16,-11,-20,-11,-17,-20,-12,-15,-10,-19,-18,-16,-15,-17,-16,-18,-16,-15,-15,-12,-12,-12,-15,-15,-11,-15,-10,-16,-10,-18,-14,-11,-16,-15,-11,-15,-16,-23,-10,-15,-15,-14,-15,-23,-13,-16,-17,-17,-18,-17,-16,-17,-21,-17,-16,-13,-12,-15,-17,-10,-16,-21,-17,-16,-15,-19,-18,-10,-15
9,-15,-19,-15,-15,-15,-16,-15,-10,-15,-16,-16,-15,-15,-11,-19,-12,-10,-20,-17,-18,-16,-16,-17,-12,-17,-19,-15,-15,-16,-10,-15,-16,-16,-20,-11,-17,-20,-12,-20,-10,-19,-18,-16,-15,-22,-16,-18,-16,-15,-15,-12,-12,-12,-15,-15,-11,-15,-10,-16,-10,-18,-14,-11,-16,-15,-11,-15,-16,-23,-10,-15,-15,-14,-15,-23,-13,-11,-17,-17,-18,-17,-16,-17,-21,-17,-16,-13,-12,-15,-17,-15,-16,-21,-17,-16,-15,-19,-18,-10,-15
10,-15,-19,-15,-15,-15,-16,-15,-10,-15,-16,-16,-15,-15,-11,-19,-12,-10,-20,-17,-18,-16,-11,-17,-12,-17,-19,-15,-15,-16,-15,-15,-16,-16,-20,-11,-17,-20,-12,-20,-15,-19,-18,-16,-15,-22,-16,-18,-16,-15,-15,-12,-12,-12,-15,-15,-11,-15,-15,-16,-10,-18,-14,-11,-16,-15,-11,-15,-16,-23,-10,-15,-15,-14,-15,-23,-18,-16,-17,-17,-18,-17,-16,-17,-21,-12,-16,-13,-12,-15,-17,-15,-16,-21,-17,-16,-15,-19,-18,-10,-15
11,-15,-19,-10,-15,-15,-16,-15,-10,-15,-16,-16,-15,-15,-11,-19,-12,-10,-20,-17,-18,-16,-11,-17,-12,-17,-19,-15,-15,-16,-15,-15,-16,-16,-20,-11,-12,-20,-12,-20,-15,-19,-18,-16,-15,-22,-16,-18,-16,-15,-15,-12,-12,-12,-15,-15,-11,-20,-15,-16,-10,-18,-14,-11,-16,-15,-11,-15,-16,-23,-10,-15,-15,-14,-15,-23,-13,-16,-17,-17,-18,-17,-16,-17,-21,-12,-16,-13,-17,-15,-17,-15,-16,-21,-22,-16,-15,-19,-18,-10,-15
12,-15,-19,-15,-15,-15,-16,-15,-10,-15,-16,-16,-15,-15,-11,-19,-12,-10,-20,-17,-23,-16,-11,-17,-12,-17,-19,-15,-15,-16,-15,-15,-16,-16,-20,-11,-17,-20,-12,-20,-15,-19,-18,-11,-15,-22,-16,-18,-16,-15,-15,-12,-12,-17,-15,-15,-11,-20,-15,-16,-10,-18,-14,-11,-16,-15,-11,-15,-16,-23,-10,-15,-15,-14,-15,-23,-18,-16,-17,-17,-18,-17,-16,-17,-21,-12,-16,-13,-17,-15,-17,-15,-16,-21,-22,-16,-15,-19,-18,-10,-15
13,-15,-19,-15,-15,-15,-16,-15,-10,-15,-16,-16,-15,-15,-11,-19,-12,-10,-20,-17,-18,-16,-11,-17,-17,-17,-19,-15,-15,-16,-15,-15,-16,-16,-20,-11,-17,-20,-12,-20,-15,-19,-18,-16,-15,-22,-16,-18,-16,-15,-15,-12,-12,-17,-15,-15,-11,-20,-15,-16,-10,-18,-14,-11,-16,-15,-11,-15,-16,-23,-10,-15,-15,-14,-15,-23,-18,-16,-17,-17,-18,-17,-16,-17,-21,-12,-16,-13,-17,-15,-17,-15,-16,-21,-22,-16,-15,-19,-18,-10,-15
14,-15,-19,-15,-15,-15,-16,-15,-10,-15,-16,-16,-15,-15,-11,-19,-12,-10,-20,-17,-18,-16,-11,-17,-17,-17,-19,-15,-15,-16,-15,-15,-16,-11,-20,-11,-17,-20,-12,-20,-15,-19,-18,-16,-15,-22,-16,-23,-16,-15,-15,-12,-12,-17,-15,-15,-11,-20,-15,-16,-10,-18,-14,-11,-16,-15,-16,-15,-16,-23,-10,-15,-15,-19,-15,-23,-18,-16,-17,-17,-18,-17,-16,-17,-21,-12,-16,-13,-12,-15,-17,-15,-16,-21,-22,-16,-15,-19,-18,-10,-15
15,-15,-19,-15,-15,-15,-16,-15,-10,-15,-16,-16,-15,-15,-11,-19,-12,-10,-20,-17,-23,-16,-11,-17,-17,-17,-19,-15,-15,-16,-15,-15,-16,-16,-20,-11,-17,-20,-12,-20,-15,-19,-18,-16,-15,-22,-16,-18,-16,-15,-15,-17,-12,-17,-15,-15,-11,-20,-10,-16,-10,-18,-14,-11,-16,-15,-11,-15,-16,-23,-10,-15,-15,-19,-15,-23,-18,-16,-17,-17,-18,-17,-16,-17,-21,-17,-16,-13,-17,-15,-17,-15,-16,-21,-22,-16,-15,-19,-18,-10,-15
16,-15,-19,-15,-15,-15,-16,-15,-10,-20,-16,-11,-15,-15,-11,-19,-12,-10,-20,-12,-18,-16,-11,-17,-17,-17,-19,-15,-15,-16,-15,-15,-16,-16,-20,-11,-17,-20,-12,-20,-15,-19,-18,-16,-15,-22,-16,-18,-16,-15,-15,-12,-12,-17,-15,-15,-11,-20,-10,-16,-10,-18,-14,-11,-16,-15,-16,-15,-16,-23,-10,-15,-15,-19,-15,-23,-18,-16,-17,-22,-18,-17,-16,-22,-21,-12,-16,-13,-17,-15,-17,-15,-16,-21,-22,-16,-15,-19,-18,-10,-15
