set j job /0*199/;
set i machine /0*9/;
parameter c(i,j)/
0. 0 81
0. 1 137
0. 2 999
0. 3 102
0. 4 136
0. 5 36
0. 6 118
0. 7 61
0. 8 325
0. 9 995
0. 10 137
0. 11 196
0. 12 63
0. 13 105
0. 14 56
0. 15 497
0. 16 74
0. 17 240
0. 18 57
0. 19 192
0. 20 119
0. 21 500
0. 22 76
0. 23 115
0. 24 191
0. 25 44
0. 26 997
0. 27 328
0. 28 325
0. 29 249
0. 30 165
0. 31 990
0. 32 193
0. 33 242
0. 34 12
0. 35 82
0. 36 495
0. 37 245
0. 38 990
0. 39 91
0. 40 60
0. 41 495
0. 42 69
0. 43 82
0. 44 93
0. 45 109
0. 46 1000
0. 47 994
0. 48 73
0. 49 328
0. 50 134
0. 51 191
0. 52 61
0. 53 249
0. 54 492
0. 55 34
0. 56 32
0. 57 991
0. 58 40
0. 59 192
0. 60 993
0. 61 159
0. 62 13
0. 63 123
0. 64 998
0. 65 68
0. 66 494
0. 67 163
0. 68 94
0. 69 70
0. 70 67
0. 71 66
0. 72 36
0. 73 494
0. 74 103
0. 75 328
0. 76 999
0. 77 122
0. 78 323
0. 79 132
0. 80 190
0. 81 998
0. 82 87
0. 83 325
0. 84 163
0. 85 45
0. 86 58
0. 87 135
0. 88 26
0. 89 70
0. 90 34
0. 91 159
0. 92 56
0. 93 27
0. 94 332
0. 95 54
0. 96 198
0. 97 48
0. 98 244
0. 99 61
0. 100 248
0. 101 992
0. 102 49
0. 103 162
0. 104 199
0. 105 323
0. 106 34
0. 107 101
0. 108 247
0. 109 997
0. 110 249
0. 111 497
0. 112 23
0. 113 68
0. 114 90
0. 115 326
0. 116 328
0. 117 47
0. 118 33
0. 119 132
0. 120 32
0. 121 991
0. 122 196
0. 123 198
0. 124 22
0. 125 49
0. 126 35
0. 127 122
0. 128 244
0. 129 243
0. 130 246
0. 131 58
0. 132 490
0. 133 120
0. 134 196
0. 135 995
0. 136 329
0. 137 163
0. 138 136
0. 139 246
0. 140 330
0. 141 190
0. 142 995
0. 143 110
0. 144 330
0. 145 55
0. 146 82
0. 147 491
0. 148 199
0. 149 12
0. 150 119
0. 151 141
0. 152 75
0. 153 53
0. 154 104
0. 155 160
0. 156 108
0. 157 59
0. 158 36
0. 159 121
0. 160 247
0. 161 79
0. 162 43
0. 163 74
0. 164 140
0. 165 192
0. 166 159
0. 167 330
0. 168 991
0. 169 327
0. 170 995
0. 171 326
0. 172 16
0. 173 108
0. 174 497
0. 175 64
0. 176 198
0. 177 101
0. 178 993
0. 179 44
0. 180 332
0. 181 59
0. 182 81
0. 183 495
0. 184 117
0. 185 191
0. 186 73
0. 187 995
0. 188 20
0. 189 993
0. 190 992
0. 191 49
0. 192 245
0. 193 28
0. 194 94
0. 195 996
0. 196 991
0. 197 323
0. 198 28
0. 199 71
1. 0 31
1. 1 24
1. 2 499
1. 3 244
1. 4 323
1. 5 194
1. 6 159
1. 7 73
1. 8 24
1. 9 26
1. 10 60
1. 11 164
1. 12 34
1. 13 331
1. 14 494
1. 15 194
1. 16 494
1. 17 33
1. 18 49
1. 19 46
1. 20 993
1. 21 60
1. 22 48
1. 23 132
1. 24 73
1. 25 991
1. 26 328
1. 27 136
1. 28 996
1. 29 93
1. 30 45
1. 31 122
1. 32 326
1. 33 110
1. 34 163
1. 35 51
1. 36 40
1. 37 994
1. 38 116
1. 39 46
1. 40 496
1. 41 88
1. 42 991
1. 43 994
1. 44 42
1. 45 325
1. 46 993
1. 47 326
1. 48 56
1. 49 326
1. 50 999
1. 51 115
1. 52 495
1. 53 97
1. 54 25
1. 55 18
1. 56 499
1. 57 245
1. 58 328
1. 59 58
1. 60 325
1. 61 84
1. 62 16
1. 63 39
1. 64 28
1. 65 50
1. 66 158
1. 67 996
1. 68 95
1. 69 74
1. 70 24
1. 71 138
1. 72 196
1. 73 13
1. 74 75
1. 75 491
1. 76 41
1. 77 492
1. 78 996
1. 79 3
1. 80 15
1. 81 49
1. 82 199
1. 83 496
1. 84 33
1. 85 24
1. 86 32
1. 87 50
1. 88 16
1. 89 998
1. 90 997
1. 91 28
1. 92 105
1. 93 332
1. 94 498
1. 95 991
1. 96 246
1. 97 28
1. 98 94
1. 99 82
1. 100 196
1. 101 493
1. 102 247
