iteration,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,-3,-21,-27,-31,-15,-23,-13,-9,-34,-23,-8,-26,-19,-21,-23,-9,-17,-6,-20,-38,-16,-12,-10,-13,-11,-23,-37,-14,-24,-20,-33,-23,-14,-25,-16,-17,-35,-6,-29,-19,-12,-11,-18,-12,-4,-41,-12,-17,-12,-20,-16,-9,-18,-31,-14,-15,-18,-18,-22,-9,-13,-22,-26,-17,-13,-36,-22,-40,-17,-26,-8,-2,-39,-21,-14,-57,-6,-32,-5,-45,-20,-20,-15,-33,-14,-15,-19,-16,-25,-22,-23,-27,-8,-19,-18,-1,-21,-11,-42,-20
1,-3,-26,-27,-31,-15,-23,-18,-14,-34,-23,-8,-31,-24,-26,-28,-9,-17,-11,-20,-38,-16,-12,-15,-18,-16,-28,-37,-19,-24,-25,-33,-23,-14,-25,-21,-17,-40,-11,-29,-24,-12,-11,-23,-17,-9,-41,-17,-22,-17,-25,-16,-14,-23,-36,-19,-20,-23,-23,-27,-14,-13,-27,-26,-22,-18,-36,-22,-40,-22,-26,-13,-2,-39,-26,-14,-57,-11,-32,-10,-45,-20,-25,-15,-33,-19,-20,-24,-21,-30,-27,-23,-32,-13,-24,-23,-6,-26,-11,-42,-25
2,-8,-26,-27,-36,-20,-28,-18,-14,-34,-28,-13,-36,-24,-26,-28,-14,-22,-16,-25,-43,-16,-17,-15,-18,-21,-28,-42,-24,-29,-30,-38,-28,-19,-30,-21,-22,-40,-11,-34,-29,-17,-16,-28,-22,-9,-46,-17,-22,-17,-30,-21,-19,-23,-36,-19,-25,-23,-23,-27,-14,-18,-32,-31,-22,-18,-41,-27,-45,-22,-26,-13,-7,-44,-26,-19,-62,-16,-37,-10,-45,-25,-25,-20,-38,-24,-25,-29,-21,-30,-32,-28,-32,-18,-24,-23,-11,-26,-16,-47,-25
3,-13,-31,-32,-36,-25,-28,-23,-19,-39,-28,-13,-36,-29,-31,-33,-19,-27,-16,-25,-43,-21,-22,-20,-23,-26,-33,-42,-24,-34,-30,-38,-28,-19,-35,-26,-27,-45,-16,-34,-29,-22,-21,-28,-22,-14,-46,-22,-27,-17,-30,-21,-24,-28,-41,-24,-25,-28,-28,-32,-19,-23,-32,-31,-27,-23,-46,-27,-45,-27,-31,-18,-12,-44,-26,-24,-62,-16,-42,-15,-50,-25,-30,-20,-38,-29,-25,-34,-26,-30,-32,-33,-32,-18,-29,-28,-11,-26,-21,-47,-30
4,-13,-36,-37,-41,-25,-33,-23,-24,-39,-33,-13,-41,-29,-31,-33,-19,-27,-21,-30,-48,-21,-27,-20,-28,-26,-38,-47,-29,-34,-35,-43,-33,-24,-35,-26,-32,-50,-21,-39,-34,-27,-21,-33,-22,-14,-51,-27,-27,-22,-35,-26,-24,-28,-46,-24,-30,-33,-28,-32,-24,-23,-37,-36,-32,-23,-51,-32,-45,-32,-36,-18,-17,-49,-31,-24,-67,-21,-42,-15,-50,-30,-35,-25,-38,-29,-30,-34,-26,-35,-37,-33,-37,-23,-29,-28,-16,-31,-21,-52,-30
5,-18,-36,-42,-46,-30,-38,-28,-24,-39,-38,-18,-41,-34,-36,-38,-19,-32,-21,-35,-48,-26,-27,-25,-28,-31,-38,-47,-34,-39,-40,-43,-33,-29,-35,-31,-32,-50,-21,-44,-39,-27,-26,-33,-27,-19,-51,-27,-32,-22,-40,-31,-29,-33,-46,-29,-30,-33,-33,-37,-24,-28,-37,-36,-32,-28,-51,-32,-50,-32,-36,-23,-17,-49,-36,-29,-67,-26,-47,-20,-50,-35,-35,-30,-43,-34,-30,-39,-31,-40,-37,-38,-37,-23,-34,-33,-21,-31,-26,-52,-35
6,-18,-41,-42,-46,-30,-33,-33,-29,-44,-38,-23,-46,-34,-41,-43,-24,-32,-26,-35,-53,-31,-32,-30,-33,-36,-43,-47,-34,-39,-45,-48,-38,-29,-40,-36,-37,-50,-26,-44,-39,-32,-31,-38,-32,-19,-51,-32,-37,-27,-40,-31,-34,-38,-46,-29,-35,-38,-33,-37,-29,-33,-42,-41,-37,-33,-51,-37,-50,-37,-41,-23,-17,-54,-36,-29,-67,-31,-47,-20,-55,-35,-40,-30,-43,-39,-35,-39,-31,-40,-42,-38,-42,-28,-39,-33,-21,-31,-26,-57,-40
7,-23,-41,-47,-46,-35,-38,-33,-34,-49,-43,-23,-51,-39,-41,-43,-29,-37,-31,-40,-53,-31,-32,-30,-33,-41,-43,-52,-39,-44,-40,-53,-38,-34,-40,-36,-37,-55,-26,-49,-44,-32,-31,-43,-32,-24,-56,-32,-37,-32,-45,-36,-34,-38,-51,-34,-35,-43,-38,-42,-29,-33,-47,-46,-42,-33,-51,-37,-55,-42,-41,-28,-22,-54,-36,-34,-72,-31,-52,-25,-60,-40,-40,-35,-48,-39,-35,-44,-36,-45,-47,-43,-42,-33,-39,-38,-26,-36,-31,-57,-40
8,-28,-46,-47,-51,-40,-43,-38,-34,-49,-43,-28,-51,-44,-46,-48,-29,-37,-31,-40,-58,-36,-32,-35,-38,-41,-48,-52,-44,-44,-45,-48,-43,-34,-45,-41,-42,-55,-31,-49,-49,-37,-36,-43,-37,-29,-56,-37,-37,-32,-45,-36,-34,-43,-51,-39,-40,-43,-43,-47,-34,-38,-47,-46,-42,-38,-56,-42,-60,-42,-46,-33,-27,-54,-41,-39,-72,-31,-52,-30,-60,-40,-45,-40,-53,-44,-40,-44,-41,-45,-47,-48,-42,-38,-44,-43,-26,-41,-31,-57,-45
9,-33,-51,-52,-51,-40,-43,-38,-39,-49,-43,-28,-56,-44,-46,-48,-34,-37,-31,-45,-58,-36,-37,-35,-43,-46,-53,-57,-49,-49,-50,-48,-43,-39,-50,-41,-47,-55,-36,-54,-49,-42,-41,-48,-42,-29,-61,-42,-42,-37,-50,-41,-39,-43,-56,-39,-45,-48,-43,-47,-39,-38,-47,-51,-47,-43,-56,-47,-60,-47,-46,-33,-27,-59,-46,-44,-72,-36,-52,-30,-60,-45,-50,-40,-53,-44,-45,-49,-41,-50,-52,-48,-47,-43,-44,-43,-31,-41,-36,-62,-45
10,-33,-51,-57,-51,-45,-48,-43,-44,-54,-48,-33,-56,-49,-51,-53,-34,-42,-36,-45,-63,-41,-42,-40,-43,-46,-53,-57,-49,-49,-55,-53,-48,-44,-50,-46,-52,-60,-36,-54,-54,-42,-41,-48,-47,-34,-61,-42,-42,-37,-55,-46,-44,-48,-56,-44,-45,-48,-48,-52,-39,-43,-52,-51,-47,-43,-56,-47,-65,-52,-46,-38,-32,-59,-46,-44,-77,-41,-57,-35,-60,-45,-50,-45,-58,-49,-45,-54,-46,-55,-52,-53,-47,-43,-49,-48,-36,-46,-36,-62,-50
11,-38,-56,-57,-56,-45,-53,-48,-44,-54,-53,-38,-61,-49,-51,-53,-39,-42,-36,-50,-58,-46,-47,-45,-48,-51,-58,-62,-54,-54,-60,-58,-53,-44,-50,-46,-52,-55,-41,-59,-54,-47,-46,-53,-47,-39,-66,-47,-47,-42,-55,-46,-44,-48,-61,-44,-45,-48,-48,-57,-44,-48,-52,-56,-52,-48,-61,-52,-65,-52,-51,-43,-37,-59,-51,-49,-77,-41,-57,-40,-65,-50,-55,-45,-58,-49,-50,-54,-51,-55,-57,-53,-52,-48,-49,-48,-36,-46,-41,-62,-50
12,-38,-61,-57,-61,-50,-53,-48,-44,-54,-58,-43,-66,-54,-56,-58,-44,-47,-41,-50,-63,-46,-52,-45,-48,-51,-58,-62,-54,-54,-60,-63,-58,-49,-55,-51,-57,-60,-41,-59,-59,-47,-46,-58,-52,-39,-66,-47,-52,-47,-60,-51,-49,-53,-61,-49,-50,-53,-53,-57,-49,-48,-57,-61,-52,-48,-66,-52,-70,-52,-51,-43,-37,-64,-56,-49,-77,-46,-62,-40,-65,-50,-60,-50,-63,-54,-50,-54,-51,-55,-62,-58,-57,-48,-54,-48,-41,-51,-41,-67,-55
13,-43,-61,-57,-61,-50,-58,-53,-49,-59,-58,-43,-66,-54,-56,-58,-44,-47,-41,-55,-63,-51,-52,-50,-53,-56,-63,-67,-59,-59,-60,-68,-58,-54,-55,-56,-57,-60,-46,-64,-59,-52,-51,-58,-52,-44,-71,-52,-57,-47,-60,-56,-54,-53,-66,-54,-55,-58,-58,-57,-54,-53,-57,-61,-57,-53,-71,-57,-70,-57,-56,-48,-42,-64,-56,-54,-77,-46,-62,-45,-70,-55,-60,-50,-63,-59,-55,-59,-51,-60,-62,-63,-57,-53,-54,-53,-46,-56,-46,-67,-55
14,-48,-66,-62,-61,-55,-58,-58,-54,-59,-58,-48,-66,-59,-61,-63,-49,-52,-46,-55,-63,-56,-52,-55,-53,-61,-63,-67,-59,-59,-65,-68,-63,-54,-60,-61,-62,-65,-46,-69,-64,-52,-51,-58,-57,-44,-71,-57,-62,-52,-60,-56,-54,-58,-66,-54,-55,-63,-58,-57,-54,-58,-62,-66,-62,-58,-71,-57,-75,-62,-61,-48,-47,-69,-61,-54,-77,-51,-67,-45,-70,-55,-60,-50,-68,-59,-55,-64,-56,-60,-67,-63,-62,-53,-59,-58,-51,-56,-51,-72,-55
