set j job /0*99/;
set i machine /0*19/;
parameter c(i,j)/
0. 0 91
0. 1 93
0. 2 103
0. 3 40
0. 4 71
0. 5 70
0. 6 76
0. 7 47
0. 8 81
0. 9 7
0. 10 25
0. 11 83
0. 12 53
0. 13 95
0. 14 22
0. 15 94
0. 16 98
0. 17 93
0. 18 30
0. 19 111
0. 20 68
0. 21 82
0. 22 97
0. 23 109
0. 24 109
0. 25 17
0. 26 38
0. 27 79
0. 28 46
0. 29 25
0. 30 91
0. 31 107
0. 32 23
0. 33 14
0. 34 6
0. 35 65
0. 36 52
0. 37 88
0. 38 58
0. 39 68
0. 40 105
0. 41 27
0. 42 12
0. 43 66
0. 44 8
0. 45 20
0. 46 77
0. 47 41
0. 48 83
0. 49 100
0. 50 11
0. 51 85
0. 52 29
0. 53 82
0. 54 20
0. 55 29
0. 56 22
0. 57 29
0. 58 26
0. 59 72
0. 60 75
0. 61 55
0. 62 16
0. 63 48
0. 64 54
0. 65 37
0. 66 52
0. 67 46
0. 68 35
0. 69 27
0. 70 62
0. 71 78
0. 72 111
0. 73 35
0. 74 34
0. 75 102
0. 76 77
0. 77 88
0. 78 10
0. 79 65
0. 80 79
0. 81 38
0. 82 99
0. 83 27
0. 84 11
0. 85 89
0. 86 104
0. 87 103
0. 88 21
0. 89 76
0. 90 32
0. 91 12
0. 92 96
0. 93 77
0. 94 59
0. 95 21
0. 96 20
0. 97 101
0. 98 91
0. 99 84
1. 0 87
1. 1 85
1. 2 37
1. 3 52
1. 4 63
1. 5 97
1. 6 37
1. 7 100
1. 8 26
1. 9 76
1. 10 112
1. 11 104
1. 12 53
1. 13 40
1. 14 11
1. 15 78
1. 16 19
1. 17 92
1. 18 101
1. 19 64
1. 20 63
1. 21 91
1. 22 68
1. 23 33
1. 24 51
1. 25 11
1. 26 76
1. 27 62
1. 28 109
1. 29 83
1. 30 31
1. 31 86
1. 32 9
1. 33 22
1. 34 84
1. 35 49
1. 36 34
1. 37 60
1. 38 101
1. 39 78
1. 40 91
1. 41 20
1. 42 66
1. 43 98
1. 44 91
1. 45 35
1. 46 82
1. 47 87
1. 48 88
1. 49 24
1. 50 21
1. 51 72
1. 52 84
1. 53 31
1. 54 99
1. 55 51
1. 56 55
1. 57 29
1. 58 16
1. 59 92
1. 60 43
1. 61 89
1. 62 49
1. 63 77
1. 64 74
1. 65 81
1. 66 54
1. 67 49
1. 68 19
1. 69 70
1. 70 99
1. 71 33
1. 72 65
1. 73 19
1. 74 27
1. 75 46
1. 76 93
1. 77 76
1. 78 55
1. 79 59
1. 80 29
1. 81 38
1. 82 41
1. 83 88
1. 84 46
1. 85 19
1. 86 104
1. 87 28
1. 88 94
1. 89 19
1. 90 82
1. 91 33
1. 92 74
1. 93 41
1. 94 16
1. 95 68
1. 96 106
1. 97 50
1. 98 75
1. 99 54
2. 0 96
2. 1 59
2. 2 73
2. 3 106
2. 4 71
2. 5 113
2. 6 46
2. 7 92
2. 8 67
2. 9 83
2. 10 48
2. 11 88
2. 12 61
2. 13 92
2. 14 51
2. 15 98
2. 16 49
2. 17 34
2. 18 52
2. 19 24
2. 20 69
2. 21 53
2. 22 67
2. 23 30
2. 24 50
2. 25 30
2. 26 38
2. 27 92
2. 28 83
2. 29 74
2. 30 63
2. 31 30
2. 32 58
2. 33 41
2. 34 102
2. 35 19
2. 36 43
2. 37 6
2. 38 42
2. 39 60
2. 40 94
2. 41 71
2. 42 112
2. 43 85
2. 44 40
2. 45 25
2. 46 118
2. 47 67
2. 48 64
2. 49 41
2. 50 88
2. 51 42
2. 52 51
2. 53 27
2. 54 81
2. 55 109
2. 56 67
2. 57 105
2. 58 109
2. 59 43
2. 60 55
2. 61 66
2. 62 28
2. 63 45
2. 64 94
2. 65 71
2. 66 74
2. 67 80
2. 68 10
2. 69 46
2. 70 28
2. 71 102
2. 72 89
2. 73 106
2. 74 67
2. 75 87
2. 76 12
2. 77 38
2. 78 36
2. 79 43
2. 80 73
2. 81 88
2. 82 87
2. 83 90
2. 84 105
2. 85 59
2. 86 61
2. 87 99
2. 88 38
2. 89 19
2. 90 59
2. 91 78
2. 92 46
2. 93 18
2. 94 12
2. 95 46
2. 96 23
2. 97 47
2. 98 91
2. 99 13
3. 0 93
3. 1 80
3. 2 70
3. 3 25
3. 4 21
3. 5 49
3. 6 71
3. 7 95
3. 8 114
3. 9 38
3. 10 97
3. 11 40
3. 12 69
3. 13 26
3. 14 116
3. 15 58
3. 16 7
3. 17 89
3. 18 61
3. 19 33
3. 20 66
3. 21 107
3. 22 28
3. 23 97
3. 24 69
3. 25 46
3. 26 12
3. 27 70
3. 28 97
3. 29 93
3. 30 47
3. 31 52
3. 32 6
3. 33 80
3. 34 88
3. 35 84
3. 36 89
3. 37 26
3. 38 110
3. 39 27
3. 40 40
3. 41 68
3. 42 60
3. 43 90
3. 44 84
3. 45 45
3. 46 96
3. 47 56
3. 48 27
3. 49 97
3. 50 45
3. 51 88
3. 52 47
3. 53 27
3. 54 70
3. 55 84
3. 56 32
3. 57 47
3. 58 96
3. 59 50
3. 60 79
3. 61 49
3. 62 30
3. 63 69
3. 64 34
3. 65 79
3. 66 92
3. 67 36
3. 68 106
3. 69 89
3. 70 43
3. 71 88
3. 72 92
3. 73 102
3. 74 100
3. 75 30
3. 76 77
3. 77 100
3. 78 21
3. 79 20
3. 80 67
3. 81 72
3. 82 70
3. 83 56
3. 84 91
3. 85 19
3. 86 53
3. 87 21
3. 88 56
3. 89 104
3. 90 44
3. 91 83
3. 92 5
3. 93 62
3. 94 18
3. 95 39
3. 96 75
3. 97 114
3. 98 104
3. 99 96
4. 0 76
4. 1 67
4. 2 4
4. 3 65
4. 4 85
4. 5 28
4. 6 22
4. 7 98
4. 8 20
4. 9 88
4. 10 55
4. 11 5
4. 12 81
4. 13 58
4. 14 45
4. 15 19
4. 16 116
4. 17 67
4. 18 74
4. 19 77
4. 20 13
4. 21 119
4. 22 87
4. 23 51
4. 24 66
4. 25 62
4. 26 44
4. 27 39
4. 28 100
4. 29 45
4. 30 102
4. 31 49
4. 32 96
4. 33 75
4. 34 97
4. 35 105
4. 36 12
4. 37 82
4. 38 46
4. 39 95
4. 40 100
4. 41 52
4. 42 18
4. 43 112
4. 44 97
4. 45 107
4. 46 72
4. 47 41
4. 48 17
4. 49 76
4. 50 103
4. 51 84
4. 52 29
4. 53 56
4. 54 11
4. 55 56
4. 56 83
4. 57 57
4. 58 51
4. 59 12
4. 60 93
4. 61 71
4. 62 33
4. 63 35
4. 64 56
4. 65 51
4. 66 81
4. 67 20
4. 68 51
4. 69 100
4. 70 25
4. 71 29
4. 72 53
4. 73 90
4. 74 99
4. 75 81
4. 76 34
4. 77 111
4. 78 88
4. 79 43
4. 80 41
4. 81 93
4. 82 7
4. 83 90
4. 84 40
4. 85 106
4. 86 116
4. 87 62
4. 88 70
4. 89 25
4. 90 37
4. 91 99
4. 92 107
4. 93 15
4. 94 99
4. 95 81
4. 96 18
4. 97 32
4. 98 43
4. 99 102
5. 0 77
5. 1 84
5. 2 82
5. 3 61
5. 4 50
5. 5 88
5. 6 63
5. 7 77
5. 8 104
5. 9 64
5. 10 17
5. 11 95
5. 12 67
5. 13 48
5. 14 79
5. 15 53
5. 16 17
5. 17 17
5. 18 109
5. 19 19
5. 20 34
5. 21 36
5. 22 32
5. 23 47
5. 24 73
5. 25 27
5. 26 93
