set j job /0*899/;
set i machine /0*29/;
parameter c(i,j)/
0. 0 33
0. 1 24
0. 2 15
0. 3 41
0. 4 17
0. 5 44
0. 6 12
0. 7 20
0. 8 22
0. 9 49
0. 10 48
0. 11 22
0. 12 17
0. 13 20
0. 14 31
0. 15 18
0. 16 22
0. 17 17
0. 18 18
0. 19 20
0. 20 42
0. 21 39
0. 22 43
0. 23 40
0. 24 42
0. 25 12
0. 26 30
0. 27 15
0. 28 26
0. 29 16
0. 30 16
0. 31 27
0. 32 27
0. 33 10
0. 34 40
0. 35 50
0. 36 27
0. 37 12
0. 38 40
0. 39 37
0. 40 44
0. 41 42
0. 42 12
0. 43 27
0. 44 20
0. 45 50
0. 46 42
0. 47 29
0. 48 29
0. 49 41
0. 50 50
0. 51 46
0. 52 13
0. 53 22
0. 54 46
0. 55 16
0. 56 38
0. 57 21
0. 58 45
0. 59 13
0. 60 16
0. 61 25
0. 62 28
0. 63 36
0. 64 16
0. 65 27
0. 66 31
0. 67 42
0. 68 24
0. 69 44
0. 70 31
0. 71 42
0. 72 27
0. 73 46
0. 74 16
0. 75 48
0. 76 39
0. 77 17
0. 78 45
0. 79 48
0. 80 43
0. 81 19
0. 82 30
0. 83 38
0. 84 36
0. 85 30
0. 86 18
0. 87 48
0. 88 26
0. 89 23
0. 90 22
0. 91 18
0. 92 50
0. 93 37
0. 94 43
0. 95 15
0. 96 30
0. 97 49
0. 98 46
0. 99 13
0. 100 32
0. 101 35
0. 102 18
0. 103 47
0. 104 19
0. 105 48
0. 106 15
0. 107 35
0. 108 43
0. 109 46
0. 110 23
0. 111 17
0. 112 24
0. 113 16
0. 114 37
0. 115 10
0. 116 48
0. 117 27
0. 118 36
0. 119 22
0. 120 24
0. 121 11
0. 122 18
0. 123 41
0. 124 49
0. 125 41
0. 126 46
0. 127 22
0. 128 42
0. 129 23
0. 130 19
0. 131 32
0. 132 22
0. 133 17
0. 134 40
0. 135 16
0. 136 50
0. 137 50
0. 138 49
0. 139 18
0. 140 27
0. 141 29
0. 142 43
0. 143 29
0. 144 40
0. 145 23
0. 146 28
0. 147 48
0. 148 48
0. 149 31
0. 150 14
0. 151 22
0. 152 32
0. 153 34
0. 154 13
0. 155 44
0. 156 38
0. 157 36
0. 158 25
0. 159 26
0. 160 48
0. 161 30
0. 162 13
0. 163 41
0. 164 23
0. 165 36
0. 166 10
0. 167 30
0. 168 48
0. 169 22
0. 170 36
0. 171 15
0. 172 49
0. 173 34
0. 174 13
0. 175 50
0. 176 14
0. 177 48
0. 178 47
0. 179 25
0. 180 19
0. 181 33
0. 182 33
0. 183 41
0. 184 34
0. 185 29
0. 186 29
0. 187 23
0. 188 26
0. 189 36
0. 190 50
0. 191 28
0. 192 24
0. 193 42
0. 194 10
0. 195 11
0. 196 10
0. 197 26
0. 198 12
0. 199 37
0. 200 48
0. 201 33
0. 202 21
0. 203 40
0. 204 26
0. 205 21
0. 206 46
0. 207 37
0. 208 19
0. 209 28
0. 210 14
0. 211 15
0. 212 46
0. 213 33
0. 214 14
0. 215 26
0. 216 33
0. 217 29
0. 218 50
0. 219 48
0. 220 44
0. 221 27
0. 222 32
0. 223 24
0. 224 14
0. 225 43
0. 226 37
0. 227 31
0. 228 18
0. 229 16
0. 230 49
0. 231 18
0. 232 27
0. 233 38
0. 234 10
0. 235 13
0. 236 22
0. 237 42
0. 238 12
0. 239 23
0. 240 25
0. 241 34
0. 242 19
0. 243 40
0. 244 36
0. 245 49
0. 246 42
0. 247 35
0. 248 17
0. 249 37
0. 250 24
0. 251 16
0. 252 23
0. 253 48
0. 254 49
0. 255 41
0. 256 40
0. 257 30
0. 258 38
0. 259 18
0. 260 27
0. 261 48
0. 262 45
0. 263 32
0. 264 24
0. 265 49
0. 266 11
0. 267 14
0. 268 39
0. 269 39
0. 270 31
0. 271 30
0. 272 27
0. 273 30
0. 274 30
0. 275 33
0. 276 38
0. 277 25
0. 278 44
0. 279 40
0. 280 37
0. 281 30
0. 282 20
0. 283 22
0. 284 40
0. 285 27
0. 286 14
0. 287 17
0. 288 27
0. 289 13
0. 290 47
0. 291 44
0. 292 37
0. 293 15
0. 294 49
0. 295 44
0. 296 20
0. 297 47
0. 298 36
0. 299 32
0. 300 25
0. 301 11
0. 302 20
0. 303 34
0. 304 42
0. 305 31
0. 306 19
0. 307 42
0. 308 46
0. 309 45
0. 310 27
0. 311 44
0. 312 46
0. 313 38
0. 314 31
0. 315 31
0. 316 32
0. 317 30
0. 318 11
0. 319 46
0. 320 45
0. 321 15
0. 322 13
0. 323 11
0. 324 31
0. 325 24
0. 326 31
0. 327 15
0. 328 19
0. 329 28
0. 330 16
0. 331 48
0. 332 29
0. 333 49
0. 334 20
0. 335 43
0. 336 29
0. 337 27
0. 338 39
0. 339 27
0. 340 33
0. 341 39
0. 342 46
0. 343 45
0. 344 16
0. 345 20
0. 346 10
0. 347 42
0. 348 40
0. 349 10
0. 350 41
0. 351 10
0. 352 22
0. 353 30
0. 354 15
0. 355 17
0. 356 15
0. 357 34
0. 358 45
0. 359 17
0. 360 48
0. 361 42
0. 362 49
0. 363 36
0. 364 42
0. 365 10
0. 366 36
0. 367 17
0. 368 10
0. 369 17
0. 370 26
0. 371 21
