set j job /0*199/;
set i machine /0*19/;
parameter c(i,j)/
0. 0 37
0. 1 17
0. 2 44
0. 3 29
0. 4 48
0. 5 20
0. 6 39
0. 7 10
0. 8 27
0. 9 44
0. 10 46
0. 11 42
0. 12 15
0. 13 18
0. 14 18
0. 15 35
0. 16 47
0. 17 43
0. 18 12
0. 19 12
0. 20 39
0. 21 17
0. 22 21
0. 23 19
0. 24 23
0. 25 43
0. 26 47
0. 27 50
0. 28 45
0. 29 17
0. 30 17
0. 31 47
0. 32 48
0. 33 44
0. 34 29
0. 35 19
0. 36 49
0. 37 26
0. 38 33
0. 39 50
0. 40 11
0. 41 36
0. 42 22
0. 43 29
0. 44 28
0. 45 33
0. 46 33
0. 47 31
0. 48 31
0. 49 18
0. 50 47
0. 51 24
0. 52 49
0. 53 29
0. 54 34
0. 55 41
0. 56 41
0. 57 44
0. 58 35
0. 59 23
0. 60 46
0. 61 45
0. 62 21
0. 63 25
0. 64 40
0. 65 27
0. 66 42
0. 67 26
0. 68 21
0. 69 40
0. 70 43
0. 71 36
0. 72 38
0. 73 22
0. 74 20
0. 75 37
0. 76 17
0. 77 17
0. 78 44
0. 79 29
0. 80 16
0. 81 20
0. 82 29
0. 83 46
0. 84 19
0. 85 14
0. 86 29
0. 87 20
0. 88 20
0. 89 18
0. 90 37
0. 91 35
0. 92 41
0. 93 14
0. 94 43
0. 95 38
0. 96 26
0. 97 42
0. 98 37
0. 99 39
0. 100 18
0. 101 45
0. 102 48
0. 103 31
0. 104 31
0. 105 48
0. 106 46
0. 107 15
0. 108 43
0. 109 38
0. 110 12
0. 111 44
0. 112 26
0. 113 17
0. 114 43
0. 115 14
0. 116 49
0. 117 39
0. 118 18
0. 119 38
0. 120 36
0. 121 47
0. 122 44
0. 123 45
0. 124 34
0. 125 18
0. 126 19
0. 127 21
0. 128 44
0. 129 32
0. 130 27
0. 131 27
0. 132 16
0. 133 31
0. 134 17
0. 135 14
0. 136 16
0. 137 29
0. 138 38
0. 139 13
0. 140 47
0. 141 13
0. 142 12
0. 143 10
0. 144 28
0. 145 46
0. 146 27
0. 147 11
0. 148 34
0. 149 17
0. 150 11
0. 151 13
0. 152 27
0. 153 39
0. 154 22
0. 155 31
0. 156 28
0. 157 39
0. 158 43
0. 159 28
0. 160 30
0. 161 49
0. 162 35
0. 163 18
0. 164 37
0. 165 36
0. 166 36
0. 167 46
0. 168 46
0. 169 28
0. 170 29
0. 171 18
0. 172 16
0. 173 29
0. 174 33
0. 175 24
0. 176 12
0. 177 12
0. 178 11
0. 179 12
0. 180 39
0. 181 34
0. 182 49
0. 183 27
0. 184 34
0. 185 11
0. 186 30
0. 187 29
0. 188 34
0. 189 27
0. 190 38
0. 191 33
0. 192 28
0. 193 11
0. 194 20
0. 195 20
0. 196 25
0. 197 28
0. 198 23
0. 199 22
1. 0 31
1. 1 18
1. 2 26
1. 3 38
1. 4 23
1. 5 21
1. 6 14
1. 7 16
1. 8 35
1. 9 11
1. 10 42
1. 11 13
1. 12 10
1. 13 19
1. 14 47
1. 15 35
1. 16 45
1. 17 12
1. 18 23
1. 19 17
1. 20 23
1. 21 21
1. 22 43
1. 23 48
1. 24 26
1. 25 30
1. 26 33
1. 27 18
1. 28 50
1. 29 25
1. 30 11
1. 31 42
1. 32 31
1. 33 42
1. 34 49
1. 35 15
1. 36 21
1. 37 11
1. 38 14
1. 39 38
1. 40 13
1. 41 47
1. 42 16
1. 43 31
1. 44 18
1. 45 35
1. 46 34
1. 47 32
1. 48 27
1. 49 38
1. 50 47
1. 51 28
1. 52 12
1. 53 29
1. 54 11
1. 55 43
1. 56 34
1. 57 43
1. 58 19
1. 59 16
1. 60 22
1. 61 50
1. 62 25
1. 63 39
1. 64 48
1. 65 48
1. 66 10
1. 67 36
1. 68 50
1. 69 34
1. 70 41
1. 71 20
1. 72 11
1. 73 30
1. 74 47
1. 75 18
1. 76 17
1. 77 30
1. 78 32
1. 79 14
1. 80 16
1. 81 31
1. 82 42
1. 83 37
1. 84 21
1. 85 28
1. 86 49
1. 87 27
1. 88 47
1. 89 14
1. 90 18
1. 91 37
1. 92 19
1. 93 17
1. 94 46
1. 95 28
1. 96 25
1. 97 14
1. 98 40
1. 99 42
1. 100 28
1. 101 49
1. 102 17
1. 103 11
1. 104 34
1. 105 23
1. 106 20
1. 107 26
1. 108 45
1. 109 44
1. 110 19
1. 111 16
1. 112 28
1. 113 46
1. 114 43
1. 115 34
1. 116 34
1. 117 44
1. 118 15
1. 119 50
1. 120 41
1. 121 22
1. 122 44
1. 123 44
1. 124 41
1. 125 10
1. 126 46
1. 127 21
1. 128 13
1. 129 29
1. 130 38
1. 131 35
1. 132 44
1. 133 26
1. 134 20
1. 135 19
1. 136 33
1. 137 34
1. 138 37
1. 139 48
1. 140 23
1. 141 42
1. 142 46
1. 143 28
1. 144 23
1. 145 43
1. 146 18
1. 147 30
1. 148 38
1. 149 30
1. 150 46
1. 151 37
1. 152 18
1. 153 49
1. 154 41
1. 155 14
1. 156 50
1. 157 41
1. 158 32
1. 159 32
1. 160 45
1. 161 50
1. 162 40
1. 163 36
1. 164 27
1. 165 24
1. 166 41
1. 167 10
1. 168 20
1. 169 22
1. 170 49
1. 171 11
1. 172 37
1. 173 41
1. 174 36
1. 175 42
1. 176 27
1. 177 14
1. 178 31
1. 179 17
1. 180 25
1. 181 29
1. 182 26
1. 183 35
1. 184 47
1. 185 28
1. 186 11
1. 187 31
1. 188 13
1. 189 47
1. 190 46
1. 191 29
1. 192 16
1. 193 19
1. 194 14
1. 195 43
1. 196 29
1. 197 30
1. 198 24
1. 199 29
2. 0 33
2. 1 14
2. 2 24
2. 3 27
2. 4 15
2. 5 25
2. 6 25
2. 7 47
2. 8 49
2. 9 19
2. 10 37
2. 11 41
2. 12 30
2. 13 14
2. 14 38
2. 15 48
2. 16 13
2. 17 41
2. 18 10
2. 19 30
2. 20 23
2. 21 19
2. 22 43
2. 23 22
2. 24 48
2. 25 33
2. 26 25
2. 27 34
2. 28 29
2. 29 42
2. 30 27
2. 31 40
2. 32 14
2. 33 28
2. 34 24
2. 35 21
2. 36 12
2. 37 28
2. 38 49
2. 39 32
2. 40 38
2. 41 25
2. 42 44
2. 43 10
2. 44 12
2. 45 45
2. 46 37
2. 47 39
2. 48 32
2. 49 38
2. 50 23
2. 51 49
2. 52 13
2. 53 36
2. 54 10
2. 55 18
2. 56 43
2. 57 12
2. 58 27
2. 59 45
2. 60 46
2. 61 21
2. 62 21
2. 63 45
2. 64 48
2. 65 26
2. 66 44
2. 67 21
2. 68 45
2. 69 11
2. 70 49
2. 71 24
2. 72 13
2. 73 29
2. 74 37
2. 75 50
2. 76 13
2. 77 30
2. 78 11
2. 79 10
2. 80 40
2. 81 38
2. 82 14
2. 83 23
2. 84 44
2. 85 21
2. 86 10
2. 87 25
2. 88 50
2. 89 30
2. 90 32
2. 91 11
2. 92 25
2. 93 24
2. 94 14
2. 95 45
2. 96 43
2. 97 42
2. 98 11
2. 99 30
2. 100 10
2. 101 26
2. 102 46
2. 103 50
2. 104 12
2. 105 16
2. 106 11
2. 107 25
2. 108 40
2. 109 49
2. 110 25
2. 111 43
2. 112 37
2. 113 49
2. 114 37
2. 115 26
2. 116 15
2. 117 32
2. 118 20
2. 119 49
2. 120 20
2. 121 24
2. 122 23
2. 123 49
2. 124 35
2. 125 32
2. 126 44
2. 127 41
2. 128 10
2. 129 19
2. 130 30
2. 131 33
2. 132 16
2. 133 11
2. 134 13
2. 135 13
2. 136 20
2. 137 43
2. 138 20
2. 139 19
2. 140 22
2. 141 26
2. 142 12
2. 143 14
2. 144 49
2. 145 26
2. 146 42
2. 147 32
2. 148 35
2. 149 11
2. 150 50
2. 151 11
2. 152 49
2. 153 45
2. 154 37
2. 155 48
2. 156 26
2. 157 36
2. 158 24
2. 159 31
2. 160 29
2. 161 48
2. 162 14
2. 163 32
2. 164 50
2. 165 36
2. 166 37
2. 167 18
2. 168 43
2. 169 29
2. 170 46
2. 171 13
2. 172 14
2. 173 19
2. 174 24
2. 175 46
2. 176 41
2. 177 38
2. 178 32
2. 179 32
2. 180 11
2. 181 33
2. 182 20
2. 183 37
2. 184 15
2. 185 49
2. 186 47
2. 187 41
2. 188 36
2. 189 37
2. 190 21
2. 191 14
2. 192 37
2. 193 47
2. 194 16
2. 195 49
2. 196 21
2. 197 16
2. 198 37
2. 199 48
3. 0 31
3. 1 50
3. 2 49
3. 3 50
3. 4 35
3. 5 11
3. 6 24
3. 7 11
3. 8 48
3. 9 15
3. 10 23
3. 11 37
3. 12 19
3. 13 17
3. 14 10
