set j job /0*1599/;
set i machine /0*19/;
parameter c(i,j)/
0. 0 81
0. 1 57
0. 2 14
0. 3 73
0. 4 49
0. 5 104
0. 6 63
0. 7 90
0. 8 35
0. 9 26
0. 10 55
0. 11 45
0. 12 79
0. 13 65
0. 14 81
0. 15 12
0. 16 81
0. 17 50
0. 18 96
0. 19 52
0. 20 74
0. 21 18
0. 22 87
0. 23 66
0. 24 56
0. 25 99
0. 26 14
0. 27 41
0. 28 39
0. 29 38
0. 30 47
0. 31 18
0. 32 51
0. 33 31
0. 34 105
0. 35 72
0. 36 27
0. 37 28
0. 38 11
0. 39 67
0. 40 87
0. 41 34
0. 42 87
0. 43 78
0. 44 76
0. 45 59
0. 46 8
0. 47 15
0. 48 86
0. 49 26
0. 50 66
0. 51 57
0. 52 92
0. 53 40
0. 54 21
0. 55 94
0. 56 101
0. 57 10
0. 58 110
0. 59 59
0. 60 14
0. 61 52
0. 62 109
0. 63 63
0. 64 11
0. 65 87
0. 66 25
0. 67 41
0. 68 73
0. 69 86
0. 70 77
0. 71 83
0. 72 108
0. 73 27
0. 74 76
0. 75 31
0. 76 13
0. 77 73
0. 78 45
0. 79 62
0. 80 55
0. 81 13
0. 82 76
0. 83 20
0. 84 57
0. 85 101
0. 86 83
0. 87 55
0. 88 114
0. 89 83
0. 90 90
0. 91 49
0. 92 83
0. 93 108
0. 94 20
0. 95 97
0. 96 37
0. 97 96
0. 98 33
0. 99 83
0. 100 33
0. 101 22
0. 102 83
0. 103 46
0. 104 43
0. 105 34
0. 106 97
0. 107 72
0. 108 48
0. 109 4
0. 110 30
0. 111 27
0. 112 103
0. 113 93
0. 114 81
0. 115 32
0. 116 34
0. 117 92
0. 118 97
0. 119 64
0. 120 96
0. 121 15
0. 122 53
0. 123 44
0. 124 102
0. 125 94
0. 126 101
0. 127 59
0. 128 44
0. 129 49
0. 130 42
0. 131 91
0. 132 31
0. 133 57
0. 134 49
0. 135 21
0. 136 33
0. 137 60
0. 138 66
0. 139 39
0. 140 30
0. 141 49
0. 142 4
0. 143 76
0. 144 38
0. 145 101
0. 146 90
0. 147 36
0. 148 41
0. 149 106
0. 150 57
0. 151 49
0. 152 88
0. 153 97
0. 154 63
0. 155 53
0. 156 76
0. 157 92
0. 158 104
0. 159 64
0. 160 35
0. 161 69
0. 162 100
0. 163 79
0. 164 62
0. 165 50
0. 166 44
0. 167 25
0. 168 14
0. 169 39
0. 170 7
0. 171 29
0. 172 107
0. 173 79
0. 174 36
0. 175 91
0. 176 48
0. 177 70
0. 178 11
0. 179 91
0. 180 33
0. 181 84
0. 182 71
0. 183 20
0. 184 61
0. 185 54
0. 186 90
0. 187 16
0. 188 109
0. 189 19
0. 190 21
0. 191 83
0. 192 36
0. 193 98
0. 194 70
0. 195 14
0. 196 19
0. 197 29
0. 198 99
0. 199 72
0. 200 98
0. 201 108
0. 202 22
0. 203 30
0. 204 37
0. 205 36
0. 206 51
0. 207 90
0. 208 110
0. 209 106
0. 210 84
0. 211 51
0. 212 100
0. 213 27
0. 214 27
0. 215 56
0. 216 26
0. 217 105
0. 218 89
0. 219 93
0. 220 18
0. 221 87
0. 222 93
0. 223 60
0. 224 83
0. 225 8
0. 226 30
0. 227 57
0. 228 27
0. 229 61
0. 230 95
0. 231 72
0. 232 29
0. 233 72
0. 234 50
0. 235 92
0. 236 94
0. 237 24
0. 238 54
0. 239 85
0. 240 19
0. 241 72
0. 242 5
0. 243 4
0. 244 85
0. 245 26
0. 246 22
0. 247 34
0. 248 85
0. 249 28
0. 250 17
0. 251 56
0. 252 17
0. 253 65
0. 254 99
0. 255 116
0. 256 28
0. 257 50
0. 258 34
0. 259 83
0. 260 28
0. 261 70
0. 262 109
0. 263 106
0. 264 111
0. 265 96
0. 266 61
0. 267 10
0. 268 73
0. 269 73
0. 270 99
0. 271 63
0. 272 46
0. 273 104
0. 274 85
0. 275 16
0. 276 88
0. 277 32
0. 278 14
0. 279 102
0. 280 118
0. 281 93
0. 282 44
0. 283 14
0. 284 95
0. 285 116
0. 286 115
0. 287 102
0. 288 99
0. 289 5
0. 290 11
0. 291 105
0. 292 60
0. 293 29
0. 294 15
0. 295 12
0. 296 36
0. 297 97
0. 298 62
0. 299 81
0. 300 35
0. 301 17
0. 302 37
0. 303 46
0. 304 77
0. 305 115
0. 306 89
0. 307 45
0. 308 43
0. 309 47
0. 310 91
0. 311 31
0. 312 96
0. 313 105
0. 314 72
0. 315 88
0. 316 74
0. 317 95
0. 318 48
0. 319 91
0. 320 98
0. 321 17
0. 322 22
0. 323 29
0. 324 75
0. 325 91
0. 326 21
0. 327 64
0. 328 20
0. 329 10
0. 330 37
0. 331 57
0. 332 43
0. 333 80
0. 334 117
0. 335 30
0. 336 29
0. 337 51
0. 338 37
0. 339 45
0. 340 97
0. 341 50
0. 342 39
0. 343 36
0. 344 90
0. 345 45
0. 346 103
0. 347 95
0. 348 71
0. 349 37
0. 350 62
0. 351 85
0. 352 82
0. 353 97
0. 354 87
0. 355 117
0. 356 36
0. 357 61
0. 358 47
0. 359 33
0. 360 65
0. 361 101
0. 362 23
0. 363 20
0. 364 73
0. 365 82
0. 366 36
0. 367 31
0. 368 97
0. 369 53
0. 370 107
0. 371 45
0. 372 78
0. 373 16
0. 374 99
0. 375 17
0. 376 82
0. 377 87
0. 378 69
0. 379 91
0. 380 19
0. 381 67
0. 382 98
0. 383 7
0. 384 23
0. 385 96
0. 386 38
0. 387 84
0. 388 30
0. 389 40
0. 390 52
0. 391 20
0. 392 35
0. 393 93
0. 394 89
0. 395 114
0. 396 32
0. 397 77
0. 398 95
0. 399 72
0. 400 113
0. 401 38
0. 402 48
0. 403 49
0. 404 63
0. 405 74
0. 406 44
0. 407 83
0. 408 12
0. 409 45
0. 410 102
0. 411 62
0. 412 87
0. 413 89
0. 414 67
0. 415 68
0. 416 29
0. 417 97
0. 418 26
0. 419 65
0. 420 89
0. 421 85
0. 422 30
0. 423 103
0. 424 43
0. 425 106
0. 426 24
0. 427 52
0. 428 108
0. 429 35
0. 430 62
0. 431 77
0. 432 41
0. 433 100
0. 434 66
0. 435 96
0. 436 25
0. 437 85
0. 438 107
