set j job /0*199/;
set i machine /0*4/;
parameter c(i,j)/
0. 0 79
0. 1 93
0. 2 86
0. 3 59
0. 4 68
0. 5 32
0. 6 50
0. 7 91
0. 8 93
0. 9 95
0. 10 22
0. 11 48
0. 12 19
0. 13 30
0. 14 92
0. 15 65
0. 16 58
0. 17 72
0. 18 15
0. 19 44
0. 20 86
0. 21 45
0. 22 19
0. 23 56
0. 24 107
0. 25 42
0. 26 77
0. 27 81
0. 28 86
0. 29 63
0. 30 87
0. 31 108
0. 32 49
0. 33 98
0. 34 59
0. 35 81
0. 36 22
0. 37 84
0. 38 95
0. 39 104
0. 40 40
0. 41 50
0. 42 39
0. 43 21
0. 44 78
0. 45 40
0. 46 90
0. 47 88
0. 48 80
0. 49 26
0. 50 25
0. 51 68
0. 52 36
0. 53 68
0. 54 84
0. 55 110
0. 56 41
0. 57 58
0. 58 83
0. 59 86
0. 60 19
0. 61 11
0. 62 38
0. 63 40
0. 64 69
0. 65 23
0. 66 45
0. 67 74
0. 68 87
0. 69 55
0. 70 40
0. 71 90
0. 72 9
0. 73 68
0. 74 38
0. 75 36
0. 76 40
0. 77 85
0. 78 92
0. 79 76
0. 80 112
0. 81 87
0. 82 80
0. 83 66
0. 84 91
0. 85 28
0. 86 28
0. 87 77
0. 88 13
0. 89 29
0. 90 82
0. 91 52
0. 92 69
0. 93 23
0. 94 96
0. 95 97
0. 96 80
0. 97 83
0. 98 80
0. 99 65
0. 100 101
0. 101 49
0. 102 61
0. 103 63
0. 104 55
0. 105 73
0. 106 72
0. 107 77
0. 108 105
0. 109 112
0. 110 61
0. 111 46
0. 112 102
0. 113 107
0. 114 78
0. 115 95
0. 116 92
0. 117 49
0. 118 80
0. 119 20
0. 120 106
0. 121 80
0. 122 90
0. 123 56
0. 124 43
0. 125 47
0. 126 79
0. 127 110
0. 128 40
0. 129 28
0. 130 57
0. 131 66
0. 132 35
0. 133 35
0. 134 61
0. 135 79
0. 136 90
0. 137 70
0. 138 33
0. 139 11
0. 140 27
0. 141 28
0. 142 32
0. 143 60
0. 144 74
0. 145 64
0. 146 103
0. 147 54
0. 148 77
0. 149 81
0. 150 105
0. 151 49
0. 152 36
0. 153 34
0. 154 109
0. 155 93
0. 156 101
0. 157 9
0. 158 39
0. 159 31
0. 160 98
0. 161 61
0. 162 75
0. 163 88
0. 164 108
0. 165 63
0. 166 43
0. 167 56
0. 168 53
0. 169 47
0. 170 20
0. 171 28
0. 172 13
0. 173 106
0. 174 51
0. 175 62
0. 176 63
0. 177 75
0. 178 54
0. 179 33
0. 180 74
0. 181 58
0. 182 76
0. 183 52
0. 184 51
0. 185 5
0. 186 56
0. 187 46
0. 188 33
0. 189 65
0. 190 38
0. 191 97
0. 192 73
0. 193 38
0. 194 92
