iteration,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
0,-13,-14,-11,-10,-16,-13,-12,-15,-18,-14,-12,-10,-11,-15,-12,-19,-17,-24,-20,-15,-10,-18,-18,-13,-10,-11,-10,-10,-17,-13,-14,-14,-11,-14,-11,-15,-12,-11,-12,-17,-14,-12,-22,-12,-10,-11,-14,-10,-23,-11,-10,-10,-12,-17,-14,-20,-12,-11,-12,-17,-13,-11,-11,-26,-16,-12,-15,-20,-10,-15,-17,-16,-11,-11,-13,-11,-10,-10,-15,-11,-10,-16,-11,-10,-14,-15,-16,-11,-10,-13,-10,-13,-10,-11,-13,-10,-12,-19,-21,-22,-21,-15,-10,-10,-10,-22,-13,-12,-13,-12,-10,-11,-10,-20,-10,-13,-18,-11,-13,-13,-16,-11,-10,-15,-13,-10,-15,-16,-14,-11,-11,-17,-10,-21,-23,-14,-15,-14,-10,-10,-13,-11,-12,-11,-14,-15,-10,-12,-10,-16,-18,-12,-11,-10,-12,-13,-10,-10,-11,-11,-15,-10,-11,-15,-12,-12,-10,-11,-16,-12,-13,-12,-13,-16,-11,-11,-10,-11,-10,-11,-11,-13,-16,-12,-13,-12,-10,-11,-18,-14,-13,-20,-13,-12,-11,-13,-14,-12,-17,-12
1,-13,-14,-11,-10,-16,-13,-12,-16,-18,-14,-12,-10,-11,-15,-12,-19,-17,-24,-20,-16,-10,-19,-18,-13,-10,-11,-10,-11,-17,-14,-14,-14,-11,-14,-11,-15,-12,-11,-12,-17,-15,-12,-22,-13,-10,-11,-14,-10,-23,-11,-11,-11,-12,-17,-15,-21,-12,-12,-13,-17,-13,-11,-12,-26,-16,-13,-15,-21,-10,-15,-17,-16,-11,-11,-13,-11,-10,-10,-15,-11,-10,-16,-11,-10,-14,-15,-16,-11,-10,-14,-10,-14,-10,-11,-14,-10,-12,-19,-22,-22,-22,-15,-11,-10,-10,-23,-13,-13,-13,-12,-10,-11,-11,-20,-10,-13,-18,-11,-13,-13,-16,-11,-10,-16,-14,-10,-15,-16,-14,-11,-11,-17,-10,-22,-23,-14,-15,-14,-10,-11,-13,-11,-13,-11,-14,-15,-10,-12,-10,-16,-18,-12,-11,-10,-12,-13,-10,-10,-12,-12,-15,-10,-11,-15,-12,-12,-10,-11,-17,-13,-13,-12,-13,-16,-12,-11,-10,-11,-10,-12,-11,-13,-16,-12,-13,-12,-11,-11,-18,-14,-13,-20,-13,-12,-12,-13,-15,-12,-18,-12
2,-14,-14,-11,-10,-17,-13,-13,-16,-18,-15,-12,-10,-11,-15,-12,-19,-17,-25,-20,-16,-10,-19,-18,-13,-10,-11,-11,-11,-18,-14,-15,-14,-11,-15,-12,-15,-12,-11,-12,-17,-15,-12,-23,-13,-10,-11,-14,-10,-23,-11,-11,-11,-13,-18,-15,-21,-12,-12,-13,-17,-13,-11,-12,-26,-17,-13,-15,-21,-10,-15,-17,-17,-11,-12,-13,-12,-11,-11,-15,-11,-10,-17,-11,-11,-14,-15,-17,-12,-11,-14,-10,-14,-10,-11,-14,-10,-12,-19,-22,-22,-22,-15,-11,-10,-10,-23,-14,-13,-14,-13,-11,-12,-11,-20,-10,-13,-18,-11,-13,-14,-16,-12,-11,-16,-14,-10,-15,-16,-14,-12,-12,-17,-10,-22,-23,-14,-15,-14,-10,-11,-13,-11,-13,-12,-14,-16,-10,-12,-11,-16,-18,-12,-11,-10,-12,-14,-10,-10,-12,-12,-15,-11,-11,-15,-12,-13,-10,-12,-17,-13,-14,-12,-13,-16,-12,-11,-10,-11,-10,-12,-12,-13,-16,-12,-13,-12,-11,-12,-18,-14,-13,-20,-13,-12,-12,-13,-15,-12,-18,-12
3,-14,-14,-11,-10,-17,-14,-13,-16,-18,-15,-12,-10,-11,-16,-13,-19,-17,-25,-20,-17,-11,-19,-18,-14,-10,-12,-11,-12,-18,-14,-15,-15,-12,-15,-12,-15,-12,-11,-12,-17,-15,-13,-23,-13,-10,-11,-15,-11,-23,-12,-11,-11,-13,-18,-15,-21,-12,-13,-13,-17,-14,-12,-12,-26,-17,-14,-15,-21,-10,-15,-18,-17,-12,-12,-14,-12,-11,-11,-15,-12,-10,-17,-12,-11,-15,-16,-17,-12,-11,-14,-10,-14,-10,-12,-14,-10,-12,-19,-22,-22,-22,-15,-11,-10,-11,-23,-14,-14,-14,-13,-11,-12,-11,-20,-10,-14,-18,-11,-14,-14,-16,-12,-11,-16,-14,-11,-15,-17,-14,-12,-12,-17,-10,-22,-23,-14,-15,-14,-10,-11,-14,-11,-13,-12,-15,-16,-10,-13,-11,-16,-18,-12,-11,-10,-12,-14,-10,-11,-12,-12,-16,-11,-12,-16,-12,-13,-11,-12,-17,-13,-14,-12,-13,-16,-13,-12,-10,-12,-10,-12,-12,-14,-16,-12,-13,-13,-11,-12,-18,-14,-14,-21,-14,-13,-12,-13,-15,-12,-19,-12
4,-14,-15,-11,-10,-17,-14,-13,-16,-19,-15,-12,-11,-12,-16,-13,-20,-18,-25,-20,-17,-11,-19,-18,-14,-11,-12,-11,-12,-18,-14,-15,-15,-12,-15,-12,-15,-12,-11,-13,-17,-16,-13,-23,-14,-10,-11,-15,-11,-23,-12,-11,-12,-13,-18,-16,-22,-12,-13,-14,-17,-14,-12,-12,-27,-17,-14,-15,-21,-10,-15,-18,-17,-12,-12,-14,-12,-11,-11,-16,-12,-10,-17,-12,-11,-15,-16,-17,-12,-11,-15,-11,-15,-11,-12,-15,-10,-12,-19,-22,-23,-22,-15,-11,-10,-11,-23,-14,-14,-14,-13,-11,-12,-12,-20,-10,-14,-18,-11,-14,-14,-17,-12,-11,-17,-15,-11,-15,-17,-14,-12,-12,-17,-10,-23,-23,-14,-15,-14,-10,-11,-14,-11,-14,-12,-15,-16,-10,-13,-11,-16,-19,-12,-11,-10,-12,-14,-10,-11,-13,-12,-16,-12,-12,-16,-12,-13,-11,-12,-18,-14,-14,-13,-13,-16,-13,-12,-10,-12,-10,-13,-12,-14,-16,-13,-13,-13,-12,-12,-18,-14,-14,-21,-14,-13,-13,-14,-16,-12,-19,-12
5,-14,-15,-11,-11,-17,-14,-14,-16,-19,-15,-12,-11,-12,-16,-13,-20,-18,-25,-20,-18,-11,-19,-18,-14,-11,-12,-12,-12,-18,-15,-15,-15,-12,-15,-13,-15,-12,-11,-13,-17,-16,-13,-24,-14,-10,-11,-15,-11,-23,-12,-11,-12,-13,-19,-16,-22,-12,-13,-14,-18,-14,-12,-13,-27,-17,-14,-15,-21,-10,-15,-18,-18,-12,-13,-14,-12,-12,-12,-16,-12,-10,-17,-12,-12,-15,-16,-18,-13,-12,-15,-11,-15,-11,-12,-15,-11,-12,-19,-22,-23,-22,-16,-12,-10,-11,-24,-14,-14,-14,-13,-11,-13,-12,-20,-10,-14,-19,-11,-14,-14,-17,-13,-12,-17,-15,-11,-15,-17,-14,-13,-13,-17,-11,-23,-24,-15,-16,-14,-11,-12,-14,-11,-14,-12,-15,-16,-11,-13,-12,-17,-19,-12,-12,-10,-13,-15,-10,-11,-13,-13,-16,-12,-12,-16,-12,-13,-11,-12,-18,-14,-14,-13,-13,-17,-13,-12,-10,-12,-11,-13,-12,-14,-16,-13,-13,-13,-12,-13,-18,-14,-14,-21,-14,-13,-13,-14,-16,-12,-19,-12
6,-15,-15,-11,-11,-18,-14,-14,-17,-19,-16,-12,-11,-12,-16,-14,-20,-18,-26,-20,-18,-11,-19,-19,-14,-11,-12,-12,-13,-18,-15,-16,-15,-12,-15,-13,-15,-12,-12,-13,-17,-17,-13,-24,-14,-10,-11,-15,-11,-23,-12,-11,-12,-13,-19,-17,-22,-12,-14,-14,-18,-14,-12,-13,-27,-18,-15,-15,-22,-10,-15,-18,-18,-12,-13,-14,-13,-12,-12,-16,-12,-10,-18,-12,-12,-15,-17,-18,-13,-12,-15,-11,-15,-11,-13,-15,-11,-13,-19,-23,-23,-23,-16,-12,-11,-12,-24,-14,-14,-14,-14,-12,-13,-12,-20,-10,-14,-19,-11,-14,-14,-17,-13,-12,-18,-15,-11,-15,-17,-14,-13,-13,-18,-11,-23,-24,-15,-16,-14,-11,-12,-14,-11,-14,-12,-15,-17,-11,-13,-12,-17,-19,-12,-12,-10,-13,-15,-10,-11,-14,-13,-16,-12,-12,-16,-12,-13,-11,-13,-18,-14,-14,-13,-14,-17,-14,-12,-10,-12,-11,-13,-12,-14,-16,-13,-13,-13,-12,-13,-18,-14,-14,-21,-14,-13,-13,-14,-16,-12,-19,-12
7,-15,-15,-11,-11,-18,-15,-14,-17,-19,-16,-13,-11,-12,-16,-14,-20,-18,-26,-20,-18,-11,-19,-19,-14,-11,-13,-12,-13,-19,-15,-16,-15,-13,-16,-12,-15,-12,-12,-13,-18,-17,-13,-24,-14,-10,-11,-15,-12,-23,-13,-11,-12,-14,-19,-17,-22,-12,-14,-14,-18,-14,-13,-13,-27,-18,-15,-15,-22,-10,-15,-18,-19,-12,-13,-15,-13,-12,-12,-16,-12,-10,-18,-12,-12,-15,-17,-18,-13,-12,-15,-11,-16,-11,-13,-15,-11,-13,-19,-23,-23,-23,-16,-12,-11,-12,-24,-15,-15,-15,-14,-12,-13,-12,-20,-10,-14,-19,-11,-15,-15,-17,-14,-12,-18,-16,-11,-15,-17,-15,-13,-13,-18,-11,-24,-24,-15,-16,-14,-11,-12,-14,-11,-15,-13,-15,-17,-11,-13,-13,-17,-19,-12,-12,-10,-13,-15,-10,-11,-14,-13,-16,-13,-12,-16,-12,-13,-11,-13,-19,-14,-14,-13,-14,-17,-14,-12,-10,-12,-11,-14,-13,-14,-16,-13,-13,-13,-13,-13,-18,-14,-14,-21,-14,-13,-13,-14,-17,-12,-19,-12
8,-15,-15,-11,-11,-18,-14,-14,-18,-19,-16,-13,-11,-13,-16,-14,-21,-18,-26,-20,-18,-12,-19,-19,-15,-12,-13,-13,-13,-19,-15,-16,-15,-13,-16,-13,-15,-12,-12,-13,-18,-17,-13,-24,-14,-10,-11,-15,-12,-24,-13,-11,-12,-14,-19,-17,-22,-12,-14,-14,-18,-14,-13,-13,-27,-18,-15,-15,-22,-11,-16,-18,-19,-13,-13,-15,-13,-12,-13,-16,-12,-10,-18,-12,-13,-16,-17,-18,-14,-13,-15,-11,-16,-12,-13,-15,-11,-13,-19,-23,-23,-23,-16,-13,-11,-12,-24,-15,-15,-15,-14,-12,-13,-13,-20,-11,-15,-19,-11,-15,-15,-17,-14,-12,-18,-16,-11,-15,-17,-15,-14,-14,-18,-11,-24,-24,-15,-16,-14,-11,-12,-15,-11,-15,-13,-16,-17,-11,-14,-13,-17,-19,-12,-12,-10,-13,-16,-10,-12,-14,-13,-16,-13,-13,-17,-12,-13,-12,-13,-19,-15,-14,-14,-14,-17,-14,-12,-10,-12,-11,-14,-13,-14,-16,-13,-14,-14,-13,-13,-18,-14,-15,-21,-14,-14,-14,-14,-17,-12,-19,-12
9,-16,-16,-11,-11,-18,-15,-14,-18,-20,-16,-13,-11,-13,-16,-14,-21,-18,-27,-20,-18,-12,-19,-19,-15,-12,-13,-13,-14,-19,-16,-16,-15,-13,-16,-13,-15,-12,-12,-13,-18,-18,-14,-24,-15,-10,-11,-15,-12,-24,-13,-11,-13,-14,-20,-18,-22,-13,-15,-15,-18,-14,-13,-13,-27,-18,-16,-15,-22,-11,-16,-18,-19,-13,-13,-15,-13,-12,-13,-16,-12,-10,-19,-12,-13,-16,-18,-19,-14,-13,-15,-11,-16,-12,-13,-16,-11,-13,-20,-24,-23,-23,-16,-13,-11,-12,-25,-15,-15,-15,-14,-12,-13,-13,-20,-11,-15,-19,-11,-15,-15,-17,-14,-12,-19,-16,-12,-15,-17,-15,-14,-14,-18,-11,-24,-24,-15,-16,-14,-11,-12,-15,-11,-15,-13,-16,-17,-11,-14,-13,-17,-19,-12,-12,-10,-13,-16,-10,-12,-15,-14,-17,-13,-13,-17,-12,-13,-12,-13,-20,-15,-14,-14,-14,-17,-14,-12,-10,-12,-11,-14,-13,-14,-16,-13,-14,-14,-13,-13,-18,-15,-15,-22,-15,-14,-14,-14,-17,-12,-19,-13
