set j job /0*99/;
set i machine /0*9/;
parameter c(i,j)/
0. 0 87
0. 1 139
0. 2 996
0. 3 109
0. 4 141
0. 5 31
0. 6 122
0. 7 58
0. 8 326
0. 9 997
0. 10 139
0. 11 195
0. 12 65
0. 13 101
0. 14 58
0. 15 497
0. 16 74
0. 17 242
0. 18 58
0. 19 193
0. 20 124
0. 21 494
0. 22 69
0. 23 119
0. 24 192
0. 25 48
0. 26 998
0. 27 329
0. 28 325
0. 29 249
0. 30 164
0. 31 995
0. 32 197
0. 33 243
0. 34 18
0. 35 86
0. 36 493
0. 37 249
0. 38 993
0. 39 92
0. 40 60
0. 41 492
0. 42 70
0. 43 84
0. 44 96
0. 45 104
0. 46 996
0. 47 999
0. 48 75
0. 49 328
0. 50 135
0. 51 198
0. 52 61
0. 53 246
0. 54 495
0. 55 36
0. 56 33
0. 57 999
0. 58 41
0. 59 194
0. 60 996
0. 61 164
0. 62 14
0. 63 125
0. 64 995
0. 65 66
0. 66 492
0. 67 161
0. 68 96
0. 69 69
0. 70 65
0. 71 64
0. 72 33
0. 73 493
0. 74 106
0. 75 326
0. 76 996
0. 77 115
0. 78 328
0. 79 136
0. 80 197
0. 81 991
0. 82 86
0. 83 326
0. 84 156
0. 85 54
0. 86 52
0. 87 140
0. 88 24
0. 89 67
0. 90 36
0. 91 161
0. 92 57
0. 93 25
0. 94 327
0. 95 49
0. 96 193
0. 97 53
0. 98 241
0. 99 69
1. 0 245
1. 1 997
1. 2 45
1. 3 165
1. 4 196
1. 5 332
1. 6 35
1. 7 106
1. 8 248
1. 9 997
1. 10 247
1. 11 494
1. 12 25
1. 13 71
1. 14 98
1. 15 332
1. 16 324
1. 17 51
1. 18 36
1. 19 135
1. 20 26
1. 21 996
1. 22 191
1. 23 199
1. 24 20
1. 25 42
1. 26 38
1. 27 117
1. 28 248
1. 29 245
1. 30 244
1. 31 56
1. 32 496
1. 33 121
1. 34 190
1. 35 994
1. 36 331
1. 37 158
1. 38 137
1. 39 246
1. 40 332
1. 41 193
1. 42 993
1. 43 103
1. 44 326
1. 45 56
1. 46 76
1. 47 495
1. 48 199
1. 49 16
1. 50 118
1. 51 133
1. 52 72
1. 53 53
1. 54 101
1. 55 161
1. 56 101
1. 57 60
1. 58 33
1. 59 120
1. 60 241
1. 61 77
1. 62 48
1. 63 73
1. 64 136
1. 65 193
1. 66 159
1. 67 329
1. 68 995
1. 69 328
1. 70 999
1. 71 325
1. 72 19
1. 73 106
1. 74 496
1. 75 65
1. 76 195
1. 77 108
1. 78 994
1. 79 38
1. 80 325
1. 81 63
1. 82 89
1. 83 491
1. 84 124
1. 85 196
1. 86 74
1. 87 997
1. 88 19
1. 89 992
1. 90 990
1. 91 56
1. 92 249
1. 93 23
1. 94 96
1. 95 996
1. 96 992
1. 97 332
1. 98 27
1. 99 70
2. 0 29
2. 1 27
2. 2 498
2. 3 242
2. 4 326
2. 5 198
2. 6 159
2. 7 72
2. 8 18
2. 9 26
2. 10 53
2. 11 164
2. 12 33
2. 13 324
2. 14 491
2. 15 191
2. 16 490
2. 17 28
2. 18 43
2. 19 54
2. 20 995
2. 21 53
2. 22 48
2. 23 140
2. 24 73
2. 25 993
2. 26 323
2. 27 141
2. 28 996
2. 29 90
2. 30 44
2. 31 124
2. 32 324
2. 33 106
2. 34 161
2. 35 55
2. 36 35
2. 37 993
2. 38 121
2. 39 52
2. 40 491
2. 41 89
2. 42 997
2. 43 996
2. 44 49
2. 45 332
2. 46 995
2. 47 328
2. 48 57
2. 49 323
2. 50 995
2. 51 123
2. 52 493
2. 53 90
2. 54 29
2. 55 17
2. 56 491
2. 57 245
2. 58 327
2. 59 63
2. 60 330
2. 61 80
2. 62 13
2. 63 40
2. 64 33
2. 65 55
2. 66 165
2. 67 998
2. 68 90
2. 69 74
2. 70 19
2. 71 140
2. 72 195
2. 73 12
2. 74 67
2. 75 494
2. 76 40
2. 77 498
2. 78 999
2. 79 5
2. 80 8
2. 81 54
2. 82 196
2. 83 491
2. 84 38
2. 85 19
2. 86 23
2. 87 51
2. 88 15
2. 89 994
2. 90 993
2. 91 29
2. 92 101
2. 93 323
2. 94 498
2. 95 992
2. 96 240
2. 97 23
2. 98 92
2. 99 73
3. 0 196
3. 1 498
3. 2 249
3. 3 191
3. 4 109
3. 5 26
3. 6 45
3. 7 242
3. 8 242
3. 9 242
3. 10 41
3. 11 498
3. 12 52
3. 13 31
3. 14 88
3. 15 61
3. 16 119
3. 17 26
3. 18 247
3. 19 51
3. 20 61
3. 21 996
3. 22 992
3. 23 328
3. 24 95
3. 25 74
3. 26 994
3. 27 92
3. 28 993
3. 29 992
3. 30 191
3. 31 199
3. 32 192
3. 33 65
3. 34 26
3. 35 242
3. 36 492
3. 37 242
3. 38 246
3. 39 192
3. 40 52
3. 41 158
3. 42 243
3. 43 323
3. 44 59
3. 45 191
3. 46 51
3. 47 42
3. 48 93
3. 49 247
3. 50 134
3. 51 43
3. 52 80
3. 53 30
3. 54 60
3. 55 25
3. 56 195
3. 57 138
3. 58 249
3. 59 240
3. 60 115
3. 61 40
3. 62 997
3. 63 993
3. 64 108
3. 65 95
3. 66 199
3. 67 246
3. 68 43
3. 69 158
3. 70 29
3. 71 197
3. 72 75
3. 73 496
3. 74 31
3. 75 991
3. 76 66
3. 77 69
3. 78 76
3. 79 34
3. 80 495
3. 81 124
3. 82 46
3. 83 990
3. 84 496
3. 85 28
3. 86 193
3. 87 47
3. 88 498
3. 89 248
3. 90 121
3. 91 998
3. 92 330
3. 93 60
3. 94 42
3. 95 20
3. 96 324
3. 97 97
3. 98 53
3. 99 92
4. 0 19
4. 1 194
4. 2 163
4. 3 192
4. 4 139
4. 5 110
4. 6 240
4. 7 54
4. 8 992
4. 9 243
4. 10 24
4. 11 106
4. 12 85
4. 13 58
4. 14 90
4. 15 77
4. 16 325
4. 17 35
4. 18 992
4. 19 115
4. 20 59
4. 21 53
4. 22 240
4. 23 41
4. 24 247
4. 25 45
4. 26 499
4. 27 248
4. 28 19
4. 29 324
4. 30 109
4. 31 90
4. 32 329
4. 33 28
4. 34 116
4. 35 47
4. 36 326
4. 37 53
4. 38 34
4. 39 122
4. 40 99
4. 41 996
4. 42 195
4. 43 45
4. 44 990
4. 45 34
4. 46 996
4. 47 242
4. 48 245
4. 49 122
4. 50 494
4. 51 993
4. 52 89
4. 53 332
4. 54 992
4. 55 326
4. 56 330
4. 57 15
4. 58 27
4. 59 84
4. 60 29
4. 61 97
4. 62 38
4. 63 32
4. 64 84
4. 65 101
4. 66 40
4. 67 245
4. 68 132
4. 69 242
4. 70 246
4. 71 90
4. 72 105
4. 73 118
4. 74 161
4. 75 57
4. 76 83
4. 77 165
4. 78 191
4. 79 110
4. 80 492
4. 81 490
4. 82 123
4. 83 162
4. 84 195
4. 85 120
4. 86 495
4. 87 165
4. 88 24
4. 89 108
4. 90 197
4. 91 86
4. 92 62
4. 93 74
4. 94 46
4. 95 240
4. 96 35
4. 97 156
4. 98 995
4. 99 159
5. 0 990
5. 1 139
5. 2 89
5. 3 75
5. 4 109
5. 5 996
5. 6 46
5. 7 75
5. 8 242
5. 9 107
5. 10 81
5. 11 198
5. 12 490
5. 13 100
5. 14 197
5. 15 498
5. 16 491
5. 17 164
5. 18 990
5. 19 328
5. 20 33
5. 21 56
5. 22 160
5. 23 324
5. 24 195
5. 25 997
5. 26 94
5. 27 82
5. 28 34
5. 29 194
5. 30 137
5. 31 325
5. 32 135
5. 33 331
5. 34 164
5. 35 102
5. 36 49
5. 37 62
5. 38 16
5. 39 999
5. 40 498
5. 41 327
5. 42 26
5. 43 62
5. 44 38
5. 45 69
5. 46 80
5. 47 86
5. 48 138
5. 49 493
5. 50 39
5. 51 156
5. 52 31
5. 53 132
5. 54 497
5. 55 199
5. 56 332
5. 57 55
5. 58 494
5. 59 328
5. 60 498
5. 61 33
5. 62 73
5. 63 67
5. 64 165
5. 65 327
5. 66 37
5. 67 997
5. 68 58
5. 69 323
5. 70 195
5. 71 165
5. 72 47
5. 73 995
5. 74 247
5. 75 21
5. 76 85
5. 77 45
5. 78 248
5. 79 74
5. 80 138
5. 81 76
5. 82 990
5. 83 495
5. 84 325
5. 85 494
5. 86 191
5. 87 190
5. 88 327
5. 89 11
5. 90 190
5. 91 249
5. 92 163
5. 93 330
5. 94 996
5. 95 192
5. 96 329
5. 97 29
5. 98 492
5. 99 156
6. 0 158
6. 1 37
6. 2 242
6. 3 53
6. 4 99
6. 5 332
6. 6 123
6. 7 164
6. 8 24
6. 9 18
6. 10 999
6. 11 996
6. 12 125
6. 13 52
6. 14 105
6. 15 105
6. 16 141
6. 17 493
6. 18 13
6. 19 81
6. 20 66
6. 21 325
6. 22 495
6. 23 160
6. 24 497
6. 25 331
6. 26 45
6. 27 141
6. 28 161
6. 29 242
6. 30 196
6. 31 38
6. 32 329
6. 33 70
6. 34 494
6. 35 493
6. 36 45
6. 37 65
6. 38 118
6. 39 55
6. 40 42
6. 41 39
6. 42 41
6. 43 22
6. 44 110
6. 45 26
6. 46 90
6. 47 491
6. 48 42
6. 49 329
6. 50 72
6. 51 33
6. 52 163
6. 53 49
6. 54 132
6. 55 245
6. 56 24
6. 57 119
6. 58 157
6. 59 54
6. 60 324
6. 61 996
6. 62 105
6. 63 997
6. 64 996
6. 65 82
6. 66 998
6. 67 95
6. 68 84
6. 69 243
6. 70 495
6. 71 51
6. 72 57
6. 73 9
6. 74 193
6. 75 95
6. 76 23
6. 77 998
6. 78 495
6. 79 162
6. 80 991
6. 81 490
6. 82 242
6. 83 28
6. 84 133
6. 85 50
6. 86 26
6. 87 45
6. 88 493
6. 89 192
6. 90 47
6. 91 329
6. 92 326
6. 93 80
6. 94 48
6. 95 119
6. 96 995
6. 97 23
6. 98 243
6. 99 62
7. 0 190
7. 1 331
7. 2 991
7. 3 120
7. 4 73
7. 5 164
7. 6 324
7. 7 136
7. 8 157
7. 9 999
7. 10 332
7. 11 328
7. 12 44
7. 13 996
7. 14 190
7. 15 66
7. 16 94
7. 17 49
7. 18 192
7. 19 493
7. 20 323
7. 21 73
7. 22 193
7. 23 56
7. 24 197
7. 25 331
7. 26 991
7. 27 247
7. 28 326
7. 29 43
7. 30 24
7. 31 996
7. 32 55
7. 33 120
7. 34 993
7. 35 495
7. 36 30
7. 37 19
7. 38 992
7. 39 490
7. 40 492
7. 41 240
7. 42 79
7. 43 115
7. 44 42
7. 45 995
7. 46 117
7. 47 158
7. 48 45
7. 49 331
7. 50 199
7. 51 139
7. 52 191
7. 53 323
7. 54 991
7. 55 77
7. 56 990
7. 57 132
7. 58 994
7. 59 247
7. 60 136
7. 61 323
7. 62 498
7. 63 195
7. 64 247
7. 65 24
7. 66 101
7. 67 28
7. 68 324
7. 69 499
7. 70 192
7. 71 123
7. 72 43
7. 73 40
7. 74 195
7. 75 137
7. 76 29
7. 77 75
7. 78 249
7. 79 159
7. 80 81
7. 81 493
7. 82 136
7. 83 247
7. 84 999
7. 85 332
7. 86 51
7. 87 162
7. 88 495
7. 89 992
7. 90 65
7. 91 32
7. 92 119
7. 93 162
7. 94 66
7. 95 86
7. 96 107
7. 97 39
7. 98 323
7. 99 104
8. 0 46
8. 1 491
8. 2 79
8. 3 101
8. 4 109
8. 5 66
8. 6 491
8. 7 134
8. 8 160
8. 9 158
8. 10 499
8. 11 199
8. 12 992
8. 13 246
8. 14 329
8. 15 247
8. 16 498
8. 17 56
8. 18 80
8. 19 123
8. 20 23
8. 21 25
8. 22 43
8. 23 95
8. 24 139
8. 25 73
8. 26 66
8. 27 991
8. 28 54
8. 29 161
8. 30 101
8. 31 72
8. 32 199
8. 33 61
8. 34 165
8. 35 102
8. 36 47
8. 37 247
8. 38 99
8. 39 990
8. 40 994
8. 41 495
8. 42 159
8. 43 32
8. 44 156
8. 45 998
8. 46 493
8. 47 324
8. 48 9
8. 49 119
8. 50 118
8. 51 50
8. 52 245
8. 53 493
8. 54 995
8. 55 38
8. 56 74
8. 57 991
8. 58 997
8. 59 36
8. 60 115
8. 61 198
8. 62 19
8. 63 198
8. 64 26
8. 65 93
8. 66 28
8. 67 46
8. 68 87
8. 69 45
8. 70 135
8. 71 29
8. 72 4
8. 73 63
8. 74 115
8. 75 999
8. 76 132
8. 77 80
8. 78 133
8. 79 328
8. 80 115
8. 81 34
8. 82 499
8. 83 243
8. 84 330
8. 85 491
8. 86 34
8. 87 68
8. 88 499
8. 89 43
8. 90 156
8. 91 61
8. 92 38
8. 93 329
8. 94 50
8. 95 108
8. 96 494
8. 97 24
8. 98 137
8. 99 22
9. 0 246
9. 1 324
9. 2 164
9. 3 992
9. 4 26
9. 5 104
9. 6 74
9. 7 26
9. 8 104
9. 9 48
9. 10 73
9. 11 163
9. 12 36
9. 13 12
9. 14 245
9. 15 327
9. 16 140
9. 17 496
9. 18 994
9. 19 9
9. 20 328
9. 21 117
9. 22 96
9. 23 244
9. 24 329
9. 25 996
9. 26 196
9. 27 67
9. 28 52
9. 29 83
9. 30 195
9. 31 53
9. 32 73
9. 33 11
9. 34 49
9. 35 139
9. 36 21
9. 37 69
9. 38 327
9. 39 47
9. 40 195
9. 41 496
9. 42 996
9. 43 331
9. 44 40
9. 45 110
9. 46 72
9. 47 55
9. 48 990
9. 49 992
9. 50 996
9. 51 23
9. 52 72
9. 53 31
9. 54 248
9. 55 116
9. 56 107
9. 57 79
9. 58 42
9. 59 326
9. 60 156
9. 61 191
9. 62 96
9. 63 330
9. 64 497
9. 65 162
9. 66 242
9. 67 140
9. 68 110
9. 69 30
9. 70 496
9. 71 330
9. 72 31
9. 73 73
9. 74 83
9. 75 249
9. 76 139
9. 77 494
9. 78 991
9. 79 73
9. 80 193
9. 81 86
9. 82 326
9. 83 998
9. 84 53
9. 85 60
9. 86 497
9. 87 165
9. 88 326
9. 89 63
9. 90 120
9. 91 44
9. 92 49
9. 93 192
9. 94 156
9. 95 199
9. 96 330
9. 97 116
9. 98 496
9. 99 90
/;
parameter a(i,j)/
0. 0 11
0. 1 7
0. 2 1
0. 3 9
0. 4 7
0. 5 27
0. 6 8
0. 7 15
0. 8 3
0. 9 1
0. 10 7
0. 11 5
0. 12 14
0. 13 9
0. 14 17
0. 15 2
0. 16 12
0. 17 4
0. 18 16
0. 19 5
0. 20 8
0. 21 2
0. 22 13
0. 23 8
0. 24 5
0. 25 19
0. 26 1
0. 27 3
0. 28 3
0. 29 4
0. 30 6
0. 31 1
0. 32 5
0. 33 4
0. 34 45
0. 35 11
0. 36 2
0. 37 4
0. 38 1
0. 39 10
0. 40 15
0. 41 2
0. 42 13
0. 43 11
0. 44 10
0. 45 9
0. 46 1
0. 47 1
0. 48 13
0. 49 3
0. 50 7
0. 51 5
0. 52 14
0. 53 4
0. 54 2
0. 55 27
0. 56 26
0. 57 1
0. 58 23
0. 59 5
0. 60 1
0. 61 6
0. 62 50
0. 63 8
0. 64 1
0. 65 14
0. 66 2
0. 67 6
0. 68 10
0. 69 13
0. 70 14
0. 71 14
0. 72 24
0. 73 2
0. 74 9
0. 75 3
0. 76 1
0. 77 8
0. 78 3
0. 79 7
0. 80 5
0. 81 1
0. 82 11
0. 83 3
0. 84 6
0. 85 18
0. 86 16
0. 87 7
0. 88 36
0. 89 14
0. 90 23
0. 91 6
0. 92 16
0. 93 32
0. 94 3
0. 95 17
0. 96 5
0. 97 18
0. 98 4
0. 99 14
1. 0 4
1. 1 1
1. 2 18
1. 3 6
1. 4 5
1. 5 3
1. 6 25
1. 7 9
1. 8 4
1. 9 1
1. 10 4
1. 11 2
1. 12 31
1. 13 13
1. 14 10
1. 15 3
1. 16 3
1. 17 18
1. 18 25
1. 19 7
1. 20 30
1. 21 1
1. 22 5
1. 23 5
1. 24 36
1. 25 20
1. 26 24
1. 27 8
1. 28 4
1. 29 4
1. 30 4
1. 31 15
1. 32 2
1. 33 8
1. 34 5
1. 35 1
1. 36 3
1. 37 6
1. 38 7
1. 39 4
1. 40 3
1. 41 5
1. 42 1
1. 43 9
1. 44 3
1. 45 17
1. 46 12
1. 47 2
1. 48 5
1. 49 48
1. 50 8
1. 51 7
1. 52 13
1. 53 18
1. 54 9
1. 55 6
1. 56 9
1. 57 16
1. 58 27
1. 59 8
1. 60 4
1. 61 12
1. 62 19
1. 63 13
1. 64 7
1. 65 5
1. 66 6
1. 67 3
1. 68 1
1. 69 3
1. 70 1
1. 71 3
1. 72 47
1. 73 9
1. 74 2
1. 75 14
1. 76 5
1. 77 9
1. 78 1
1. 79 22
1. 80 3
1. 81 15
1. 82 11
1. 83 2
1. 84 8
1. 85 5
1. 86 13
1. 87 1
1. 88 47
1. 89 1
1. 90 1
1. 91 17
1. 92 4
1. 93 33
1. 94 10
1. 95 1
1. 96 1
1. 97 3
1. 98 31
1. 99 13
2. 0 26
2. 1 29
2. 2 2
2. 3 4
2. 4 3
2. 5 5
2. 6 6
2. 7 13
2. 8 38
2. 9 34
2. 10 16
2. 11 6
2. 12 26
2. 13 3
2. 14 2
2. 15 5
2. 16 2
2. 17 26
2. 18 19
2. 19 18
2. 20 1
2. 21 16
2. 22 17
2. 23 7
2. 24 12
2. 25 1
2. 26 3
2. 27 7
2. 28 1
2. 29 10
2. 30 20
2. 31 8
2. 32 3
2. 33 9
2. 34 6
2. 35 17
2. 36 23
2. 37 1
2. 38 8
2. 39 18
2. 40 2
2. 41 11
2. 42 1
2. 43 1
2. 44 19
2. 45 3
2. 46 1
2. 47 3
2. 48 16
2. 49 3
2. 50 1
2. 51 8
2. 52 2
2. 53 10
2. 54 28
2. 55 42
2. 56 2
2. 57 4
2. 58 3
2. 59 15
2. 60 3
2. 61 11
2. 62 59
2. 63 21
2. 64 27
2. 65 17
2. 66 6
2. 67 1
2. 68 10
2. 69 13
2. 70 36
2. 71 7
2. 72 5
2. 73 47
2. 74 13
2. 75 2
2. 76 20
2. 77 2
2. 78 1
2. 79 91
2. 80 54
2. 81 18
2. 82 5
2. 83 2
2. 84 26
2. 85 35
2. 86 30
2. 87 19
2. 88 40
2. 89 1
2. 90 1
2. 91 28
2. 92 9
2. 93 3
2. 94 2
2. 95 1
2. 96 4
2. 97 33
2. 98 10
2. 99 12
3. 0 5
3. 1 2
3. 2 4
3. 3 5
3. 4 9
3. 5 35
3. 6 20
3. 7 4
3. 8 4
3. 9 4
3. 10 22
3. 11 2
3. 12 18
3. 13 24
3. 14 11
3. 15 16
3. 16 8
3. 17 28
3. 18 4
3. 19 18
3. 20 16
3. 21 1
3. 22 1
3. 23 3
3. 24 10
3. 25 13
3. 26 1
3. 27 10
3. 28 1
3. 29 1
3. 30 5
3. 31 5
3. 32 5
3. 33 14
3. 34 33
3. 35 4
3. 36 2
3. 37 4
3. 38 4
3. 39 5
3. 40 17
3. 41 6
3. 42 4
3. 43 3
3. 44 15
3. 45 5
3. 46 18
3. 47 21
3. 48 10
3. 49 4
3. 50 7
3. 51 19
3. 52 12
3. 53 32
3. 54 15
3. 55 37
3. 56 5
3. 57 7
3. 58 4
3. 59 4
3. 60 8
3. 61 21
3. 62 1
3. 63 1
3. 64 9
3. 65 10
3. 66 5
3. 67 4
3. 68 19
3. 69 6
3. 70 28
3. 71 5
3. 72 12
3. 73 2
3. 74 26
3. 75 1
3. 76 13
3. 77 14
3. 78 12
3. 79 23
3. 80 2
3. 81 8
3. 82 18
3. 83 1
3. 84 2
3. 85 27
3. 86 5
3. 87 18
3. 88 2
3. 89 4
3. 90 8
3. 91 1
3. 92 3
3. 93 16
3. 94 22
3. 95 35
3. 96 3
3. 97 10
3. 98 17
3. 99 10
4. 0 39
4. 1 5
4. 2 6
4. 3 5
4. 4 7
4. 5 9
4. 6 4
4. 7 16
4. 8 1
4. 9 4
4. 10 31
4. 11 9
4. 12 11
4. 13 16
4. 14 10
4. 15 12
4. 16 3
4. 17 26
4. 18 1
4. 19 8
4. 20 16
4. 21 16
4. 22 4
4. 23 23
4. 24 4
4. 25 22
4. 26 2
4. 27 4
4. 28 35
4. 29 3
4. 30 9
4. 31 10
4. 32 3
4. 33 26
4. 34 8
4. 35 19
4. 36 3
4. 37 16
4. 38 27
4. 39 8
4. 40 10
4. 41 1
4. 42 5
4. 43 19
4. 44 1
4. 45 26
4. 46 1
4. 47 4
4. 48 4
4. 49 8
4. 50 2
4. 51 1
4. 52 11
4. 53 3
4. 54 1
