set j job /0*99/;
set i machine /0*9/;
parameter c(i,j)/
0. 0 18
0. 1 12
0. 2 33
0. 3 10
0. 4 43
0. 5 35
0. 6 44
0. 7 50
0. 8 50
0. 9 26
0. 10 22
0. 11 13
0. 12 31
0. 13 30
0. 14 31
0. 15 24
0. 16 32
0. 17 17
0. 18 28
0. 19 47
0. 20 20
0. 21 28
0. 22 48
0. 23 41
0. 24 13
0. 25 20
0. 26 37
0. 27 22
0. 28 42
0. 29 23
0. 30 21
0. 31 28
0. 32 18
0. 33 44
0. 34 47
0. 35 12
0. 36 47
0. 37 23
0. 38 38
0. 39 28
0. 40 27
0. 41 25
0. 42 17
0. 43 21
0. 44 35
0. 45 37
0. 46 21
0. 47 25
0. 48 31
0. 49 42
0. 50 29
0. 51 21
0. 52 13
0. 53 11
0. 54 21
0. 55 48
0. 56 46
0. 57 13
0. 58 27
0. 59 42
0. 60 38
0. 61 40
0. 62 35
0. 63 23
0. 64 27
0. 65 24
0. 66 49
0. 67 33
0. 68 38
0. 69 14
0. 70 14
0. 71 27
0. 72 38
0. 73 15
0. 74 34
0. 75 21
0. 76 10
0. 77 26
0. 78 39
0. 79 13
0. 80 36
0. 81 20
0. 82 49
0. 83 10
0. 84 36
0. 85 42
0. 86 21
0. 87 12
0. 88 31
0. 89 39
0. 90 43
0. 91 39
0. 92 20
0. 93 15
0. 94 43
0. 95 49
0. 96 21
0. 97 31
0. 98 20
0. 99 37
1. 0 19
1. 1 40
1. 2 43
1. 3 50
1. 4 17
1. 5 18
1. 6 33
1. 7 30
1. 8 16
1. 9 44
1. 10 24
1. 11 35
1. 12 12
1. 13 24
1. 14 15
1. 15 28
1. 16 30
1. 17 12
1. 18 15
1. 19 15
1. 20 39
1. 21 11
1. 22 11
1. 23 19
1. 24 47
1. 25 41
1. 26 22
1. 27 50
1. 28 41
1. 29 50
1. 30 41
1. 31 49
1. 32 37
1. 33 15
1. 34 25
1. 35 15
1. 36 48
1. 37 39
1. 38 30
1. 39 41
1. 40 34
1. 41 24
1. 42 34
1. 43 15
1. 44 33
1. 45 34
1. 46 35
1. 47 28
1. 48 26
1. 49 27
1. 50 43
1. 51 17
1. 52 40
1. 53 33
1. 54 37
1. 55 48
1. 56 24
1. 57 14
1. 58 28
1. 59 12
1. 60 29
1. 61 14
1. 62 40
1. 63 33
1. 64 21
1. 65 29
1. 66 17
1. 67 46
1. 68 32
1. 69 36
1. 70 15
1. 71 28
1. 72 50
1. 73 31
1. 74 39
1. 75 39
1. 76 33
1. 77 17
1. 78 23
1. 79 24
1. 80 14
1. 81 36
1. 82 15
1. 83 17
1. 84 32
1. 85 34
1. 86 35
1. 87 44
1. 88 18
1. 89 46
1. 90 25
1. 91 41
1. 92 33
1. 93 49
1. 94 43
1. 95 10
1. 96 25
1. 97 15
1. 98 30
1. 99 17
2. 0 18
2. 1 33
2. 2 30
2. 3 22
2. 4 13
2. 5 17
2. 6 42
2. 7 28
2. 8 11
2. 9 12
2. 10 32
2. 11 47
2. 12 32
2. 13 39
2. 14 41
2. 15 12
2. 16 34
2. 17 14
2. 18 14
2. 19 30
2. 20 23
2. 21 10
2. 22 15
2. 23 35
2. 24 44
2. 25 24
2. 26 48
2. 27 24
2. 28 27
2. 29 40
2. 30 26
2. 31 47
2. 32 40
2. 33 46
2. 34 12
2. 35 34
2. 36 39
2. 37 26
2. 38 40
2. 39 26
2. 40 30
2. 41 46
2. 42 47
2. 43 27
2. 44 37
2. 45 45
2. 46 19
2. 47 39
2. 48 10
2. 49 42
2. 50 40
2. 51 48
2. 52 32
2. 53 36
2. 54 31
2. 55 17
2. 56 35
2. 57 41
2. 58 25
2. 59 10
2. 60 50
2. 61 13
2. 62 44
2. 63 10
2. 64 31
2. 65 36
2. 66 33
2. 67 13
2. 68 44
2. 69 25
2. 70 23
2. 71 31
2. 72 17
2. 73 11
2. 74 27
2. 75 33
2. 76 34
2. 77 31
2. 78 46
2. 79 11
2. 80 28
2. 81 14
2. 82 28
2. 83 33
2. 84 45
2. 85 16
2. 86 21
2. 87 48
2. 88 47
2. 89 29
2. 90 44
2. 91 10
2. 92 35
2. 93 20
2. 94 34
2. 95 24
2. 96 31
2. 97 36
2. 98 15
2. 99 48
3. 0 28
3. 1 34
3. 2 17
3. 3 43
3. 4 41
3. 5 34
3. 6 25
3. 7 34
3. 8 29
3. 9 22
3. 10 49
3. 11 45
3. 12 19
3. 13 18
3. 14 31
3. 15 25
3. 16 25
3. 17 14
