set j job /0*199/;
set i machine /0*19/;
parameter c(i,j)/
0. 0 40
0. 1 20
0. 2 38
0. 3 108
0. 4 107
0. 5 20
0. 6 93
0. 7 33
0. 8 91
0. 9 94
0. 10 25
0. 11 75
0. 12 82
0. 13 66
0. 14 25
0. 15 98
0. 16 21
0. 17 104
0. 18 84
0. 19 41
0. 20 48
0. 21 41
0. 22 108
0. 23 99
0. 24 29
0. 25 75
0. 26 92
0. 27 11
0. 28 83
0. 29 35
0. 30 33
0. 31 96
0. 32 12
0. 33 24
0. 34 81
0. 35 106
0. 36 25
0. 37 83
0. 38 86
0. 39 30
0. 40 99
0. 41 59
0. 42 57
0. 43 26
0. 44 9
0. 45 21
0. 46 63
0. 47 79
0. 48 16
0. 49 81
0. 50 28
0. 51 109
0. 52 64
0. 53 49
0. 54 106
0. 55 95
0. 56 67
0. 57 83
0. 58 8
0. 59 107
0. 60 50
0. 61 14
0. 62 89
0. 63 27
0. 64 77
0. 65 70
0. 66 21
0. 67 92
0. 68 30
0. 69 98
0. 70 89
0. 71 110
0. 72 50
0. 73 81
0. 74 117
0. 75 32
0. 76 14
0. 77 24
0. 78 16
0. 79 87
0. 80 54
0. 81 48
0. 82 15
0. 83 27
0. 84 51
0. 85 58
0. 86 18
0. 87 94
0. 88 81
0. 89 78
0. 90 26
0. 91 55
0. 92 47
0. 93 95
0. 94 94
0. 95 24
0. 96 51
0. 97 29
0. 98 91
0. 99 88
0. 100 57
0. 101 110
0. 102 43
0. 103 37
0. 104 85
0. 105 18
0. 106 96
0. 107 29
0. 108 71
0. 109 93
0. 110 108
0. 111 9
0. 112 63
0. 113 69
0. 114 87
0. 115 58
0. 116 62
0. 117 44
0. 118 12
0. 119 58
0. 120 87
0. 121 31
0. 122 42
0. 123 29
0. 124 65
0. 125 112
0. 126 21
0. 127 74
0. 128 77
0. 129 20
0. 130 43
0. 131 20
0. 132 36
0. 133 64
0. 134 61
0. 135 81
0. 136 81
0. 137 11
0. 138 37
0. 139 111
0. 140 7
0. 141 30
0. 142 15
0. 143 14
0. 144 28
0. 145 73
0. 146 101
0. 147 88
0. 148 60
0. 149 64
0. 150 45
0. 151 99
0. 152 59
0. 153 76
0. 154 85
0. 155 107
0. 156 68
0. 157 96
0. 158 92
0. 159 67
0. 160 97
0. 161 99
0. 162 59
0. 163 57
0. 164 7
0. 165 91
0. 166 69
0. 167 32
0. 168 63
0. 169 106
0. 170 74
0. 171 96
0. 172 100
0. 173 20
0. 174 27
0. 175 74
0. 176 22
0. 177 69
0. 178 23
0. 179 108
0. 180 42
0. 181 59
0. 182 32
0. 183 9
0. 184 39
0. 185 27
0. 186 96
0. 187 49
0. 188 29
0. 189 22
0. 190 101
0. 191 96
0. 192 43
0. 193 89
0. 194 94
0. 195 87
0. 196 64
0. 197 61
0. 198 65
0. 199 44
1. 0 53
1. 1 68
1. 2 12
1. 3 27
1. 4 61
1. 5 28
1. 6 66
1. 7 40
1. 8 95
1. 9 28
1. 10 77
1. 11 108
1. 12 98
1. 13 11
1. 14 55
1. 15 102
1. 16 21
1. 17 42
1. 18 30
1. 19 58
1. 20 97
1. 21 111
1. 22 97
1. 23 95
1. 24 78
1. 25 32
1. 26 73
1. 27 85
1. 28 10
1. 29 26
1. 30 80
1. 31 12
1. 32 102
1. 33 86
1. 34 55
1. 35 4
1. 36 56
1. 37 106
1. 38 104
1. 39 52
1. 40 46
1. 41 6
1. 42 111
1. 43 21
1. 44 111
1. 45 25
1. 46 34
1. 47 95
1. 48 37
1. 49 22
1. 50 31
1. 51 78
1. 52 31
1. 53 61
1. 54 20
1. 55 23
1. 56 79
1. 57 34
1. 58 76
1. 59 66
1. 60 48
1. 61 85
1. 62 98
1. 63 116
1. 64 95
1. 65 12
1. 66 54
1. 67 99
1. 68 17
1. 69 44
1. 70 30
1. 71 27
1. 72 69
1. 73 61
1. 74 74
1. 75 48
1. 76 14
1. 77 50
1. 78 36
1. 79 68
1. 80 86
1. 81 88
1. 82 39
1. 83 17
1. 84 24
1. 85 36
1. 86 62
1. 87 61
1. 88 75
1. 89 66
1. 90 74
1. 91 87
1. 92 43
1. 93 37
1. 94 74
1. 95 33
1. 96 49
1. 97 101
1. 98 34
1. 99 95
1. 100 38
1. 101 78
1. 102 40
1. 103 107
1. 104 69
1. 105 91
1. 106 25
1. 107 86
1. 108 94
1. 109 54
1. 110 63
1. 111 63
1. 112 103
1. 113 90
1. 114 104
1. 115 45
1. 116 61
1. 117 62
1. 118 69
1. 119 49
1. 120 88
1. 121 54
1. 122 52
1. 123 89
1. 124 62
1. 125 101
1. 126 119
1. 127 50
1. 128 54
1. 129 49
1. 130 92
1. 131 66
1. 132 57
1. 133 42
1. 134 48
1. 135 35
1. 136 83
1. 137 78
1. 138 71
1. 139 95
1. 140 72
1. 141 9
1. 142 52
1. 143 64
1. 144 52
1. 145 111
1. 146 71
1. 147 52
1. 148 100
1. 149 107
1. 150 80
1. 151 54
1. 152 72
1. 153 76
1. 154 49
1. 155 37
1. 156 21
1. 157 42
1. 158 69
1. 159 93
1. 160 93
1. 161 56
1. 162 38
1. 163 25
1. 164 89
1. 165 19
1. 166 98
1. 167 59
1. 168 44
1. 169 28
1. 170 19
1. 171 21
1. 172 77
1. 173 72
1. 174 29
1. 175 19
1. 176 92
1. 177 22
1. 178 76
1. 179 37
1. 180 91
1. 181 19
1. 182 62
1. 183 63
1. 184 13
1. 185 106
1. 186 51
1. 187 74
1. 188 106
1. 189 26
1. 190 22
1. 191 27
1. 192 39
1. 193 60
1. 194 35
1. 195 48
1. 196 80
1. 197 28
1. 198 5
1. 199 27
2. 0 51
2. 1 68
2. 2 21
2. 3 51
2. 4 57
2. 5 60
2. 6 33
2. 7 36
2. 8 37
2. 9 97
2. 10 67
2. 11 94
2. 12 17
2. 13 97
2. 14 101
2. 15 27
2. 16 52
2. 17 43
2. 18 21
2. 19 69
2. 20 119
2. 21 102
2. 22 62
2. 23 66
2. 24 81
2. 25 49
2. 26 16
2. 27 54
2. 28 49
2. 29 76
2. 30 79
2. 31 50
2. 32 103
2. 33 27
2. 34 108
2. 35 14
2. 36 5
2. 37 51
2. 38 58
2. 39 48
2. 40 28
2. 41 72
2. 42 108
2. 43 104
2. 44 72
2. 45 111
2. 46 90
2. 47 39
2. 48 39
2. 49 88
2. 50 14
2. 51 73
2. 52 52
2. 53 102
2. 54 46
2. 55 81
2. 56 59
2. 57 30
2. 58 71
2. 59 103
2. 60 108
2. 61 46
2. 62 61
2. 63 43
2. 64 6
2. 65 38
2. 66 59
2. 67 101
2. 68 56
2. 69 91
2. 70 66
2. 71 70
2. 72 100
2. 73 43
2. 74 47
2. 75 88
2. 76 26
2. 77 102
2. 78 18
2. 79 72
2. 80 98
2. 81 43
2. 82 95
2. 83 57
2. 84 52
2. 85 78
2. 86 47
2. 87 109
2. 88 104
2. 89 108
2. 90 100
2. 91 41
2. 92 40
2. 93 33
2. 94 44
2. 95 102
2. 96 21
2. 97 34
2. 98 106
2. 99 48
2. 100 87
2. 101 82
2. 102 56
2. 103 60
2. 104 44
2. 105 11
2. 106 36
2. 107 34
2. 108 55
2. 109 110
2. 110 45
2. 111 105
2. 112 87
2. 113 36
2. 114 66
2. 115 79
2. 116 38
2. 117 47
2. 118 48
2. 119 49
2. 120 81
2. 121 37
2. 122 72
2. 123 32
2. 124 40
2. 125 44
2. 126 58
2. 127 25
2. 128 61
2. 129 35
2. 130 17
2. 131 28
2. 132 74
2. 133 115
2. 134 16
2. 135 15
2. 136 38
2. 137 59
2. 138 51
2. 139 67
2. 140 15
2. 141 38
2. 142 83
2. 143 40
2. 144 96
2. 145 94
2. 146 17
2. 147 94
2. 148 18
2. 149 28
2. 150 24
2. 151 99
2. 152 108
2. 153 33
2. 154 35
2. 155 3
2. 156 100
2. 157 15
2. 158 19
2. 159 75
2. 160 31
2. 161 39
2. 162 48
2. 163 25
2. 164 24
2. 165 35
2. 166 30
2. 167 118
2. 168 40
2. 169 35
2. 170 22
2. 171 78
2. 172 70
2. 173 71
2. 174 20
2. 175 35
2. 176 63
2. 177 89
2. 178 73
2. 179 26
2. 180 99
2. 181 82
2. 182 4
2. 183 106
2. 184 94
2. 185 67
2. 186 27
2. 187 70
2. 188 99
2. 189 64
2. 190 37
2. 191 95
2. 192 50
2. 193 109
2. 194 72
2. 195 97
2. 196 77
2. 197 20
2. 198 92
2. 199 53
3. 0 31
3. 1 42
3. 2 95
3. 3 98
3. 4 17
3. 5 80
3. 6 90
3. 7 1
3. 8 23
3. 9 74
3. 10 49
3. 11 116
3. 12 54
3. 13 93
3. 14 10
3. 15 53
3. 16 61
3. 17 104
3. 18 75
3. 19 63
3. 20 52
3. 21 50
3. 22 21
3. 23 51
3. 24 87
3. 25 87
3. 26 70
3. 27 51
3. 28 25
3. 29 60
3. 30 89
3. 31 9
3. 32 73
3. 33 93
3. 34 25
3. 35 23
3. 36 47
3. 37 12
3. 38 25
3. 39 61
3. 40 67
3. 41 84
3. 42 17
3. 43 29
3. 44 50
3. 45 68
3. 46 92
3. 47 70
3. 48 26
3. 49 23
3. 50 64
3. 51 60
3. 52 65
3. 53 33
3. 54 24
3. 55 54
3. 56 65
3. 57 84
3. 58 79
3. 59 51
3. 60 72
3. 61 76
3. 62 80
3. 63 14
3. 64 16
3. 65 80
3. 66 102
3. 67 90
3. 68 63
3. 69 63
3. 70 87
3. 71 47
3. 72 89
3. 73 19
3. 74 38
3. 75 74
3. 76 90
3. 77 55
3. 78 100
3. 79 107
3. 80 32
3. 81 89
3. 82 68
3. 83 117
3. 84 57
3. 85 19
3. 86 15
3. 87 12
3. 88 40
3. 89 47
3. 90 85
3. 91 69
3. 92 15
3. 93 47
3. 94 78
3. 95 41
3. 96 43
3. 97 60
3. 98 106
3. 99 98
3. 100 58
3. 101 67
3. 102 12
3. 103 12
3. 104 24
3. 105 100
3. 106 85
3. 107 42
3. 108 28
3. 109 25
3. 110 10
3. 111 57
3. 112 25
3. 113 67
3. 114 96
3. 115 17
3. 116 78
3. 117 95
3. 118 96
3. 119 82
3. 120 80
3. 121 10
3. 122 50
3. 123 94
3. 124 44
3. 125 15
3. 126 67
3. 127 25
3. 128 72
3. 129 69
3. 130 30
3. 131 111
3. 132 41
3. 133 62
3. 134 48
3. 135 51
3. 136 75
3. 137 89
3. 138 66
3. 139 105
3. 140 109
3. 141 52
3. 142 92
3. 143 56
3. 144 11
3. 145 46
3. 146 24
3. 147 44
3. 148 14
3. 149 70
3. 150 23
3. 151 59
3. 152 25
3. 153 89
3. 154 28
3. 155 43
3. 156 100
3. 157 45
3. 158 85
3. 159 20
3. 160 28
3. 161 28
3. 162 21
3. 163 13
3. 164 54
3. 165 50
3. 166 56
3. 167 62
3. 168 37
3. 169 33
3. 170 101
3. 171 37
3. 172 49
3. 173 93
3. 174 92
3. 175 43
3. 176 98
3. 177 79
3. 178 27
3. 179 63
3. 180 20
3. 181 55
3. 182 80
3. 183 22
3. 184 47
3. 185 57
3. 186 62
3. 187 90
3. 188 78
3. 189 106
3. 190 60
3. 191 68
3. 192 96
3. 193 19
3. 194 98
3. 195 72
3. 196 106
3. 197 113
3. 198 67
3. 199 43
4. 0 22
4. 1 61
4. 2 100
4. 3 80
4. 4 41
4. 5 66
4. 6 105
4. 7 58
4. 8 24
4. 9 41
4. 10 32
4. 11 84
4. 12 86
4. 13 86
4. 14 46
4. 15 74
4. 16 94
4. 17 76
4. 18 92
4. 19 36
4. 20 104
4. 21 26
4. 22 58
4. 23 70
4. 24 28
4. 25 29
4. 26 13
4. 27 17
4. 28 24
4. 29 96
4. 30 87
4. 31 39
4. 32 9
4. 33 83
4. 34 88
4. 35 111
4. 36 47
4. 37 72
4. 38 58
4. 39 45
4. 40 37
4. 41 66
4. 42 92
4. 43 76
4. 44 111
4. 45 100
4. 46 73
4. 47 35
4. 48 62
4. 49 108
4. 50 68
4. 51 84
4. 52 39
4. 53 59
4. 54 7
4. 55 72
4. 56 28
4. 57 104
4. 58 27
4. 59 59
4. 60 66
4. 61 49
4. 62 94
4. 63 35
4. 64 75
4. 65 52
4. 66 84
4. 67 14
4. 68 25
4. 69 115
4. 70 13
4. 71 29
4. 72 80
4. 73 15
4. 74 100
4. 75 14
4. 76 50
4. 77 95
4. 78 67
4. 79 16
4. 80 102
4. 81 79
4. 82 33
4. 83 15
4. 84 15
4. 85 59
4. 86 61
4. 87 62
4. 88 78
4. 89 76
4. 90 60
4. 91 77
4. 92 80
4. 93 102
4. 94 16
4. 95 78
4. 96 85
4. 97 65
4. 98 93
4. 99 116
4. 100 60
4. 101 22
4. 102 64
4. 103 59
4. 104 69
4. 105 108
4. 106 18
4. 107 35
4. 108 52
4. 109 53
4. 110 81
4. 111 103
4. 112 17
4. 113 53
4. 114 102
4. 115 78
4. 116 76
4. 117 44
4. 118 54
4. 119 65
4. 120 45
4. 121 57
4. 122 57
4. 123 84
4. 124 32
4. 125 47
4. 126 79
4. 127 78
4. 128 78
4. 129 39
4. 130 59
4. 131 102
4. 132 55
4. 133 81
4. 134 35
4. 135 85
4. 136 108
4. 137 31
4. 138 80
4. 139 75
4. 140 12
4. 141 100
4. 142 86
4. 143 69
4. 144 82
4. 145 43
4. 146 45
4. 147 41
4. 148 99
4. 149 34
4. 150 42
4. 151 117
4. 152 76
4. 153 23
4. 154 82
4. 155 64
4. 156 34
4. 157 42
4. 158 58
4. 159 47
4. 160 26
4. 161 97
4. 162 78
4. 163 105
4. 164 62
4. 165 64
4. 166 85
4. 167 81
4. 168 20
4. 169 69
4. 170 114
4. 171 77
4. 172 43
4. 173 41
4. 174 43
4. 175 67
4. 176 25
4. 177 100
4. 178 21
4. 179 16
4. 180 11
4. 181 93
4. 182 49
4. 183 31
4. 184 67
4. 185 30
4. 186 25
4. 187 16
4. 188 36
4. 189 41
4. 190 58
4. 191 42
4. 192 54
4. 193 42
4. 194 56
4. 195 37
4. 196 28
4. 197 103
4. 198 86
4. 199 63
5. 0 95
5. 1 71
5. 2 20
5. 3 46
5. 4 49
5. 5 27
5. 6 68
5. 7 54
5. 8 26
5. 9 59
5. 10 105
5. 11 58
5. 12 98
5. 13 83
5. 14 11
5. 15 65
5. 16 104
5. 17 40
5. 18 56
5. 19 45
5. 20 35
5. 21 90
5. 22 103
5. 23 80
5. 24 77
5. 25 59
5. 26 30
5. 27 113
5. 28 50
5. 29 36
5. 30 2
5. 31 30
5. 32 40
5. 33 49
5. 34 91
5. 35 44
5. 36 6
5. 37 88
5. 38 44
5. 39 68
5. 40 18
5. 41 15
5. 42 79
5. 43 64
5. 44 94
5. 45 53
5. 46 97
5. 47 38
5. 48 69
5. 49 55
5. 50 54
5. 51 60
5. 52 67
5. 53 88
5. 54 42
5. 55 102
5. 56 45
5. 57 76
5. 58 54
5. 59 33
5. 60 40
5. 61 62
5. 62 46
5. 63 20
5. 64 89
5. 65 38
5. 66 71
5. 67 22
5. 68 23
5. 69 80
5. 70 93
5. 71 12
5. 72 108
5. 73 92
5. 74 83
5. 75 31
5. 76 103
5. 77 13
5. 78 92
5. 79 72
5. 80 36
5. 81 82
5. 82 46
