set j job /0*99/;
set i machine /0*4/;
parameter c(i,j)/
0. 0 83
0. 1 93
0. 2 84
0. 3 45
0. 4 60
0. 5 54
0. 6 43
0. 7 67
0. 8 75
0. 9 43
0. 10 31
0. 11 91
0. 12 72
0. 13 15
0. 14 41
0. 15 85
0. 16 70
0. 17 99
0. 18 37
0. 19 7
0. 20 97
0. 21 107
0. 22 25
0. 23 40
0. 24 62
0. 25 86
0. 26 83
0. 27 8
0. 28 84
0. 29 88
0. 30 42
0. 31 53
0. 32 75
0. 33 56
0. 34 48
0. 35 77
0. 36 54
0. 37 28
0. 38 34
0. 39 89
0. 40 99
0. 41 57
0. 42 17
0. 43 44
0. 44 51
0. 45 31
0. 46 47
0. 47 96
0. 48 99
0. 49 24
0. 50 8
0. 51 16
0. 52 36
0. 53 83
0. 54 89
0. 55 100
0. 56 43
0. 57 100
0. 58 44
0. 59 27
0. 60 52
0. 61 17
0. 62 99
0. 63 62
0. 64 42
0. 65 38
0. 66 15
0. 67 7
0. 68 97
0. 69 47
0. 70 21
0. 71 91
0. 72 99
0. 73 95
0. 74 111
0. 75 42
0. 76 95
0. 77 30
0. 78 78
0. 79 49
0. 80 96
0. 81 75
0. 82 45
0. 83 113
0. 84 63
0. 85 48
0. 86 19
0. 87 75
0. 88 92
0. 89 88
0. 90 27
0. 91 102
0. 92 87
0. 93 15
0. 94 64
0. 95 17
0. 96 54
0. 97 47
0. 98 44
0. 99 91
1. 0 45
1. 1 60
1. 2 84
1. 3 71
1. 4 64
1. 5 24
1. 6 53
1. 7 23
1. 8 26
1. 9 29
1. 10 58
1. 11 78
1. 12 22
1. 13 64
1. 14 29
1. 15 86
1. 16 69
1. 17 72
1. 18 72
1. 19 59
1. 20 67
1. 21 83
1. 22 14
1. 23 10
1. 24 25
1. 25 47
1. 26 85
1. 27 66
1. 28 87
1. 29 79
1. 30 34
1. 31 14
1. 32 101
1. 33 103
1. 34 99
1. 35 96
1. 36 65
1. 37 90
1. 38 85
1. 39 44
1. 40 30
1. 41 80
1. 42 22
1. 43 87
1. 44 25
1. 45 39
1. 46 3
1. 47 97
1. 48 104
1. 49 22
1. 50 92
1. 51 90
1. 52 10
1. 53 52
1. 54 87
1. 55 119
1. 56 62
1. 57 13
1. 58 114
1. 59 70
1. 60 77
1. 61 86
1. 62 92
1. 63 113
1. 64 45
1. 65 47
1. 66 71
1. 67 44
1. 68 74
1. 69 26
1. 70 91
1. 71 49
1. 72 35
1. 73 65
1. 74 38
1. 75 95
1. 76 12
1. 77 33
1. 78 92
1. 79 80
1. 80 82
1. 81 111
1. 82 77
1. 83 86
1. 84 66
1. 85 60
1. 86 112
1. 87 95
1. 88 18
1. 89 99
1. 90 102
1. 91 24
1. 92 23
1. 93 96
1. 94 42
1. 95 78
1. 96 40
1. 97 74
1. 98 81
1. 99 87
2. 0 104
2. 1 99
2. 2 77
2. 3 57
2. 4 32
2. 5 104
2. 6 84
2. 7 11
2. 8 13
2. 9 60
2. 10 41
