set j job /0*99/;
set i machine /0*4/;
parameter c(i,j)/
0. 0 26
0. 1 35
0. 2 13
0. 3 21
0. 4 21
0. 5 12
0. 6 29
0. 7 19
0. 8 30
0. 9 50
0. 10 11
0. 11 46
0. 12 34
0. 13 14
0. 14 29
0. 15 30
0. 16 34
0. 17 28
0. 18 21
0. 19 29
0. 20 16
0. 21 15
0. 22 10
0. 23 14
0. 24 33
0. 25 19
0. 26 30
0. 27 38
0. 28 14
0. 29 42
0. 30 20
0. 31 17
0. 32 47
0. 33 35
0. 34 13
0. 35 21
0. 36 10
0. 37 25
0. 38 17
0. 39 41
0. 40 29
0. 41 24
0. 42 26
0. 43 36
0. 44 26
0. 45 20
0. 46 19
0. 47 42
0. 48 40
0. 49 49
0. 50 24
0. 51 16
0. 52 35
0. 53 10
0. 54 46
0. 55 42
0. 56 21
0. 57 50
0. 58 29
0. 59 34
0. 60 13
0. 61 37
0. 62 16
0. 63 41
0. 64 41
0. 65 10
0. 66 23
0. 67 17
0. 68 41
0. 69 36
0. 70 45
0. 71 40
0. 72 15
0. 73 31
0. 74 16
0. 75 33
0. 76 24
0. 77 35
0. 78 41
0. 79 15
0. 80 26
0. 81 44
0. 82 15
0. 83 45
0. 84 27
0. 85 19
0. 86 46
0. 87 18
0. 88 32
0. 89 41
0. 90 42
0. 91 26
0. 92 25
0. 93 43
0. 94 15
0. 95 20
0. 96 12
0. 97 12
0. 98 50
0. 99 18
1. 0 24
1. 1 43
1. 2 25
1. 3 36
1. 4 39
1. 5 49
1. 6 14
1. 7 42
1. 8 40
1. 9 16
1. 10 50
1. 11 43
1. 12 38
1. 13 30
1. 14 40
1. 15 25
1. 16 18
1. 17 31
1. 18 32
1. 19 15
1. 20 14
1. 21 35
1. 22 35
1. 23 17
1. 24 38
1. 25 30
1. 26 17
1. 27 34
1. 28 50
1. 29 21
1. 30 13
1. 31 37
1. 32 16
1. 33 28
1. 34 49
1. 35 27
1. 36 32
1. 37 24
1. 38 45
1. 39 30
1. 40 33
1. 41 32
1. 42 10
1. 43 31
1. 44 45
1. 45 31
1. 46 14
1. 47 27
1. 48 16
1. 49 27
1. 50 41
1. 51 40
1. 52 45
1. 53 44
1. 54 50
1. 55 14
1. 56 19
1. 57 41
1. 58 36
1. 59 21
1. 60 43
1. 61 25
1. 62 30
1. 63 42
1. 64 20
1. 65 48
1. 66 17
1. 67 34
1. 68 12
1. 69 35
1. 70 46
1. 71 39
1. 72 23
1. 73 18
1. 74 27
1. 75 28
1. 76 19
1. 77 41
1. 78 12
1. 79 39
1. 80 12
1. 81 13
1. 82 42
1. 83 39
1. 84 42
1. 85 50
1. 86 41
1. 87 19
1. 88 42
1. 89 26
1. 90 21
1. 91 17
1. 92 46
1. 93 23
1. 94 48
1. 95 40
1. 96 17
1. 97 23
1. 98 49
1. 99 10
2. 0 40
2. 1 45
2. 2 27
2. 3 33
2. 4 16
2. 5 19
2. 6 13
2. 7 20
2. 8 19
2. 9 21
2. 10 17
2. 11 48
2. 12 24
2. 13 28
2. 14 18
2. 15 19
2. 16 49
2. 17 39
2. 18 38
2. 19 35
2. 20 44
2. 21 45
2. 22 12
2. 23 39
2. 24 39
2. 25 21
2. 26 49
2. 27 38
2. 28 15
2. 29 26
2. 30 32
2. 31 12
2. 32 19
2. 33 27
2. 34 38
2. 35 12
2. 36 40
2. 37 29
2. 38 17
2. 39 11
2. 40 24
2. 41 23
2. 42 50
2. 43 40
2. 44 10
2. 45 16
2. 46 47
2. 47 45
2. 48 31
2. 49 12
2. 50 23
