set j job /0*99/;
set i machine /0*4/;
parameter c(i,j)/
0. 0 17
0. 1 40
0. 2 35
0. 3 24
0. 4 50
0. 5 15
0. 6 31
0. 7 38
0. 8 48
0. 9 18
0. 10 16
0. 11 44
0. 12 41
0. 13 10
0. 14 26
0. 15 50
0. 16 48
0. 17 20
0. 18 24
0. 19 12
0. 20 48
0. 21 24
0. 22 34
0. 23 39
0. 24 14
0. 25 32
0. 26 47
0. 27 10
0. 28 45
0. 29 15
0. 30 22
0. 31 20
0. 32 44
0. 33 41
0. 34 49
0. 35 10
0. 36 30
0. 37 46
0. 38 20
0. 39 37
0. 40 19
0. 41 12
0. 42 14
0. 43 31
0. 44 28
0. 45 22
0. 46 38
0. 47 47
0. 48 12
0. 49 29
0. 50 31
0. 51 30
0. 52 30
0. 53 29
0. 54 50
0. 55 39
0. 56 44
0. 57 23
0. 58 37
0. 59 48
0. 60 23
0. 61 18
0. 62 21
0. 63 26
0. 64 26
0. 65 22
0. 66 22
0. 67 11
0. 68 48
0. 69 19
0. 70 43
0. 71 37
0. 72 42
0. 73 34
0. 74 46
0. 75 28
0. 76 14
0. 77 50
0. 78 30
0. 79 15
0. 80 36
0. 81 42
0. 82 21
0. 83 18
0. 84 29
0. 85 38
0. 86 42
0. 87 45
0. 88 37
0. 89 39
0. 90 48
0. 91 39
0. 92 42
0. 93 50
0. 94 12
0. 95 34
0. 96 49
0. 97 12
0. 98 25
0. 99 29
1. 0 40
1. 1 34
1. 2 20
1. 3 13
1. 4 14
1. 5 49
1. 6 13
1. 7 42
1. 8 49
1. 9 43
1. 10 12
1. 11 12
1. 12 21
1. 13 31
1. 14 44
1. 15 18
1. 16 36
1. 17 44
1. 18 20
1. 19 22
1. 20 16
1. 21 50
1. 22 18
1. 23 50
1. 24 20
1. 25 13
1. 26 34
1. 27 29
1. 28 36
1. 29 50
1. 30 38
1. 31 24
1. 32 46
1. 33 19
1. 34 49
1. 35 41
1. 36 39
1. 37 33
1. 38 13
1. 39 38
1. 40 41
1. 41 23
1. 42 49
1. 43 30
1. 44 37
1. 45 20
1. 46 14
1. 47 31
1. 48 21
1. 49 30
1. 50 48
1. 51 36
1. 52 45
1. 53 36
1. 54 42
1. 55 25
1. 56 22
1. 57 45
1. 58 16
1. 59 15
1. 60 41
1. 61 19
1. 62 39
1. 63 37
1. 64 11
1. 65 11
1. 66 36
1. 67 12
1. 68 21
1. 69 10
1. 70 14
1. 71 21
1. 72 47
1. 73 38
1. 74 16
1. 75 41
1. 76 36
1. 77 39
1. 78 50
1. 79 14
1. 80 21
1. 81 47
1. 82 39
1. 83 46
1. 84 31
1. 85 24
1. 86 44
1. 87 28
1. 88 15
1. 89 25
1. 90 24
1. 91 12
1. 92 35
1. 93 19
1. 94 37
1. 95 23
1. 96 24
1. 97 35
1. 98 26
1. 99 40
2. 0 32
2. 1 13
2. 2 20
2. 3 33
2. 4 26
2. 5 46
2. 6 48
2. 7 38
2. 8 12
2. 9 49
2. 10 13
2. 11 47
2. 12 17
2. 13 13
2. 14 45
2. 15 35
2. 16 47
2. 17 13
2. 18 26
2. 19 42
2. 20 29
2. 21 29
2. 22 16
2. 23 24
2. 24 37
2. 25 33
2. 26 35
2. 27 22
2. 28 36
2. 29 24
2. 30 35
2. 31 13
2. 32 23
2. 33 43
2. 34 29
2. 35 37
2. 36 41
2. 37 32
2. 38 47
2. 39 31
2. 40 48
2. 41 15
2. 42 49
2. 43 44
2. 44 11
2. 45 39
2. 46 48
2. 47 43
2. 48 47
2. 49 49
2. 50 21
2. 51 48
2. 52 39
2. 53 35
2. 54 45
2. 55 28
2. 56 28
2. 57 11
2. 58 33
2. 59 29
2. 60 22
2. 61 22
2. 62 14
2. 63 43
2. 64 33
2. 65 30
2. 66 31
2. 67 31
2. 68 17
2. 69 12
2. 70 12
2. 71 48
2. 72 23
2. 73 40
2. 74 50
2. 75 41
2. 76 32
2. 77 19
2. 78 47
2. 79 49
2. 80 30
2. 81 24
2. 82 18
2. 83 24
2. 84 43
2. 85 13
2. 86 14
2. 87 23
2. 88 33
2. 89 39
2. 90 20
2. 91 38
2. 92 22
2. 93 21
2. 94 49
2. 95 15
2. 96 23
2. 97 32
2. 98 10
2. 99 16
3. 0 26
3. 1 31
3. 2 39
3. 3 17
3. 4 27
3. 5 25
3. 6 22
3. 7 32
3. 8 50
3. 9 43
3. 10 12
3. 11 49
3. 12 40
3. 13 44
3. 14 38
3. 15 30
3. 16 23
3. 17 42
3. 18 46
3. 19 26
3. 20 42
3. 21 45
3. 22 22
3. 23 42
3. 24 19
3. 25 40
3. 26 34
3. 27 39
3. 28 38
3. 29 39
3. 30 26
3. 31 30
3. 32 42
3. 33 39
3. 34 31
3. 35 46
3. 36 30
3. 37 49
3. 38 11
3. 39 50
3. 40 20
3. 41 22
3. 42 49
3. 43 19
3. 44 43
3. 45 19
3. 46 15
3. 47 43
3. 48 25
3. 49 27
3. 50 32
3. 51 33
3. 52 45
3. 53 49
3. 54 18
3. 55 33
3. 56 20
3. 57 49
3. 58 44
3. 59 38
3. 60 45
3. 61 46
3. 62 11
3. 63 28
3. 64 21
3. 65 18
3. 66 30
3. 67 18
3. 68 46
3. 69 32
3. 70 10
3. 71 45
3. 72 42
3. 73 21
3. 74 35
3. 75 36
3. 76 10
3. 77 31
3. 78 42
3. 79 39
3. 80 40
3. 81 25
3. 82 40
3. 83 19
3. 84 40
3. 85 37
3. 86 21
3. 87 42
3. 88 15
3. 89 44
3. 90 43
3. 91 38
3. 92 17
3. 93 17
3. 94 10
3. 95 48
3. 96 27
3. 97 19
3. 98 49
3. 99 39
4. 0 13
4. 1 28
4. 2 50
4. 3 48
4. 4 37
4. 5 12
4. 6 24
4. 7 32
4. 8 35
4. 9 49
4. 10 37
4. 11 32
4. 12 41
4. 13 41
4. 14 30
4. 15 17
4. 16 28
4. 17 49
4. 18 36
4. 19 18
4. 20 19
4. 21 13
4. 22 10
4. 23 41
4. 24 11
4. 25 49
4. 26 25
4. 27 41
4. 28 24
4. 29 40
4. 30 36
4. 31 30
4. 32 35
4. 33 18
4. 34 32
4. 35 48
4. 36 32
4. 37 37
4. 38 41
4. 39 40
4. 40 15
4. 41 11
4. 42 40
4. 43 36
4. 44 23
4. 45 26
4. 46 17
4. 47 40
4. 48 10
4. 49 48
4. 50 23
4. 51 31
4. 52 30
4. 53 12
4. 54 19
4. 55 29
4. 56 47
4. 57 41
4. 58 47
4. 59 43
4. 60 41
4. 61 28
4. 62 33
4. 63 13
4. 64 14
4. 65 32
4. 66 15
4. 67 31
4. 68 36
4. 69 45
4. 70 47
4. 71 30
4. 72 13
4. 73 24
4. 74 40
4. 75 24
4. 76 50
4. 77 44
4. 78 30
4. 79 37
4. 80 38
4. 81 49
4. 82 16
4. 83 26
4. 84 29
4. 85 45
4. 86 37
4. 87 43
4. 88 27
4. 89 27
4. 90 23
4. 91 43
4. 92 50
4. 93 40
4. 94 14
4. 95 30
4. 96 23
4. 97 29
4. 98 49
4. 99 25
/;
parameter a(i,j)/
0. 0 18
0. 1 12
0. 2 12
0. 3 13
0. 4 19
0. 5 13
0. 6 13
0. 7 9
0. 8 15
0. 9 6
0. 10 20
0. 11 23
0. 12 7
0. 13 24
0. 14 19
0. 15 15
0. 16 25
0. 17 13
0. 18 8
0. 19 19
0. 20 13
0. 21 12
0. 22 25
0. 23 7
0. 24 11
0. 25 18
0. 26 7
0. 27 24
0. 28 16
0. 29 19
0. 30 10
0. 31 16
0. 32 14
0. 33 11
0. 34 23
0. 35 21
0. 36 13
0. 37 5
0. 38 12
0. 39 10
0. 40 5
0. 41 20
0. 42 5
0. 43 14
0. 44 21
0. 45 25
0. 46 18
0. 47 22
0. 48 18
0. 49 9
0. 50 12
0. 51 6
0. 52 9
0. 53 23
0. 54 6
0. 55 11
0. 56 15
0. 57 7
0. 58 24
0. 59 12
0. 60 16
0. 61 18
0. 62 14
0. 63 15
0. 64 24
0. 65 23
0. 66 16
0. 67 7
0. 68 15
0. 69 5
0. 70 13
0. 71 22
0. 72 10
0. 73 23
0. 74 6
0. 75 25
0. 76 8
0. 77 7
0. 78 9
0. 79 11
0. 80 8
0. 81 9
0. 82 11
0. 83 13
0. 84 9
0. 85 8
0. 86 16
0. 87 13
0. 88 17
0. 89 11
0. 90 7
0. 91 8
0. 92 7
0. 93 8
0. 94 14
0. 95 14
0. 96 20
0. 97 12
0. 98 8
0. 99 11
1. 0 7
1. 1 10
1. 2 8
1. 3 13
1. 4 13
1. 5 22
1. 6 15
1. 7 6
1. 8 10
1. 9 5
1. 10 12
1. 11 8
1. 12 7
1. 13 16
1. 14 14
1. 15 22
1. 16 6
1. 17 19
1. 18 17
1. 19 23
1. 20 7
1. 21 23
1. 22 18
1. 23 22
1. 24 12
1. 25 7
1. 26 6
1. 27 5
1. 28 7
1. 29 21
1. 30 21
1. 31 18
1. 32 14
1. 33 22
1. 34 9
1. 35 15
1. 36 11
1. 37 18
1. 38 15
1. 39 21
1. 40 9
1. 41 21
1. 42 24
1. 43 15
1. 44 15
1. 45 5
1. 46 16
1. 47 24
1. 48 16
1. 49 7
1. 50 5
1. 51 11
1. 52 6
1. 53 9
1. 54 20
1. 55 7
1. 56 11
1. 57 16
1. 58 6
1. 59 24
1. 60 5
1. 61 22
1. 62 24
1. 63 5
1. 64 22
1. 65 24
1. 66 22
1. 67 18
1. 68 12
1. 69 7
1. 70 12
1. 71 21
1. 72 7
1. 73 16
1. 74 18
1. 75 12
1. 76 6
1. 77 11
1. 78 19
1. 79 20
1. 80 15
1. 81 12
1. 82 18
1. 83 5
1. 84 10
1. 85 15
1. 86 24
1. 87 12
1. 88 12
1. 89 22
1. 90 7
1. 91 17
1. 92 23
1. 93 24
1. 94 10
1. 95 20
1. 96 18
1. 97 7
1. 98 8
1. 99 8
2. 0 16
2. 1 20
2. 2 24
2. 3 25
2. 4 13
2. 5 21
2. 6 24
2. 7 22
2. 8 6
2. 9 17
2. 10 12
2. 11 21
2. 12 22
2. 13 14
2. 14 5
2. 15 16
2. 16 25
2. 17 16
2. 18 8
2. 19 10
2. 20 20
2. 21 14
2. 22 16
2. 23 19
2. 24 21
2. 25 10
2. 26 5
2. 27 14
2. 28 11
2. 29 6
2. 30 10
2. 31 16
2. 32 15
2. 33 19
2. 34 9
2. 35 25
2. 36 11
2. 37 7
2. 38 8
2. 39 24
2. 40 12
2. 41 25
2. 42 12
2. 43 5
2. 44 17
2. 45 22
2. 46 17
2. 47 9
2. 48 5
2. 49 24
2. 50 19
2. 51 7
2. 52 24
2. 53 9
2. 54 19
2. 55 18
2. 56 13
2. 57 20
2. 58 17
2. 59 14
2. 60 15
2. 61 20
2. 62 25
2. 63 8
2. 64 12
2. 65 24
2. 66 19
2. 67 18
2. 68 14
2. 69 12
2. 70 16
2. 71 19
2. 72 12
2. 73 9
2. 74 21
2. 75 5
2. 76 23
2. 77 24
2. 78 19
2. 79 14
2. 80 24
2. 81 25
2. 82 7
2. 83 16
2. 84 13
2. 85 6
2. 86 18
2. 87 24
2. 88 24
2. 89 22
2. 90 23
2. 91 13
2. 92 22
2. 93 11
2. 94 25
2. 95 12
2. 96 24
2. 97 6
2. 98 7
2. 99 15
3. 0 11
3. 1 18
3. 2 7
3. 3 5
3. 4 9
3. 5 18
3. 6 9
3. 7 17
3. 8 25
3. 9 17
3. 10 12
3. 11 15
3. 12 22
3. 13 18
3. 14 13
3. 15 22
3. 16 23
3. 17 9
3. 18 12
3. 19 6
3. 20 11
3. 21 25
3. 22 25
3. 23 15
3. 24 6
3. 25 7
3. 26 23
3. 27 14
3. 28 17
3. 29 15
3. 30 17
3. 31 13
3. 32 17
3. 33 11
3. 34 20
3. 35 22
3. 36 15
3. 37 16
3. 38 14
3. 39 8
3. 40 9
3. 41 20
3. 42 17
3. 43 20
3. 44 11
3. 45 19
3. 46 22
3. 47 16
3. 48 25
3. 49 5
3. 50 19
3. 51 13
3. 52 23
3. 53 8
3. 54 13
3. 55 12
3. 56 7
3. 57 20
3. 58 5
3. 59 19
3. 60 11
3. 61 11
3. 62 19
3. 63 20
3. 64 5
3. 65 21
3. 66 8
3. 67 7
3. 68 15
3. 69 20
3. 70 18
3. 71 18
3. 72 23
3. 73 17
3. 74 10
3. 75 12
3. 76 19
3. 77 16
3. 78 5
3. 79 21
3. 80 16
3. 81 8
3. 82 9
3. 83 12
3. 84 21
3. 85 7
3. 86 5
3. 87 7
3. 88 24
3. 89 25
3. 90 18
3. 91 11
3. 92 17
3. 93 11
3. 94 7
3. 95 12
3. 96 16
3. 97 23
3. 98 5
3. 99 18
4. 0 5
4. 1 23
4. 2 11
4. 3 11
4. 4 17
4. 5 17
4. 6 25
4. 7 18
4. 8 21
4. 9 12
4. 10 5
4. 11 7
4. 12 15
4. 13 15
4. 14 14
4. 15 10
4. 16 17
4. 17 12
4. 18 5
4. 19 10
4. 20 15
4. 21 24
4. 22 23
4. 23 18
4. 24 19
4. 25 5
4. 26 5
4. 27 16
4. 28 25
4. 29 15
4. 30 17
4. 31 11
4. 32 15
4. 33 11
4. 34 11
4. 35 5
4. 36 24
4. 37 11
4. 38 9
4. 39 21
4. 40 6
4. 41 6
4. 42 6
4. 43 18
4. 44 21
4. 45 5
4. 46 21
4. 47 14
4. 48 16
4. 49 5
4. 50 25
4. 51 23
4. 52 5
4. 53 20
4. 54 16
4. 55 20
4. 56 10
4. 57 18
4. 58 25
4. 59 6
4. 60 14
4. 61 23
4. 62 10
4. 63 24
4. 64 25
4. 65 5
4. 66 24
4. 67 5
4. 68 15
4. 69 19
4. 70 12
4. 71 25
4. 72 17
4. 73 9
4. 74 24
4. 75 22
4. 76 16
4. 77 7
4. 78 12
4. 79 10
4. 80 15
4. 81 5
4. 82 18
4. 83 14
4. 84 20
4. 85 25
4. 86 16
4. 87 22
4. 88 19
4. 89 9
4. 90 21
4. 91 10
4. 92 7
4. 93 12
4. 94 5
4. 95 10
4. 96 5
4. 97 21
4. 98 17
4. 99 5
/;
parameter b(i)/
0 221
1 224
2 254
3 235
4 232
/;
