set j job /0*99/;
set i machine /0*9/;
parameter c(i,j)/
0. 0 20
0. 1 46
0. 2 47
0. 3 24
0. 4 43
0. 5 35
0. 6 20
0. 7 50
0. 8 41
0. 9 36
0. 10 16
0. 11 47
0. 12 45
0. 13 17
0. 14 43
0. 15 49
0. 16 28
0. 17 35
0. 18 10
0. 19 30
0. 20 35
0. 21 12
0. 22 37
0. 23 28
0. 24 39
0. 25 32
0. 26 48
0. 27 12
0. 28 34
0. 29 48
0. 30 18
0. 31 18
0. 32 10
0. 33 23
0. 34 15
0. 35 14
0. 36 24
0. 37 17
0. 38 36
0. 39 43
0. 40 24
0. 41 40
0. 42 14
0. 43 42
0. 44 40
0. 45 23
0. 46 46
0. 47 26
0. 48 31
0. 49 42
0. 50 45
0. 51 15
0. 52 46
0. 53 35
0. 54 46
0. 55 14
0. 56 32
0. 57 21
0. 58 19
0. 59 43
0. 60 20
0. 61 17
0. 62 15
0. 63 31
0. 64 32
0. 65 43
0. 66 39
0. 67 19
0. 68 19
0. 69 22
0. 70 44
0. 71 50
0. 72 48
0. 73 17
0. 74 43
0. 75 10
0. 76 10
0. 77 30
0. 78 17
0. 79 38
0. 80 13
0. 81 15
0. 82 28
0. 83 39
0. 84 46
0. 85 23
0. 86 15
0. 87 39
0. 88 19
0. 89 24
0. 90 49
0. 91 21
0. 92 10
0. 93 24
0. 94 33
0. 95 50
0. 96 48
0. 97 19
0. 98 28
0. 99 23
1. 0 20
1. 1 39
1. 2 42
1. 3 49
1. 4 36
1. 5 26
1. 6 30
1. 7 26
1. 8 43
1. 9 41
1. 10 29
1. 11 25
1. 12 11
1. 13 22
1. 14 17
1. 15 15
1. 16 48
1. 17 28
1. 18 42
1. 19 39
1. 20 19
1. 21 32
1. 22 32
1. 23 10
1. 24 10
1. 25 35
1. 26 16
1. 27 36
1. 28 45
1. 29 14
1. 30 29
1. 31 27
1. 32 19
1. 33 20
1. 34 20
1. 35 18
1. 36 18
1. 37 30
1. 38 41
1. 39 21
1. 40 27
1. 41 29
1. 42 22
1. 43 13
1. 44 43
1. 45 42
1. 46 46
1. 47 34
1. 48 26
1. 49 30
1. 50 50
1. 51 34
1. 52 29
1. 53 24
1. 54 41
1. 55 10
1. 56 34
1. 57 29
1. 58 26
1. 59 33
1. 60 34
1. 61 41
1. 62 17
1. 63 11
1. 64 14
1. 65 12
1. 66 41
1. 67 14
1. 68 46
1. 69 25
1. 70 30
1. 71 25
1. 72 15
1. 73 16
1. 74 15
1. 75 23
1. 76 31
1. 77 39
1. 78 36
1. 79 48
1. 80 41
1. 81 18
1. 82 41
1. 83 40
1. 84 35
1. 85 50
1. 86 36
1. 87 43
1. 88 15
1. 89 30
1. 90 38
1. 91 42
1. 92 10
1. 93 20
1. 94 27
1. 95 17
1. 96 48
1. 97 27
1. 98 43
1. 99 14
2. 0 33
2. 1 33
2. 2 50
2. 3 48
2. 4 27
2. 5 33
2. 6 19
2. 7 34
2. 8 43
2. 9 49
2. 10 49
2. 11 23
2. 12 36
2. 13 28
2. 14 49
2. 15 30
2. 16 42
2. 17 24
2. 18 37
2. 19 25
2. 20 13
2. 21 33
2. 22 17
2. 23 22
2. 24 32
2. 25 20
2. 26 23
2. 27 22
2. 28 43
2. 29 48
2. 30 37
2. 31 32
2. 32 41
2. 33 24
2. 34 42
2. 35 37
2. 36 41
2. 37 36
2. 38 38
2. 39 26
2. 40 48
2. 41 16
2. 42 36
2. 43 29
2. 44 37
2. 45 27
2. 46 22
2. 47 20
2. 48 44
2. 49 16
2. 50 34
2. 51 15
2. 52 12
2. 53 42
2. 54 48
2. 55 13
2. 56 21
2. 57 20
2. 58 26
2. 59 23
2. 60 50
2. 61 22
2. 62 29
2. 63 41
2. 64 32
2. 65 42
2. 66 48
2. 67 40
2. 68 44
2. 69 36
2. 70 31
2. 71 17
2. 72 41
2. 73 32
2. 74 45
2. 75 31
2. 76 35
2. 77 30
2. 78 24
2. 79 22
2. 80 13
2. 81 38
2. 82 33
2. 83 50
2. 84 38
2. 85 28
2. 86 44
2. 87 11
2. 88 45
2. 89 26
2. 90 28
2. 91 37
2. 92 41
2. 93 31
2. 94 16
2. 95 11
2. 96 33
2. 97 32
2. 98 36
2. 99 41
3. 0 22
3. 1 47
3. 2 30
3. 3 24
3. 4 39
3. 5 19
3. 6 14
3. 7 16
3. 8 25
3. 9 20
3. 10 28
3. 11 48
3. 12 30
3. 13 13
3. 14 10
3. 15 22
3. 16 41
3. 17 12
3. 18 35
3. 19 13
3. 20 31
3. 21 34
3. 22 37
3. 23 16
3. 24 33
3. 25 43
3. 26 32
3. 27 36
3. 28 13
3. 29 14
3. 30 34
3. 31 46
3. 32 10
3. 33 14
3. 34 21
3. 35 21
3. 36 44
3. 37 47
3. 38 19
3. 39 27
3. 40 46
3. 41 30
3. 42 46
3. 43 26
3. 44 36
3. 45 16
3. 46 41
3. 47 47
3. 48 15
3. 49 24
3. 50 43
3. 51 12
3. 52 13
3. 53 28
3. 54 33
3. 55 16
3. 56 45
3. 57 33
3. 58 23
3. 59 44
3. 60 50
3. 61 34
3. 62 41
3. 63 37
3. 64 44
3. 65 12
3. 66 23
3. 67 24
3. 68 41
3. 69 13
3. 70 27
3. 71 47
3. 72 18
3. 73 20
3. 74 38
3. 75 47
3. 76 39
3. 77 26
3. 78 50
3. 79 17
3. 80 40
3. 81 23
3. 82 46
3. 83 44
3. 84 50
3. 85 21
3. 86 10
3. 87 28
3. 88 21
3. 89 28
3. 90 50
3. 91 42
3. 92 38
3. 93 48
3. 94 28
3. 95 15
3. 96 41
3. 97 45
3. 98 11
3. 99 45
4. 0 39
4. 1 47
4. 2 19
4. 3 36
4. 4 29
4. 5 41
4. 6 43
4. 7 37
4. 8 27
4. 9 12
4. 10 16
4. 11 43
4. 12 34
4. 13 14
4. 14 12
4. 15 19
4. 16 19
4. 17 16
4. 18 18
4. 19 23
4. 20 30
4. 21 22
4. 22 44
4. 23 38
4. 24 21
4. 25 39
4. 26 25
4. 27 44
4. 28 48
4. 29 42
4. 30 31
4. 31 14
4. 32 30
4. 33 23
4. 34 32
4. 35 16
4. 36 47
4. 37 31
4. 38 11
4. 39 43
4. 40 14
4. 41 13
4. 42 14
4. 43 14
4. 44 46
4. 45 14
4. 46 28
4. 47 49
4. 48 29
4. 49 44
4. 50 39
4. 51 31
4. 52 22
4. 53 17
4. 54 14
4. 55 38
4. 56 25
4. 57 20
4. 58 30
4. 59 39
4. 60 29
4. 61 24
4. 62 45
4. 63 24
4. 64 33
4. 65 48
4. 66 32
4. 67 25
4. 68 45
4. 69 17
4. 70 48
4. 71 30
4. 72 39
4. 73 18
4. 74 12
4. 75 41
4. 76 43
4. 77 48
4. 78 10
4. 79 44
4. 80 47
4. 81 42
4. 82 28
4. 83 19
4. 84 33
4. 85 26
4. 86 43
4. 87 46
4. 88 18
4. 89 34
4. 90 17
4. 91 21
4. 92 37
4. 93 20
4. 94 46
4. 95 43
4. 96 46
4. 97 14
4. 98 44
4. 99 42
5. 0 40
5. 1 36
5. 2 49
5. 3 43
5. 4 42
5. 5 41
5. 6 30
5. 7 50
5. 8 39
5. 9 28
5. 10 31
5. 11 31
5. 12 23
5. 13 19
5. 14 34
5. 15 15
5. 16 21
5. 17 29
5. 18 44
5. 19 25
5. 20 35
5. 21 29
5. 22 16
5. 23 25
5. 24 47
5. 25 28
5. 26 24
5. 27 39
5. 28 12
5. 29 45
5. 30 23
5. 31 22
5. 32 13
5. 33 12
5. 34 28
5. 35 42
5. 36 28
5. 37 47
5. 38 23
5. 39 26
5. 40 50
5. 41 37
5. 42 35
5. 43 39
5. 44 16
5. 45 12
5. 46 41
5. 47 25
5. 48 29
5. 49 14
5. 50 46
5. 51 18
5. 52 10
5. 53 26
5. 54 28
5. 55 28
5. 56 36
5. 57 13
5. 58 41
5. 59 18
5. 60 22
5. 61 10
5. 62 20
5. 63 21
5. 64 30
5. 65 39
5. 66 31
5. 67 31
5. 68 25
5. 69 28
5. 70 40
5. 71 15
5. 72 15
5. 73 46
5. 74 41
5. 75 13
5. 76 23
5. 77 49
5. 78 47
5. 79 34
5. 80 24
5. 81 21
5. 82 31
5. 83 25
5. 84 26
5. 85 32
5. 86 28
5. 87 23
5. 88 28
5. 89 32
5. 90 32
5. 91 27
5. 92 26
5. 93 12
5. 94 18
5. 95 33
5. 96 38
5. 97 19
5. 98 16
5. 99 48
6. 0 48
6. 1 50
6. 2 22
6. 3 42
6. 4 42
6. 5 33
6. 6 22
6. 7 19
6. 8 30
6. 9 20
6. 10 20
6. 11 45
6. 12 14
6. 13 15
6. 14 17
6. 15 45
6. 16 25
6. 17 43
6. 18 45
6. 19 23
6. 20 49
6. 21 27
6. 22 48
6. 23 28
6. 24 40
6. 25 17
6. 26 17
6. 27 31
6. 28 28
6. 29 24
6. 30 17
6. 31 12
6. 32 50
6. 33 40
6. 34 47
6. 35 28
6. 36 36
6. 37 27
6. 38 26
6. 39 40
6. 40 42
6. 41 11
6. 42 28
6. 43 40
6. 44 15
6. 45 12
6. 46 12
6. 47 37
6. 48 18
6. 49 46
6. 50 43
6. 51 21
6. 52 47
6. 53 33
6. 54 11
6. 55 25
6. 56 20
6. 57 25
6. 58 26
6. 59 45
6. 60 37
6. 61 13
6. 62 22
6. 63 43
6. 64 12
6. 65 40
6. 66 45
6. 67 34
6. 68 30
6. 69 26
6. 70 12
6. 71 16
6. 72 10
6. 73 13
6. 74 27
6. 75 18
6. 76 45
6. 77 38
6. 78 23
6. 79 37
6. 80 35
6. 81 12
6. 82 38
6. 83 27
6. 84 16
6. 85 49
6. 86 41
6. 87 20
6. 88 33
6. 89 20
6. 90 31
6. 91 47
6. 92 24
6. 93 35
6. 94 50
6. 95 14
6. 96 19
6. 97 37
6. 98 37
6. 99 19
7. 0 18
7. 1 35
7. 2 14
7. 3 11
7. 4 30
7. 5 49
7. 6 31
7. 7 43
7. 8 44
7. 9 43
7. 10 44
7. 11 41
7. 12 11
7. 13 27
7. 14 20
7. 15 31
7. 16 36
7. 17 47
7. 18 46
7. 19 13
7. 20 43
7. 21 18
7. 22 31
7. 23 24
7. 24 32
7. 25 26
7. 26 35
7. 27 43
7. 28 18
7. 29 50
7. 30 23
7. 31 45
7. 32 40
7. 33 28
7. 34 20
7. 35 45
7. 36 19
7. 37 44
7. 38 23
7. 39 29
7. 40 36
7. 41 30
7. 42 28
7. 43 44
7. 44 27
7. 45 42
7. 46 35
7. 47 39
7. 48 24
7. 49 44
7. 50 11
7. 51 43
7. 52 40
7. 53 23
7. 54 39
7. 55 26
7. 56 29
7. 57 14
7. 58 26
7. 59 42
7. 60 19
7. 61 43
7. 62 13
7. 63 25
7. 64 19
7. 65 29
7. 66 12
7. 67 13
7. 68 41
7. 69 39
7. 70 45
7. 71 35
7. 72 12
7. 73 50
