set j job /0*1599/;
set i machine /0*19/;
parameter c(i,j)/
0. 0 82
0. 1 138
0. 2 995
0. 3 104
0. 4 141
0. 5 32
0. 6 121
0. 7 59
0. 8 325
0. 9 991
0. 10 137
0. 11 195
0. 12 67
0. 13 107
0. 14 57
0. 15 498
0. 16 77
0. 17 241
0. 18 54
0. 19 191
0. 20 115
0. 21 495
0. 22 68
0. 23 117
0. 24 190
0. 25 44
0. 26 996
0. 27 325
0. 28 325
0. 29 246
0. 30 164
0. 31 994
0. 32 191
0. 33 249
0. 34 19
0. 35 86
0. 36 493
0. 37 249
0. 38 996
0. 39 97
0. 40 60
0. 41 491
0. 42 68
0. 43 83
0. 44 92
0. 45 110
0. 46 998
0. 47 992
0. 48 69
0. 49 331
0. 50 132
0. 51 191
0. 52 63
0. 53 243
0. 54 495
0. 55 36
0. 56 33
0. 57 996
0. 58 33
0. 59 190
0. 60 996
0. 61 161
0. 62 15
0. 63 120
0. 64 997
0. 65 64
0. 66 493
0. 67 165
0. 68 93
0. 69 69
0. 70 70
0. 71 67
0. 72 32
0. 73 493
0. 74 102
0. 75 328
0. 76 995
0. 77 115
0. 78 323
0. 79 136
0. 80 191
0. 81 996
0. 82 84
0. 83 332
0. 84 159
0. 85 46
0. 86 59
0. 87 138
0. 88 18
0. 89 66
0. 90 43
0. 91 162
0. 92 60
0. 93 25
0. 94 332
0. 95 50
0. 96 198
0. 97 48
0. 98 248
0. 99 67
0. 100 248
0. 101 990
0. 102 54
0. 103 163
0. 104 195
0. 105 328
0. 106 37
0. 107 103
0. 108 242
0. 109 999
0. 110 249
0. 111 492
0. 112 28
0. 113 66
0. 114 91
0. 115 328
0. 116 329
0. 117 50
0. 118 36
0. 119 135
0. 120 32
0. 121 996
0. 122 193
0. 123 195
0. 124 25
0. 125 46
0. 126 36
0. 127 123
0. 128 242
0. 129 242
0. 130 243
0. 131 58
0. 132 492
0. 133 123
0. 134 194
0. 135 991
0. 136 326
0. 137 156
0. 138 133
0. 139 244
0. 140 330
0. 141 194
0. 142 998
0. 143 101
0. 144 324
0. 145 48
0. 146 73
0. 147 490
0. 148 196
0. 149 16
0. 150 123
0. 151 141
0. 152 67
0. 153 47
0. 154 109
0. 155 161
0. 156 101
0. 157 56
0. 158 31
0. 159 120
0. 160 247
0. 161 81
0. 162 44
0. 163 72
0. 164 134
0. 165 192
0. 166 165
0. 167 330
0. 168 995
0. 169 324
0. 170 997
0. 171 328
0. 172 17
0. 173 101
0. 174 490
0. 175 62
0. 176 194
0. 177 104
0. 178 996
0. 179 44
0. 180 327
0. 181 62
0. 182 86
0. 183 497
0. 184 121
0. 185 192
0. 186 66
0. 187 994
0. 188 16
0. 189 995
0. 190 990
0. 191 56
0. 192 248
0. 193 29
0. 194 96
0. 195 997
0. 196 993
0. 197 329
0. 198 30
0. 199 75
0. 200 35
0. 201 27
0. 202 494
0. 203 249
0. 204 324
0. 205 199
0. 206 162
0. 207 67
0. 208 20
0. 209 24
0. 210 59
0. 211 162
0. 212 34
0. 213 331
0. 214 496
0. 215 191
0. 216 496
0. 217 31
0. 218 49
