set j job /0*1599/;
set i machine /0*39/;
parameter c(i,j)/
0. 0 17
0. 1 27
0. 2 10
0. 3 50
0. 4 20
0. 5 26
0. 6 28
0. 7 17
0. 8 17
0. 9 24
0. 10 13
0. 11 39
0. 12 36
0. 13 43
0. 14 46
0. 15 28
0. 16 11
0. 17 16
0. 18 19
0. 19 15
0. 20 35
0. 21 32
0. 22 24
0. 23 22
0. 24 24
0. 25 18
0. 26 45
0. 27 38
0. 28 50
0. 29 14
0. 30 23
0. 31 13
0. 32 25
0. 33 25
0. 34 20
0. 35 29
0. 36 48
0. 37 16
0. 38 50
0. 39 43
0. 40 40
0. 41 19
0. 42 37
0. 43 29
0. 44 21
0. 45 24
0. 46 30
0. 47 12
0. 48 39
0. 49 27
0. 50 44
0. 51 18
0. 52 26
0. 53 29
0. 54 27
0. 55 10
0. 56 26
0. 57 31
0. 58 34
0. 59 22
0. 60 47
0. 61 37
0. 62 36
0. 63 47
0. 64 28
0. 65 43
0. 66 41
0. 67 37
0. 68 24
0. 69 10
0. 70 26
0. 71 38
0. 72 45
0. 73 31
0. 74 23
0. 75 34
0. 76 15
0. 77 28
0. 78 28
0. 79 45
0. 80 16
0. 81 25
0. 82 47
0. 83 28
0. 84 39
0. 85 40
0. 86 40
0. 87 35
0. 88 33
0. 89 16
0. 90 24
0. 91 18
0. 92 18
0. 93 41
0. 94 16
0. 95 17
0. 96 43
0. 97 38
0. 98 37
0. 99 38
0. 100 11
0. 101 21
0. 102 30
0. 103 33
0. 104 44
0. 105 13
0. 106 19
0. 107 36
0. 108 45
0. 109 29
0. 110 46
0. 111 24
0. 112 11
0. 113 14
0. 114 14
0. 115 24
0. 116 46
0. 117 21
0. 118 18
0. 119 42
0. 120 27
0. 121 10
0. 122 43
0. 123 24
0. 124 23
0. 125 30
0. 126 48
0. 127 22
0. 128 27
0. 129 20
0. 130 18
0. 131 28
0. 132 12
0. 133 32
0. 134 18
0. 135 12
0. 136 32
0. 137 47
0. 138 33
0. 139 49
0. 140 39
0. 141 14
0. 142 49
0. 143 42
0. 144 36
0. 145 11
0. 146 16
0. 147 21
0. 148 43
0. 149 24
0. 150 41
0. 151 11
0. 152 16
0. 153 22
0. 154 40
0. 155 31
0. 156 20
0. 157 17
0. 158 20
0. 159 28
0. 160 43
0. 161 13
0. 162 35
0. 163 37
0. 164 14
0. 165 39
0. 166 28
0. 167 31
0. 168 24
0. 169 29
0. 170 37
0. 171 40
0. 172 31
0. 173 24
0. 174 48
0. 175 21
0. 176 40
0. 177 45
0. 178 46
0. 179 23
0. 180 48
0. 181 34
0. 182 25
0. 183 36
0. 184 28
0. 185 36
0. 186 50
0. 187 22
0. 188 36
0. 189 28
0. 190 23
0. 191 36
0. 192 14
0. 193 12
0. 194 20
0. 195 48
0. 196 27
0. 197 13
0. 198 23
0. 199 16
0. 200 22
0. 201 27
0. 202 45
0. 203 10
0. 204 35
0. 205 31
0. 206 13
0. 207 40
0. 208 40
0. 209 37
0. 210 16
0. 211 29
0. 212 20
0. 213 44
0. 214 15
0. 215 39
0. 216 32
0. 217 46
0. 218 25
0. 219 14
0. 220 34
0. 221 22
0. 222 30
0. 223 38
0. 224 48
0. 225 25
0. 226 31
0. 227 32
0. 228 42
0. 229 16
0. 230 45
0. 231 11
0. 232 47
0. 233 44
0. 234 33
0. 235 32
0. 236 50
0. 237 20
0. 238 41
0. 239 46
0. 240 33
0. 241 41
0. 242 47
0. 243 29
0. 244 25
0. 245 22
0. 246 15
0. 247 18
0. 248 23
0. 249 17
0. 250 46
0. 251 16
0. 252 44
0. 253 10
0. 254 16
0. 255 18
0. 256 31
0. 257 32
0. 258 45
0. 259 38
0. 260 32
0. 261 41
0. 262 20
0. 263 49
0. 264 22
0. 265 10
0. 266 21
0. 267 49
0. 268 12
0. 269 29
0. 270 26
0. 271 20
0. 272 40
0. 273 44
0. 274 14
0. 275 47
0. 276 26
0. 277 31
0. 278 34
0. 279 44
0. 280 15
0. 281 11
0. 282 31
0. 283 28
0. 284 36
0. 285 16
0. 286 41
0. 287 36
0. 288 37
0. 289 26
0. 290 42
0. 291 25
0. 292 36
0. 293 16
0. 294 39
0. 295 32
0. 296 16
0. 297 35
0. 298 29
0. 299 39
0. 300 48
0. 301 27
0. 302 29
0. 303 18
0. 304 23
0. 305 45
0. 306 43
0. 307 16
0. 308 11
0. 309 22
0. 310 40
0. 311 16
0. 312 49
0. 313 20
0. 314 24
0. 315 44
0. 316 45
0. 317 38
0. 318 43
0. 319 21
0. 320 38
0. 321 11
0. 322 47
0. 323 25
0. 324 31
0. 325 40
0. 326 31
0. 327 23
0. 328 38
0. 329 35
0. 330 43
0. 331 12
0. 332 19
0. 333 38
0. 334 31
0. 335 46
0. 336 47
0. 337 15
0. 338 15
0. 339 27
0. 340 32
0. 341 42
0. 342 46
0. 343 32
0. 344 22
0. 345 49
0. 346 29
0. 347 50
0. 348 46
0. 349 42
0. 350 47
0. 351 15
0. 352 31
0. 353 48
0. 354 46
0. 355 21
0. 356 19
0. 357 25
0. 358 10
0. 359 30
0. 360 40
0. 361 21
0. 362 48
0. 363 10
0. 364 14
0. 365 15
0. 366 16
0. 367 21
0. 368 40
0. 369 19
0. 370 21
0. 371 39
0. 372 40
0. 373 28
0. 374 27
0. 375 16
0. 376 20
0. 377 34
0. 378 15
0. 379 25
0. 380 38
0. 381 50
0. 382 36
0. 383 15
0. 384 36
0. 385 44
0. 386 25
0. 387 31
0. 388 26
0. 389 15
0. 390 33
0. 391 17
0. 392 36
0. 393 18
0. 394 33
0. 395 30
0. 396 23
0. 397 48
0. 398 13
0. 399 17
0. 400 31
0. 401 13
0. 402 28
0. 403 44
0. 404 11
0. 405 11
0. 406 42
0. 407 10
0. 408 28
0. 409 46
0. 410 33
0. 411 19
0. 412 41
0. 413 15
0. 414 41
0. 415 48
0. 416 12
0. 417 44
0. 418 18
0. 419 24
0. 420 17
0. 421 28
0. 422 38
0. 423 20
0. 424 22
0. 425 20
0. 426 30
0. 427 16
0. 428 17
0. 429 34
0. 430 50
0. 431 16
0. 432 34
0. 433 47
0. 434 50
0. 435 29
0. 436 24
0. 437 36
0. 438 28
0. 439 45
0. 440 14
0. 441 46
0. 442 13
0. 443 38
0. 444 20
0. 445 26
0. 446 11
0. 447 12
0. 448 25
0. 449 22
0. 450 16
0. 451 41
0. 452 21
0. 453 12
0. 454 47
0. 455 27
0. 456 20
