set j job /0*99/;
set i machine /0*19/;
parameter c(i,j)/
0. 0 50
0. 1 15
0. 2 31
0. 3 24
0. 4 49
0. 5 36
0. 6 19
0. 7 42
0. 8 38
0. 9 43
0. 10 10
0. 11 47
0. 12 13
0. 13 48
0. 14 13
0. 15 33
0. 16 18
0. 17 37
0. 18 28
0. 19 41
0. 20 33
0. 21 42
0. 22 43
0. 23 31
0. 24 47
0. 25 26
0. 26 17
0. 27 48
0. 28 21
0. 29 23
0. 30 25
0. 31 42
0. 32 36
0. 33 50
0. 34 21
0. 35 40
0. 36 28
0. 37 28
0. 38 16
0. 39 41
0. 40 20
0. 41 37
0. 42 16
0. 43 24
0. 44 14
0. 45 50
0. 46 39
0. 47 23
0. 48 35
0. 49 44
0. 50 31
0. 51 20
0. 52 34
0. 53 26
0. 54 40
0. 55 33
0. 56 47
0. 57 40
0. 58 36
0. 59 37
0. 60 38
0. 61 30
0. 62 43
0. 63 34
0. 64 27
0. 65 17
0. 66 14
0. 67 37
0. 68 11
0. 69 49
0. 70 15
0. 71 21
0. 72 35
0. 73 48
0. 74 44
0. 75 22
0. 76 45
0. 77 43
0. 78 42
0. 79 39
0. 80 37
0. 81 15
0. 82 35
0. 83 34
0. 84 20
0. 85 39
0. 86 29
0. 87 35
0. 88 18
0. 89 34
0. 90 44
0. 91 23
0. 92 34
0. 93 16
0. 94 28
0. 95 34
0. 96 38
0. 97 41
0. 98 41
0. 99 44
1. 0 33
1. 1 29
1. 2 46
1. 3 23
1. 4 47
1. 5 49
1. 6 11
1. 7 29
1. 8 26
1. 9 45
1. 10 39
1. 11 34
1. 12 10
1. 13 11
1. 14 38
1. 15 19
1. 16 31
1. 17 14
1. 18 39
1. 19 17
1. 20 41
1. 21 16
1. 22 27
1. 23 46
1. 24 36
1. 25 23
1. 26 11
1. 27 35
1. 28 29
1. 29 32
1. 30 25
1. 31 29
1. 32 16
1. 33 28
1. 34 12
1. 35 45
1. 36 48
1. 37 45
1. 38 12
1. 39 13
1. 40 47
1. 41 41
1. 42 38
1. 43 43
1. 44 48
1. 45 35
1. 46 10
1. 47 13
1. 48 29
1. 49 15
1. 50 50
1. 51 40
1. 52 15
1. 53 26
1. 54 25
1. 55 42
1. 56 31
1. 57 19
1. 58 18
1. 59 31
1. 60 24
1. 61 10
1. 62 24
1. 63 19
1. 64 44
1. 65 32
1. 66 13
1. 67 45
1. 68 10
1. 69 29
1. 70 34
1. 71 42
1. 72 38
1. 73 26
1. 74 40
1. 75 17
1. 76 23
1. 77 44
1. 78 17
1. 79 34
1. 80 22
1. 81 35
1. 82 38
1. 83 39
1. 84 29
1. 85 11
1. 86 11
1. 87 46
1. 88 12
1. 89 26
1. 90 27
1. 91 14
1. 92 28
1. 93 26
1. 94 32
1. 95 20
1. 96 47
1. 97 39
1. 98 22
1. 99 18
2. 0 13
2. 1 20
2. 2 35
2. 3 38
2. 4 12
2. 5 44
2. 6 41
2. 7 30
2. 8 35
2. 9 18
2. 10 18
2. 11 34
2. 12 19
2. 13 33
2. 14 11
2. 15 30
2. 16 30
2. 17 25
2. 18 13
2. 19 33
2. 20 17
2. 21 31
2. 22 10
2. 23 15
2. 24 32
2. 25 37
2. 26 11
2. 27 16
2. 28 35
2. 29 13
2. 30 44
2. 31 44
2. 32 39
2. 33 31
2. 34 29
2. 35 28
2. 36 29
2. 37 26
2. 38 31
2. 39 29
2. 40 48
2. 41 12
2. 42 24
2. 43 29
2. 44 35
2. 45 19
2. 46 13
2. 47 29
2. 48 32
2. 49 34
2. 50 30
2. 51 38
2. 52 45
2. 53 30
2. 54 15
2. 55 24
2. 56 10
2. 57 27
2. 58 23
2. 59 10
2. 60 25
2. 61 49
2. 62 39
2. 63 32
2. 64 50
2. 65 19
2. 66 46
2. 67 12
2. 68 31
2. 69 36
2. 70 33
2. 71 46
2. 72 45
2. 73 27
2. 74 22
2. 75 10
2. 76 48
2. 77 12
2. 78 41
2. 79 49
2. 80 33
2. 81 30
2. 82 38
2. 83 31
2. 84 19
2. 85 29
2. 86 41
2. 87 27
2. 88 43
2. 89 15
2. 90 20
2. 91 24
2. 92 38
2. 93 48
2. 94 39
2. 95 18
2. 96 38
2. 97 11
2. 98 45
2. 99 14
3. 0 42
3. 1 20
3. 2 23
3. 3 25
3. 4 39
3. 5 11
3. 6 12
3. 7 30
3. 8 39
3. 9 39
3. 10 44
3. 11 21
3. 12 12
3. 13 36
3. 14 25
3. 15 44
3. 16 28
3. 17 42
3. 18 41
3. 19 12
3. 20 28
3. 21 43
3. 22 49
3. 23 19
3. 24 16
3. 25 43
3. 26 33
3. 27 33
3. 28 13
3. 29 25
3. 30 42
3. 31 33
3. 32 13
3. 33 20
3. 34 12
3. 35 36
3. 36 21
3. 37 23
3. 38 48
3. 39 37
3. 40 34
3. 41 14
3. 42 47
3. 43 38
3. 44 17
3. 45 21
3. 46 33
3. 47 46
3. 48 43
3. 49 12
3. 50 44
3. 51 47
3. 52 14
3. 53 24
3. 54 10
3. 55 12
3. 56 28
3. 57 33
3. 58 42
3. 59 26
3. 60 15
3. 61 24
3. 62 26
3. 63 49
3. 64 17
3. 65 42
3. 66 46
3. 67 21
3. 68 10
3. 69 32
3. 70 36
3. 71 40
3. 72 22
3. 73 23
3. 74 27
3. 75 28
3. 76 34
3. 77 26
3. 78 37
3. 79 25
3. 80 38
3. 81 11
3. 82 30
3. 83 32
3. 84 30
3. 85 20
3. 86 17
3. 87 45
3. 88 23
3. 89 27
3. 90 40
3. 91 28
3. 92 22
3. 93 44
3. 94 40
3. 95 17
3. 96 11
3. 97 21
3. 98 41
3. 99 46
4. 0 48
4. 1 31
4. 2 17
4. 3 26
4. 4 36
4. 5 40
4. 6 37
4. 7 41
4. 8 35
4. 9 38
4. 10 27
4. 11 30
4. 12 33
4. 13 40
4. 14 14
4. 15 34
4. 16 49
4. 17 42
4. 18 40
4. 19 10
4. 20 37
4. 21 44
4. 22 35
4. 23 26
4. 24 39
4. 25 25
4. 26 20
4. 27 36
4. 28 36
4. 29 23
4. 30 30
4. 31 11
4. 32 39
4. 33 47
4. 34 48
4. 35 43
4. 36 32
4. 37 46
4. 38 42
4. 39 44
4. 40 15
4. 41 34
4. 42 48
4. 43 46
4. 44 10
4. 45 27
4. 46 47
4. 47 32
4. 48 26
4. 49 48
4. 50 18
4. 51 26
4. 52 29
4. 53 29
4. 54 30
4. 55 48
4. 56 12
4. 57 19
4. 58 37
4. 59 21
4. 60 15
4. 61 42
4. 62 38
4. 63 20
4. 64 31
4. 65 11
4. 66 36
4. 67 34
4. 68 11
4. 69 31
4. 70 39
4. 71 42
4. 72 37
4. 73 19
4. 74 34
4. 75 36
4. 76 36
4. 77 30
4. 78 49
4. 79 50
4. 80 23
4. 81 24
4. 82 29
4. 83 26
4. 84 40
4. 85 17
4. 86 21
4. 87 37
4. 88 35
4. 89 28
4. 90 14
4. 91 25
4. 92 38
4. 93 39
4. 94 46
4. 95 12
4. 96 16
4. 97 48
4. 98 23
4. 99 44
5. 0 18
5. 1 37
5. 2 23
5. 3 41
5. 4 22
5. 5 30
5. 6 18
5. 7 24
5. 8 21
5. 9 37
5. 10 16
5. 11 24
5. 12 45
5. 13 31
5. 14 40
5. 15 44
5. 16 37
5. 17 13
5. 18 38
5. 19 18
5. 20 21
5. 21 38
5. 22 50
5. 23 42
5. 24 36
5. 25 26
5. 26 24
5. 27 47
5. 28 13
5. 29 27
5. 30 27
5. 31 14
5. 32 20
5. 33 29
5. 34 20
5. 35 43
5. 36 38
5. 37 48
5. 38 45
5. 39 13
5. 40 39
5. 41 42
5. 42 21
5. 43 14
5. 44 39
5. 45 30
5. 46 36
5. 47 10
5. 48 29
5. 49 30
5. 50 23
5. 51 14
5. 52 31
5. 53 28
5. 54 14
5. 55 42
5. 56 25
5. 57 23
5. 58 22
5. 59 20
5. 60 20
5. 61 49
5. 62 36
5. 63 27
5. 64 29
5. 65 27
5. 66 11
5. 67 11
5. 68 14
5. 69 44
5. 70 11
5. 71 25
5. 72 47
5. 73 50
5. 74 45
5. 75 38
5. 76 16
5. 77 18
5. 78 11
5. 79 37
5. 80 30
5. 81 48
5. 82 35
5. 83 48
5. 84 26
5. 85 44
5. 86 33
5. 87 15
5. 88 25
5. 89 18
5. 90 40
5. 91 30
5. 92 20
5. 93 41
5. 94 14
5. 95 22
5. 96 19
5. 97 14
5. 98 50
5. 99 27
6. 0 27
6. 1 20
6. 2 30
6. 3 16
6. 4 47
6. 5 34
6. 6 27
6. 7 29
6. 8 14
6. 9 16
6. 10 19
6. 11 11
6. 12 17
6. 13 17
6. 14 44
6. 15 18
6. 16 34
6. 17 41
6. 18 46
6. 19 12
6. 20 18
6. 21 49
6. 22 31
6. 23 50
6. 24 23
6. 25 41
6. 26 19
6. 27 37
6. 28 11
6. 29 28
6. 30 23
6. 31 50
6. 32 14
6. 33 46
6. 34 28
6. 35 49
6. 36 43
6. 37 15
6. 38 17
6. 39 44
6. 40 11
6. 41 37
6. 42 43
6. 43 44
6. 44 12
6. 45 17
6. 46 15
6. 47 25
6. 48 24
6. 49 43
6. 50 45
6. 51 20
6. 52 32
6. 53 41
6. 54 25
6. 55 14
6. 56 17
6. 57 34
6. 58 43
6. 59 10
6. 60 28
6. 61 29
6. 62 13
6. 63 38
6. 64 18
6. 65 18
6. 66 22
6. 67 36
6. 68 44
6. 69 24
6. 70 22
6. 71 14
6. 72 50
6. 73 40
6. 74 39
6. 75 20
6. 76 39
6. 77 15
6. 78 26
6. 79 46
6. 80 31
6. 81 21
6. 82 37
6. 83 46
6. 84 17
6. 85 50
6. 86 43
6. 87 16
6. 88 20
6. 89 37
6. 90 49
6. 91 17
6. 92 15
6. 93 30
6. 94 15
6. 95 28
6. 96 25
6. 97 26
6. 98 49
6. 99 37
7. 0 24
7. 1 21
7. 2 39
7. 3 33
7. 4 38
7. 5 14
7. 6 21
7. 7 45
7. 8 47
7. 9 28
7. 10 30
7. 11 17
7. 12 32
7. 13 17
7. 14 41
7. 15 32
7. 16 49
7. 17 18
7. 18 19
7. 19 27
7. 20 28
7. 21 10
7. 22 15
7. 23 34
7. 24 44
7. 25 13
7. 26 19
7. 27 17
7. 28 44
7. 29 22
7. 30 33
7. 31 44
7. 32 39
7. 33 12
7. 34 21
7. 35 30
7. 36 25
7. 37 19
7. 38 13
7. 39 44
7. 40 27
7. 41 41
7. 42 12
7. 43 36
7. 44 29
7. 45 23
7. 46 12
7. 47 26
7. 48 44
7. 49 19
7. 50 46
7. 51 16
7. 52 25
7. 53 29
7. 54 16
7. 55 13
7. 56 28
7. 57 47
7. 58 48
7. 59 40
7. 60 28
7. 61 34
7. 62 36
7. 63 32
7. 64 28
7. 65 16
7. 66 35
7. 67 15
7. 68 47
7. 69 19
7. 70 16
7. 71 39
7. 72 17
7. 73 47
7. 74 33
7. 75 34
7. 76 48
7. 77 15
7. 78 39
7. 79 49
7. 80 46
7. 81 14
7. 82 45
7. 83 33
7. 84 17
7. 85 32
7. 86 16
7. 87 48
7. 88 46
7. 89 49
7. 90 37
7. 91 50
7. 92 35
7. 93 32
7. 94 12
7. 95 32
7. 96 15
7. 97 17
7. 98 20
7. 99 38
8. 0 40
8. 1 10
8. 2 42
8. 3 33
8. 4 15
8. 5 49
8. 6 25
8. 7 25
8. 8 15
8. 9 43
8. 10 20
8. 11 21
8. 12 18
8. 13 12
8. 14 11
8. 15 44
8. 16 35
8. 17 30
8. 18 37
8. 19 49
8. 20 18
8. 21 26
8. 22 37
8. 23 39
8. 24 26
8. 25 19
8. 26 10
8. 27 15
8. 28 29
8. 29 50
8. 30 30
8. 31 22
8. 32 47
8. 33 17
8. 34 38
8. 35 46
8. 36 26
8. 37 19
8. 38 36
8. 39 22
8. 40 48
8. 41 20
8. 42 33
8. 43 45
8. 44 13
8. 45 32
8. 46 19
8. 47 16
8. 48 10
8. 49 21
8. 50 30
8. 51 25
8. 52 31
8. 53 36
8. 54 11
8. 55 38
8. 56 24
8. 57 26
8. 58 13
8. 59 11
8. 60 21
8. 61 36
8. 62 33
8. 63 16
8. 64 12
8. 65 12
8. 66 44
8. 67 36
8. 68 17
8. 69 16
8. 70 27
8. 71 34
8. 72 38
8. 73 13
8. 74 47
8. 75 39
8. 76 43
8. 77 21
8. 78 10
8. 79 36
8. 80 22
8. 81 33
8. 82 45
8. 83 47
8. 84 14
8. 85 22
8. 86 40
8. 87 37
8. 88 40
8. 89 32
8. 90 14
8. 91 29
8. 92 25
8. 93 29
8. 94 30
8. 95 24
8. 96 27
8. 97 37
8. 98 34
8. 99 23
9. 0 38
9. 1 32
9. 2 33
9. 3 29
9. 4 28
9. 5 37
9. 6 42
9. 7 19
9. 8 44
9. 9 15
9. 10 45
9. 11 25
9. 12 10
9. 13 41
9. 14 20
9. 15 41
9. 16 20
9. 17 17
9. 18 33
9. 19 24
9. 20 23
9. 21 46
9. 22 26
9. 23 14
9. 24 40
9. 25 49
9. 26 16
9. 27 49
9. 28 44
9. 29 41
9. 30 37
9. 31 43
9. 32 25
9. 33 20
9. 34 42
9. 35 17
9. 36 43
9. 37 11
9. 38 16
9. 39 24
9. 40 37
9. 41 20
9. 42 12
