set j job /0*399/;
set i machine /0*9/;
parameter c(i,j)/
0. 0 81
0. 1 64
0. 2 5
0. 3 61
0. 4 67
0. 5 97
0. 6 74
0. 7 97
0. 8 32
0. 9 25
0. 10 50
0. 11 48
0. 12 91
0. 13 74
0. 14 82
0. 15 16
0. 16 82
0. 17 43
0. 18 83
0. 19 52
0. 20 74
0. 21 26
0. 22 83
0. 23 69
0. 24 55
0. 25 87
0. 26 23
0. 27 42
0. 28 27
0. 29 43
0. 30 46
0. 31 11
0. 32 51
0. 33 34
0. 34 105
0. 35 81
0. 36 19
0. 37 31
0. 38 11
0. 39 64
0. 40 79
0. 41 23
0. 42 82
0. 43 70
0. 44 75
0. 45 76
0. 46 20
0. 47 10
0. 48 72
0. 49 28
0. 50 51
0. 51 59
0. 52 77
0. 53 42
0. 54 20
0. 55 108
0. 56 92
0. 57 2
0. 58 105
0. 59 49
0. 60 15
0. 61 60
0. 62 112
0. 63 57
0. 64 11
0. 65 76
0. 66 15
0. 67 59
0. 68 76
0. 69 76
0. 70 79
0. 71 79
0. 72 110
0. 73 26
0. 74 77
0. 75 30
0. 76 15
0. 77 67
0. 78 31
0. 79 70
0. 80 45
0. 81 22
0. 82 85
0. 83 22
0. 84 53
0. 85 91
0. 86 90
0. 87 66
0. 88 111
0. 89 84
0. 90 103
0. 91 60
0. 92 81
0. 93 107
0. 94 26
0. 95 96
0. 96 54
0. 97 94
0. 98 39
0. 99 77
0. 100 40
0. 101 10
0. 102 86
0. 103 51
0. 104 45
0. 105 33
0. 106 99
0. 107 58
0. 108 44
0. 109 20
0. 110 43
0. 111 11
0. 112 112
0. 113 75
0. 114 81
0. 115 35
0. 116 41
0. 117 97
0. 118 104
0. 119 61
0. 120 107
0. 121 20
0. 122 39
0. 123 45
0. 124 116
0. 125 103
0. 126 91
0. 127 68
0. 128 29
0. 129 49
0. 130 37
0. 131 95
0. 132 30
0. 133 65
0. 134 57
0. 135 22
0. 136 21
0. 137 60
0. 138 67
0. 139 34
0. 140 28
0. 141 40
0. 142 19
0. 143 63
0. 144 36
0. 145 97
0. 146 78
0. 147 20
0. 148 35
0. 149 102
0. 150 61
0. 151 64
0. 152 78
0. 153 93
0. 154 67
0. 155 56
0. 156 60
0. 157 100
0. 158 110
0. 159 68
0. 160 39
0. 161 77
0. 162 104
0. 163 83
0. 164 58
0. 165 49
0. 166 48
0. 167 34
0. 168 13
