set j job /0*99/;
set i machine /0*19/;
parameter c(i,j)/
0. 0 15
0. 1 15
0. 2 48
0. 3 38
0. 4 45
0. 5 16
0. 6 14
0. 7 50
0. 8 30
0. 9 35
0. 10 29
0. 11 19
0. 12 43
0. 13 33
0. 14 26
0. 15 21
0. 16 16
0. 17 29
0. 18 45
0. 19 26
0. 20 40
0. 21 19
0. 22 11
0. 23 19
0. 24 50
0. 25 16
0. 26 23
0. 27 11
0. 28 46
0. 29 29
0. 30 37
0. 31 34
0. 32 48
0. 33 14
0. 34 15
0. 35 37
0. 36 11
0. 37 39
0. 38 16
0. 39 28
0. 40 30
0. 41 43
0. 42 20
0. 43 18
0. 44 40
0. 45 28
0. 46 25
0. 47 18
0. 48 41
0. 49 33
0. 50 19
0. 51 24
0. 52 11
0. 53 11
0. 54 19
0. 55 30
0. 56 43
0. 57 20
0. 58 34
0. 59 49
0. 60 31
0. 61 25
0. 62 22
0. 63 11
0. 64 26
0. 65 11
0. 66 28
0. 67 19
0. 68 37
0. 69 32
0. 70 35
0. 71 14
0. 72 50
0. 73 41
0. 74 37
0. 75 45
0. 76 39
0. 77 15
0. 78 10
0. 79 22
0. 80 25
0. 81 26
0. 82 21
0. 83 48
0. 84 40
0. 85 31
0. 86 39
0. 87 40
0. 88 29
0. 89 17
0. 90 21
0. 91 40
0. 92 24
0. 93 20
0. 94 25
0. 95 27
0. 96 32
0. 97 47
0. 98 44
0. 99 35
1. 0 27
1. 1 45
1. 2 27
1. 3 28
1. 4 42
1. 5 42
1. 6 46
1. 7 27
1. 8 31
1. 9 49
1. 10 45
1. 11 47
1. 12 23
1. 13 22
1. 14 15
1. 15 12
1. 16 31
1. 17 11
1. 18 25
1. 19 45
1. 20 35
1. 21 14
1. 22 18
1. 23 41
1. 24 37
1. 25 11
1. 26 46
1. 27 14
1. 28 14
1. 29 29
1. 30 33
1. 31 26
1. 32 49
1. 33 11
1. 34 26
1. 35 46
1. 36 25
1. 37 46
1. 38 27
1. 39 29
1. 40 10
1. 41 33
1. 42 21
1. 43 22
1. 44 35
1. 45 26
1. 46 19
1. 47 14
1. 48 14
1. 49 13
1. 50 46
1. 51 41
1. 52 29
1. 53 46
1. 54 33
1. 55 48
1. 56 45
1. 57 50
1. 58 35
1. 59 23
1. 60 22
1. 61 15
1. 62 22
1. 63 40
1. 64 14
1. 65 39
1. 66 17
1. 67 42
1. 68 41
1. 69 43
1. 70 13
1. 71 15
1. 72 15
1. 73 41
1. 74 32
1. 75 39
1. 76 41
1. 77 30
1. 78 26
1. 79 48
1. 80 25
1. 81 27
1. 82 46
1. 83 23
1. 84 46
1. 85 16
1. 86 46
1. 87 32
1. 88 30
1. 89 29
1. 90 19
1. 91 23
1. 92 11
1. 93 13
1. 94 10
1. 95 17
1. 96 42
1. 97 40
1. 98 21
1. 99 32
2. 0 34
2. 1 13
2. 2 13
2. 3 49
2. 4 49
2. 5 31
2. 6 39
2. 7 26
2. 8 49
2. 9 13
2. 10 42
2. 11 43
2. 12 20
2. 13 50
2. 14 40
2. 15 25
2. 16 20
2. 17 20
2. 18 11
2. 19 26
2. 20 14
2. 21 16
2. 22 19
2. 23 22
2. 24 38
2. 25 17
2. 26 11
2. 27 42
2. 28 49
2. 29 17
2. 30 11
2. 31 27
2. 32 14
2. 33 43
2. 34 49
2. 35 10
2. 36 35
2. 37 16
2. 38 38
2. 39 31
2. 40 48
2. 41 27
2. 42 47
2. 43 33
2. 44 43
2. 45 48
2. 46 39
2. 47 40
2. 48 36
2. 49 18
2. 50 17
2. 51 43
2. 52 27
2. 53 45
2. 54 50
2. 55 27
2. 56 25
2. 57 12
2. 58 10
2. 59 12
2. 60 40
2. 61 22
2. 62 34
2. 63 41
2. 64 14
2. 65 50
2. 66 34
2. 67 40
2. 68 23
2. 69 12
2. 70 22
2. 71 20
2. 72 12
2. 73 29
2. 74 33
2. 75 27
2. 76 17
2. 77 38
2. 78 48
2. 79 17
2. 80 37
2. 81 42
2. 82 47
2. 83 29
2. 84 19
2. 85 39
2. 86 35
2. 87 45
2. 88 39
2. 89 10
2. 90 50
2. 91 49
2. 92 22
2. 93 37
2. 94 10
2. 95 42
2. 96 50
2. 97 16
2. 98 18
2. 99 17
3. 0 29
3. 1 49
3. 2 13
3. 3 39
3. 4 19
3. 5 47
3. 6 50
3. 7 13
3. 8 33
3. 9 45
3. 10 24
3. 11 27
3. 12 30
3. 13 29
3. 14 14
3. 15 34
3. 16 25
3. 17 50
3. 18 20
3. 19 38
3. 20 48
3. 21 14
3. 22 21
3. 23 50
3. 24 48
3. 25 48
3. 26 16
3. 27 41
3. 28 42
3. 29 39
3. 30 24
3. 31 41
3. 32 27
3. 33 41
3. 34 32
3. 35 50
3. 36 50
3. 37 15
3. 38 38
3. 39 40
3. 40 23
3. 41 21
3. 42 38
3. 43 18
3. 44 49
3. 45 29
3. 46 10
3. 47 46
3. 48 44
3. 49 16
3. 50 37
3. 51 10
3. 52 44
3. 53 12
3. 54 35
3. 55 11
3. 56 50
3. 57 12
3. 58 39
3. 59 44
3. 60 13
3. 61 38
3. 62 49
3. 63 25
3. 64 40
3. 65 33
3. 66 49
3. 67 16
3. 68 29
3. 69 21
3. 70 31
3. 71 12
3. 72 44
3. 73 50
3. 74 37
3. 75 18
3. 76 29
3. 77 38
3. 78 18
3. 79 30
3. 80 38
3. 81 50
