iteration,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,-10,-13,-12,-11,-12,-10,-13,-11,-18,-13,-10,-16,-10,-12,-11,-10,-10,-10,-10,-13,-13,-11,-11,-11,-11,-11,-11,-11,-13,-10,-11,-12,-10,-11,-10,-10,-11,-10,-11,-10,-10,-15,-12,-13,-12,-15,-10,-14,-10,-11,-11,-10,-10,-11,-11,-11,-11,-10,-10,-12,-12,-15,-10,-10,-14,-10,-10,-12,-10,-12,-11,-11,-10,-12,-11,-10,-11,-10,-10,-10,-15,-10,-14,-11,-11,-11,-10,-12,-10,-10,-14,-13,-10,-10,-10,-14,-10,-10,-11,-16
1,-10,-14,-12,-11,-13,-10,-13,-11,-18,-13,-10,-16,-10,-12,-11,-10,-10,-10,-10,-13,-13,-11,-11,-11,-12,-11,-11,-11,-13,-10,-11,-13,-11,-11,-10,-10,-11,-10,-11,-10,-10,-15,-12,-14,-12,-15,-10,-14,-10,-11,-11,-10,-11,-11,-11,-11,-11,-11,-11,-12,-13,-16,-10,-11,-14,-11,-10,-12,-10,-12,-11,-11,-10,-12,-11,-10,-11,-11,-10,-10,-15,-10,-14,-11,-11,-11,-11,-12,-11,-10,-14,-13,-11,-10,-10,-14,-10,-11,-12,-16
2,-10,-14,-12,-11,-13,-11,-14,-11,-19,-13,-10,-16,-11,-12,-11,-10,-10,-10,-11,-13,-13,-11,-11,-12,-12,-11,-11,-11,-13,-10,-11,-13,-11,-12,-10,-11,-12,-10,-12,-10,-10,-16,-13,-14,-12,-15,-10,-14,-10,-11,-11,-10,-11,-11,-11,-11,-12,-11,-11,-13,-13,-16,-10,-11,-14,-11,-10,-12,-10,-12,-11,-11,-11,-12,-11,-10,-11,-11,-10,-11,-15,-10,-14,-11,-11,-12,-11,-13,-11,-10,-15,-13,-11,-10,-10,-14,-10,-11,-12,-16
3,-10,-14,-12,-11,-13,-11,-13,-11,-19,-13,-10,-17,-11,-12,-11,-10,-10,-10,-11,-13,-13,-11,-11,-12,-12,-11,-11,-11,-13,-10,-12,-13,-11,-12,-11,-11,-12,-10,-12,-11,-10,-16,-13,-14,-12,-15,-10,-14,-10,-11,-11,-10,-11,-12,-11,-11,-12,-11,-11,-13,-13,-16,-11,-11,-14,-11,-10,-12,-11,-12,-11,-12,-11,-12,-11,-10,-11,-12,-11,-11,-15,-11,-15,-12,-11,-12,-12,-13,-11,-10,-15,-13,-11,-10,-10,-14,-10,-11,-12,-17
4,-10,-14,-12,-12,-13,-11,-13,-11,-19,-13,-10,-17,-11,-12,-12,-10,-10,-10,-11,-14,-13,-11,-12,-13,-13,-11,-12,-12,-14,-11,-12,-14,-11,-12,-11,-11,-12,-10,-12,-11,-10,-16,-13,-14,-12,-16,-10,-14,-10,-11,-11,-10,-11,-12,-11,-11,-12,-11,-11,-13,-13,-16,-11,-12,-14,-10,-10,-12,-11,-12,-12,-12,-12,-12,-11,-10,-11,-12,-11,-11,-15,-11,-15,-12,-11,-12,-12,-13,-11,-11,-15,-13,-11,-10,-10,-14,-10,-11,-12,-17
5,-10,-15,-12,-12,-13,-11,-13,-11,-19,-13,-10,-17,-12,-12,-12,-10,-10,-10,-11,-14,-13,-11,-12,-13,-13,-11,-12,-12,-14,-11,-12,-14,-12,-12,-11,-11,-12,-10,-12,-12,-10,-16,-13,-14,-12,-16,-10,-14,-10,-11,-11,-10,-11,-12,-11,-11,-12,-11,-11,-13,-13,-16,-11,-12,-14,-11,-10,-13,-11,-12,-12,-12,-12,-12,-11,-10,-11,-12,-11,-11,-15,-11,-15,-12,-11,-12,-13,-13,-12,-11,-15,-13,-12,-10,-10,-15,-11,-11,-12,-17
6,-10,-15,-12,-12,-13,-11,-13,-11,-20,-13,-10,-17,-12,-12,-12,-10,-10,-10,-11,-14,-13,-11,-12,-13,-14,-12,-12,-12,-14,-11,-12,-14,-12,-12,-12,-11,-12,-10,-12,-12,-11,-16,-13,-14,-12,-16,-11,-14,-10,-11,-11,-11,-11,-12,-11,-11,-12,-11,-11,-13,-13,-16,-11,-12,-14,-11,-10,-13,-11,-12,-12,-12,-12,-12,-11,-10,-11,-12,-11,-12,-15,-11,-15,-12,-11,-12,-13,-13,-11,-11,-15,-13,-11,-10,-10,-15,-11,-11,-13,-17
7,-10,-15,-12,-12,-13,-11,-13,-11,-20,-13,-10,-17,-13,-12,-12,-10,-11,-10,-11,-14,-13,-11,-12,-13,-14,-12,-12,-12,-15,-11,-12,-14,-12,-12,-12,-11,-12,-10,-12,-12,-11,-16,-13,-15,-12,-16,-11,-14,-10,-11,-11,-11,-11,-13,-11,-12,-12,-11,-11,-13,-13,-16,-11,-12,-14,-11,-10,-13,-12,-12,-12,-12,-12,-12,-11,-10,-11,-12,-11,-12,-15,-11,-16,-12,-11,-12,-13,-13,-12,-11,-15,-13,-11,-10,-10,-15,-11,-11,-13,-17
8,-10,-15,-13,-12,-13,-11,-13,-11,-20,-13,-10,-17,-13,-12,-12,-10,-11,-10,-11,-14,-13,-11,-12,-13,-14,-12,-12,-12,-15,-11,-12,-14,-12,-12,-12,-11,-13,-10,-13,-12,-11,-16,-13,-15,-12,-16,-11,-14,-11,-11,-11,-12,-11,-12,-11,-12,-12,-11,-11,-13,-14,-17,-11,-12,-14,-11,-10,-13,-12,-12,-12,-12,-12,-12,-11,-11,-11,-12,-11,-12,-15,-12,-16,-12,-11,-12,-13,-13,-12,-11,-15,-13,-12,-10,-10,-15,-11,-11,-13,-17
9,-10,-15,-13,-12,-13,-11,-14,-11,-20,-13,-10,-18,-13,-12,-12,-10,-11,-10,-12,-14,-13,-11,-12,-13,-14,-12,-12,-12,-15,-11,-12,-15,-12,-12,-12,-11,-13,-11,-13,-12,-11,-16,-13,-15,-12,-16,-11,-15,-11,-11,-11,-12,-11,-12,-11,-12,-12,-11,-11,-13,-14,-17,-11,-12,-15,-11,-10,-13,-12,-12,-12,-12,-12,-12,-11,-11,-12,-12,-11,-12,-15,-12,-16,-12,-11,-12,-13,-13,-12,-11,-15,-13,-12,-10,-10,-15,-11,-11,-13,-17
