iteration,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,-13,-13,-20,-13,-14,-12,-13,-32,-12,-18,-12,-12,-17,-10,-26,-17,-23,-13,-20,-12,-16,-13,-10,-24,-11,-13,-25,-10,-24,-15,-22,-13,-23,-18,-29,-10,-30,-32,-11,-31,-15,-11,-14,-19,-11,-19,-14,-31,-10,-27,-21,-30,-30,-12,-18,-25,-20,-11,-16,-15,-22,-18,-11,-13,-11,-11,-15,-11,-17,-10,-10,-21,-13,-21,-16,-24,-10,-19,-30,-14,-21,-24,-16,-18,-29,-13,-14,-23,-15,-25,-20,-12,-17,-17,-10,-15,-23,-12,-10,-16
1,-13,-13,-20,-13,-14,-12,-13,-32,-12,-18,-12,-12,-22,-10,-26,-17,-23,-13,-20,-12,-16,-13,-10,-24,-11,-13,-25,-15,-29,-15,-22,-13,-23,-18,-29,-10,-30,-32,-11,-36,-15,-11,-14,-19,-11,-19,-14,-36,-10,-27,-21,-30,-30,-12,-18,-25,-20,-11,-16,-20,-22,-18,-11,-18,-16,-16,-20,-11,-17,-10,-10,-26,-13,-21,-16,-24,-10,-24,-30,-14,-21,-24,-16,-18,-29,-13,-14,-28,-15,-30,-25,-12,-17,-17,-10,-15,-23,-12,-10,-16
2,-13,-18,-20,-18,-19,-12,-18,-32,-12,-18,-12,-12,-22,-15,-26,-17,-23,-13,-25,-12,-16,-18,-15,-29,-11,-13,-25,-15,-29,-15,-22,-13,-23,-18,-29,-10,-30,-32,-11,-36,-15,-11,-14,-19,-11,-19,-19,-36,-10,-27,-21,-30,-30,-12,-18,-25,-20,-16,-16,-20,-22,-18,-11,-18,-16,-16,-20,-11,-17,-10,-10,-26,-13,-21,-21,-29,-10,-24,-30,-19,-26,-29,-16,-18,-29,-13,-14,-28,-15,-30,-25,-17,-17,-17,-10,-15,-23,-12,-10,-16
3,-13,-18,-25,-18,-19,-12,-18,-32,-12,-18,-12,-17,-22,-15,-31,-17,-28,-18,-25,-17,-16,-18,-15,-29,-16,-13,-25,-15,-29,-20,-22,-18,-23,-18,-29,-15,-30,-32,-11,-36,-15,-11,-14,-19,-16,-19,-19,-41,-10,-27,-26,-30,-30,-17,-18,-25,-20,-16,-16,-25,-22,-18,-11,-18,-16,-21,-20,-11,-17,-10,-10,-26,-13,-21,-21,-29,-10,-24,-30,-19,-26,-24,-21,-18,-29,-13,-19,-28,-20,-25,-25,-17,-17,-17,-10,-15,-23,-12,-10,-21
4,-13,-18,-25,-18,-19,-17,-18,-32,-12,-18,-12,-17,-22,-15,-31,-17,-28,-18,-25,-17,-16,-18,-15,-29,-11,-13,-25,-15,-29,-20,-22,-18,-28,-18,-29,-15,-30,-32,-11,-36,-15,-11,-14,-24,-16,-19,-19,-41,-15,-27,-26,-30,-30,-17,-18,-30,-20,-16,-16,-25,-27,-23,-11,-18,-21,-21,-20,-11,-22,-15,-10,-31,-18,-21,-26,-29,-15,-24,-30,-19,-26,-24,-21,-18,-29,-13,-19,-33,-20,-30,-25,-17,-17,-17,-10,-20,-23,-17,-10,-21
5,-13,-18,-25,-18,-19,-17,-18,-32,-12,-18,-12,-17,-22,-15,-31,-22,-28,-18,-25,-17,-21,-18,-15,-29,-16,-18,-25,-20,-29,-20,-27,-18,-28,-23,-34,-15,-30,-32,-11,-41,-20,-11,-14,-24,-16,-24,-19,-41,-15,-27,-26,-30,-30,-17,-18,-30,-20,-16,-16,-30,-27,-23,-16,-18,-21,-21,-20,-11,-22,-15,-10,-31,-18,-21,-26,-29,-15,-24,-35,-19,-31,-24,-21,-23,-29,-13,-19,-33,-20,-30,-25,-22,-17,-17,-10,-20,-23,-17,-15,-21
6,-13,-18,-25,-18,-19,-17,-23,-37,-17,-18,-12,-17,-22,-20,-31,-22,-28,-18,-25,-17,-21,-23,-15,-29,-16,-18,-25,-20,-34,-20,-27,-18,-28,-23,-34,-20,-30,-37,-11,-41,-15,-11,-14,-24,-16,-24,-19,-46,-15,-27,-26,-35,-30,-17,-18,-30,-20,-16,-21,-30,-27,-23,-16,-18,-21,-21,-25,-16,-22,-15,-15,-31,-18,-26,-26,-29,-15,-29,-30,-19,-31,-24,-21,-23,-34,-13,-19,-33,-20,-30,-25,-22,-17,-17,-10,-20,-23,-17,-15,-21
7,-13,-23,-25,-18,-24,-17,-23,-37,-17,-18,-12,-17,-27,-20,-36,-22,-28,-18,-25,-22,-21,-23,-20,-29,-16,-18,-25,-20,-34,-20,-27,-18,-28,-23,-34,-20,-35,-37,-16,-41,-20,-11,-14,-24,-16,-24,-19,-41,-15,-27,-26,-35,-30,-17,-23,-30,-20,-21,-21,-30,-27,-23,-16,-23,-21,-21,-25,-16,-22,-15,-15,-31,-18,-26,-26,-34,-15,-29,-35,-19,-31,-24,-21,-23,-34,-13,-19,-33,-20,-30,-30,-22,-22,-17,-10,-20,-23,-17,-15,-21
8,-13,-23,-25,-18,-24,-17,-23,-37,-17,-23,-17,-17,-27,-20,-36,-22,-28,-18,-25,-22,-21,-23,-20,-34,-21,-18,-25,-20,-34,-25,-27,-18,-28,-23,-34,-20,-35,-37,-16,-41,-20,-11,-19,-24,-16,-24,-19,-46,-15,-27,-31,-35,-30,-22,-23,-30,-20,-21,-21,-30,-27,-28,-16,-23,-21,-26,-25,-16,-22,-15,-15,-31,-23,-26,-26,-34,-15,-29,-35,-19,-31,-29,-21,-23,-34,-13,-24,-33,-20,-30,-30,-22,-22,-22,-15,-20,-23,-17,-15,-21
9,-13,-23,-25,-18,-24,-22,-23,-37,-17,-23,-17,-17,-27,-20,-36,-22,-33,-23,-30,-22,-21,-23,-20,-34,-21,-18,-25,-20,-34,-25,-27,-23,-33,-23,-34,-20,-35,-37,-16,-41,-20,-16,-19,-29,-21,-24,-24,-46,-20,-27,-31,-35,-30,-22,-23,-30,-20,-21,-21,-30,-27,-28,-21,-23,-21,-26,-25,-16,-22,-15,-15,-31,-23,-26,-26,-34,-15,-29,-35,-19,-31,-29,-21,-23,-34,-13,-19,-33,-20,-30,-30,-22,-22,-22,-15,-20,-23,-17,-15,-26
