set j job /0*399/;
set i machine /0*9/;
parameter c(i,j)/
0. 0 82
0. 1 135
0. 2 999
0. 3 110
0. 4 133
0. 5 35
0. 6 115
0. 7 56
0. 8 326
0. 9 992
0. 10 140
0. 11 193
0. 12 62
0. 13 102
0. 14 57
0. 15 496
0. 16 76
0. 17 245
0. 18 60
0. 19 191
0. 20 115
0. 21 492
0. 22 70
0. 23 116
0. 24 191
0. 25 50
0. 26 992
0. 27 325
0. 28 331
0. 29 244
0. 30 165
0. 31 997
0. 32 191
0. 33 248
0. 34 18
0. 35 82
0. 36 498
0. 37 247
0. 38 996
0. 39 98
0. 40 64
0. 41 496
0. 42 71
0. 43 87
0. 44 93
0. 45 102
0. 46 992
0. 47 995
0. 48 75
0. 49 330
0. 50 139
0. 51 190
0. 52 70
0. 53 242
0. 54 495
0. 55 29
0. 56 37
0. 57 999
0. 58 35
0. 59 194
0. 60 996
0. 61 157
0. 62 13
0. 63 122
0. 64 997
0. 65 70
0. 66 498
0. 67 156
0. 68 92
0. 69 74
0. 70 69
0. 71 68
0. 72 31
0. 73 493
0. 74 102
0. 75 328
0. 76 994
0. 77 118
0. 78 330
0. 79 132
0. 80 196
0. 81 992
0. 82 80
0. 83 331
0. 84 161
0. 85 51
0. 86 56
0. 87 133
0. 88 20
0. 89 65
0. 90 36
0. 91 156
0. 92 61
0. 93 25
0. 94 330
0. 95 50
0. 96 190
0. 97 49
0. 98 245
0. 99 69
0. 100 245
0. 101 995
0. 102 53
0. 103 161
0. 104 194
0. 105 328
0. 106 36
0. 107 109
0. 108 244
0. 109 991
0. 110 243
0. 111 499
0. 112 24
0. 113 75
0. 114 91
0. 115 326
0. 116 325
0. 117 47
0. 118 33
0. 119 136
0. 120 26
0. 121 994
0. 122 199
0. 123 194
0. 124 18
0. 125 42
0. 126 40
0. 127 119
0. 128 249
0. 129 242
0. 130 246
0. 131 56
0. 132 492
0. 133 119
0. 134 190
0. 135 990
0. 136 332
0. 137 156
0. 138 133
0. 139 246
0. 140 331
0. 141 198
0. 142 991
0. 143 107
0. 144 326
0. 145 50
0. 146 79
0. 147 498
0. 148 199
0. 149 18
0. 150 120
0. 151 134
0. 152 72
0. 153 49
0. 154 107
0. 155 159
0. 156 109
0. 157 52
0. 158 28
0. 159 118
0. 160 245
0. 161 78
0. 162 42
0. 163 70
0. 164 136
0. 165 192
0. 166 163
0. 167 325
0. 168 996
0. 169 327
0. 170 993
0. 171 325
0. 172 15
0. 173 105
0. 174 490
0. 175 64
0. 176 196
0. 177 104
0. 178 997
0. 179 39
0. 180 330
0. 181 64
0. 182 83
0. 183 496
0. 184 115
0. 185 190
0. 186 71
0. 187 995
0. 188 11
0. 189 991
0. 190 991
0. 191 53
0. 192 243
0. 193 24
0. 194 97
0. 195 998
0. 196 996
0. 197 332
0. 198 31
0. 199 70
0. 200 31
0. 201 32
0. 202 492
0. 203 249
0. 204 329
0. 205 195
0. 206 156
0. 207 72
0. 208 22
0. 209 22
0. 210 60
0. 211 163
0. 212 31
0. 213 324
0. 214 496
0. 215 198
0. 216 491
0. 217 29
0. 218 44
0. 219 46
0. 220 995
0. 221 58
0. 222 57
0. 223 138
0. 224 78
0. 225 996
0. 226 328
0. 227 135
0. 228 996
0. 229 97
0. 230 47
0. 231 115
0. 232 323
0. 233 102
0. 234 162
0. 235 53
0. 236 34
0. 237 994
0. 238 123
0. 239 46
0. 240 490
0. 241 86
0. 242 992
0. 243 993
0. 244 51
0. 245 328
0. 246 996
0. 247 328
0. 248 58
0. 249 328
0. 250 998
0. 251 117
0. 252 490
0. 253 90
0. 254 26
0. 255 17
0. 256 495
0. 257 246
0. 258 332
0. 259 57
0. 260 331
0. 261 88
0. 262 9
0. 263 43
0. 264 32
0. 265 49
0. 266 157
0. 267 996
0. 268 91
0. 269 66
0. 270 19
0. 271 140
0. 272 199
0. 273 16
0. 274 66
0. 275 492
0. 276 40
0. 277 495
0. 278 993
0. 279 3
0. 280 17
0. 281 52
0. 282 194
0. 283 493
0. 284 28
0. 285 26
0. 286 28
0. 287 51
0. 288 17
0. 289 995
0. 290 998
0. 291 33
0. 292 110
0. 293 331
0. 294 495
0. 295 1000
0. 296 247
0. 297 30
0. 298 93
0. 299 78
0. 300 193
0. 301 492
0. 302 240
0. 303 197
0. 304 101
0. 305 28
0. 306 45
0. 307 243
0. 308 245
0. 309 241
0. 310 41
0. 311 491
0. 312 52
0. 313 39
0. 314 83
0. 315 52
0. 316 119
0. 317 34
0. 318 249
0. 319 47
0. 320 61
0. 321 991
0. 322 997
0. 323 323
0. 324 92
0. 325 69
0. 326 993
0. 327 91
0. 328 990
0. 329 996
0. 330 200
0. 331 191
0. 332 196
0. 333 64
0. 334 27
0. 335 242
0. 336 494
0. 337 247
0. 338 246
0. 339 199
0. 340 48
0. 341 158
0. 342 245
0. 343 332
0. 344 58
0. 345 196
0. 346 50
0. 347 38
0. 348 95
0. 349 240
0. 350 140
0. 351 50
0. 352 76
0. 353 30
0. 354 57
0. 355 22
0. 356 192
0. 357 136
0. 358 245
0. 359 241
0. 360 119
0. 361 45
0. 362 995
0. 363 990
0. 364 108
0. 365 92
0. 366 190
0. 367 247
0. 368 46
0. 369 156
0. 370 28
0. 371 194
0. 372 76
0. 373 492
0. 374 34
0. 375 991
0. 376 75
0. 377 68
0. 378 82
0. 379 38
0. 380 499
0. 381 121
0. 382 53
0. 383 992
0. 384 498
0. 385 28
0. 386 196
0. 387 49
0. 388 491
0. 389 249
0. 390 124
0. 391 994
0. 392 324
0. 393 61
0. 394 39
0. 395 24
0. 396 327
0. 397 99
0. 398 52
0. 399 98
1. 0 17
1. 1 198
1. 2 163
1. 3 195
1. 4 138
1. 5 103
1. 6 248
1. 7 53
1. 8 999
1. 9 241
1. 10 27
1. 11 105
1. 12 89
1. 13 59
1. 14 93
1. 15 75
1. 16 323
1. 17 33
1. 18 995
1. 19 122
1. 20 57
1. 21 56
1. 22 242
1. 23 39
1. 24 249
1. 25 44
1. 26 490
1. 27 247
1. 28 19
1. 29 329
1. 30 104
1. 31 95
1. 32 333
1. 33 28
1. 34 121
1. 35 51
1. 36 331
1. 37 54
1. 38 34
1. 39 120
1. 40 98
1. 41 999
1. 42 191
1. 43 43
1. 44 990
1. 45 30
1. 46 998
1. 47 246
1. 48 240
1. 49 122
1. 50 493
1. 51 990
1. 52 81
1. 53 323
1. 54 990
1. 55 326
1. 56 324
1. 57 16
1. 58 35
1. 59 84
1. 60 29
1. 61 96
1. 62 34
1. 63 37
1. 64 86
1. 65 110
1. 66 44
1. 67 246
1. 68 132
1. 69 248
1. 70 241
1. 71 91
1. 72 104
1. 73 121
1. 74 163
