set j job /0*899/;
set i machine /0*29/;
parameter c(i,j)/
0. 0 84
0. 1 138
0. 2 998
0. 3 103
0. 4 140
0. 5 28
0. 6 124
0. 7 63
0. 8 330
0. 9 990
0. 10 132
0. 11 197
0. 12 69
0. 13 108
0. 14 52
0. 15 498
0. 16 80
0. 17 248
0. 18 60
0. 19 197
0. 20 117
0. 21 492
0. 22 67
0. 23 117
0. 24 192
0. 25 51
0. 26 995
0. 27 331
0. 28 329
0. 29 248
0. 30 164
0. 31 995
0. 32 195
0. 33 250
0. 34 14
0. 35 80
0. 36 495
0. 37 249
0. 38 992
0. 39 93
0. 40 57
0. 41 492
0. 42 75
0. 43 85
0. 44 97
0. 45 101
0. 46 992
0. 47 995
0. 48 71
0. 49 325
0. 50 132
0. 51 191
0. 52 70
0. 53 247
0. 54 491
0. 55 35
0. 56 31
0. 57 997
0. 58 34
0. 59 199
0. 60 998
0. 61 162
0. 62 15
0. 63 118
0. 64 998
0. 65 66
0. 66 494
0. 67 158
0. 68 96
0. 69 67
0. 70 65
0. 71 63
0. 72 36
0. 73 491
0. 74 109
0. 75 323
0. 76 992
0. 77 123
0. 78 324
0. 79 132
0. 80 191
0. 81 997
0. 82 84
0. 83 325
0. 84 159
0. 85 50
0. 86 59
0. 87 132
0. 88 23
0. 89 67
0. 90 40
0. 91 164
0. 92 52
0. 93 24
0. 94 324
0. 95 56
0. 96 195
0. 97 45
0. 98 241
0. 99 70
0. 100 244
0. 101 993
0. 102 52
0. 103 156
0. 104 197
0. 105 323
0. 106 38
0. 107 104
0. 108 241
0. 109 991
0. 110 246
0. 111 498
0. 112 28
0. 113 74
0. 114 93
0. 115 332
0. 116 323
0. 117 50
0. 118 33
0. 119 139
0. 120 29
0. 121 999
0. 122 198
0. 123 192
0. 124 17
0. 125 42
0. 126 32
0. 127 121
0. 128 242
0. 129 246
0. 130 247
0. 131 60
0. 132 497
0. 133 123
0. 134 192
0. 135 998
0. 136 323
0. 137 156
0. 138 132
0. 139 248
0. 140 328
0. 141 195
0. 142 991
0. 143 106
0. 144 325
0. 145 54
0. 146 78
0. 147 490
0. 148 190
0. 149 14
0. 150 124
0. 151 139
0. 152 70
0. 153 49
0. 154 110
0. 155 157
0. 156 103
0. 157 55
0. 158 33
0. 159 121
0. 160 240
0. 161 77
0. 162 51
0. 163 68
0. 164 138
0. 165 193
0. 166 166
0. 167 328
0. 168 990
0. 169 329
0. 170 993
0. 171 331
0. 172 11
0. 173 104
0. 174 499
0. 175 61
0. 176 198
0. 177 101
0. 178 990
0. 179 41
0. 180 330
0. 181 60
0. 182 84
0. 183 492
0. 184 119
0. 185 195
0. 186 71
0. 187 996
0. 188 16
0. 189 993
0. 190 990
0. 191 53
0. 192 246
0. 193 22
0. 194 99
0. 195 999
0. 196 1000
0. 197 329
0. 198 31
0. 199 69
0. 200 28
0. 201 28
0. 202 497
0. 203 242
0. 204 328
0. 205 197
0. 206 157
0. 207 69
0. 208 23
0. 209 24
0. 210 60
0. 211 164
0. 212 29
0. 213 327
0. 214 499
0. 215 196
0. 216 494
0. 217 33
0. 218 42
0. 219 45
0. 220 991
0. 221 57
0. 222 52
0. 223 138
0. 224 82
0. 225 991
0. 226 326
0. 227 136
0. 228 997
0. 229 98
0. 230 40
0. 231 122
0. 232 328
0. 233 104
0. 234 166
0. 235 57
0. 236 40
0. 237 992
0. 238 124
0. 239 51
0. 240 496
0. 241 84
0. 242 997
0. 243 992
0. 244 45
0. 245 323
0. 246 992
0. 247 326
0. 248 60
0. 249 326
0. 250 996
0. 251 123
0. 252 496
0. 253 90
0. 254 25
0. 255 15
0. 256 492
0. 257 245
0. 258 325
0. 259 63
0. 260 328
0. 261 80
0. 262 7
0. 263 41
0. 264 33
0. 265 48
0. 266 165
0. 267 998
0. 268 92
0. 269 68
0. 270 21
0. 271 137
0. 272 195
0. 273 16
0. 274 70
0. 275 494
0. 276 43
0. 277 496
0. 278 991
0. 279 2
0. 280 11
0. 281 50
0. 282 197
0. 283 497
0. 284 30
0. 285 23
0. 286 31
0. 287 50
0. 288 20
0. 289 999
0. 290 990
0. 291 26
0. 292 104
0. 293 331
0. 294 490
0. 295 991
0. 296 247
0. 297 20
0. 298 93
0. 299 77
0. 300 196
0. 301 499
0. 302 247
0. 303 194
