set j job /0*399/;
set i machine /0*9/;
parameter c(i,j)/
0. 0 42
0. 1 38
0. 2 11
0. 3 13
0. 4 46
0. 5 17
0. 6 48
0. 7 49
0. 8 36
0. 9 42
0. 10 16
0. 11 35
0. 12 45
0. 13 44
0. 14 12
0. 15 23
0. 16 35
0. 17 30
0. 18 17
0. 19 45
0. 20 49
0. 21 41
0. 22 33
0. 23 44
0. 24 45
0. 25 15
0. 26 39
0. 27 41
0. 28 15
0. 29 33
0. 30 12
0. 31 18
0. 32 43
0. 33 16
0. 34 22
0. 35 42
0. 36 18
0. 37 19
0. 38 24
0. 39 17
0. 40 17
0. 41 24
0. 42 29
0. 43 21
0. 44 37
0. 45 43
0. 46 39
0. 47 28
0. 48 10
0. 49 21
0. 50 19
0. 51 48
0. 52 13
0. 53 40
0. 54 27
0. 55 39
0. 56 11
0. 57 11
0. 58 39
0. 59 31
0. 60 26
0. 61 44
0. 62 35
0. 63 19
0. 64 22
0. 65 14
0. 66 16
0. 67 47
0. 68 42
0. 69 17
0. 70 18
0. 71 19
0. 72 48
0. 73 34
0. 74 46
0. 75 27
0. 76 33
0. 77 38
0. 78 21
0. 79 50
0. 80 26
0. 81 41
0. 82 49
0. 83 16
0. 84 29
0. 85 26
0. 86 33
0. 87 46
0. 88 37
0. 89 30
0. 90 37
0. 91 47
0. 92 12
0. 93 32
0. 94 21
0. 95 38
0. 96 48
0. 97 31
0. 98 30
0. 99 15
0. 100 30
0. 101 26
0. 102 16
0. 103 27
0. 104 31
0. 105 27
0. 106 23
0. 107 14
0. 108 32
0. 109 46
0. 110 37
0. 111 10
0. 112 41
0. 113 14
0. 114 43
0. 115 35
0. 116 39
0. 117 40
0. 118 36
0. 119 32
0. 120 35
0. 121 33
0. 122 11
0. 123 31
0. 124 45
0. 125 42
0. 126 11
0. 127 34
0. 128 12
0. 129 42
0. 130 26
0. 131 47
0. 132 40
0. 133 34
0. 134 47
0. 135 48
0. 136 13
0. 137 48
0. 138 46
0. 139 23
0. 140 16
0. 141 16
0. 142 45
0. 143 24
0. 144 38
0. 145 42
0. 146 25
0. 147 17
0. 148 13
0. 149 15
0. 150 27
0. 151 41
0. 152 24
0. 153 31
0. 154 26
0. 155 36
0. 156 17
0. 157 50
0. 158 44
