set j job /0*399/;
set i machine /0*19/;
parameter c(i,j)/
0. 0 89
0. 1 135
0. 2 999
0. 3 102
0. 4 135
0. 5 36
0. 6 119
0. 7 61
0. 8 332
0. 9 991
0. 10 137
0. 11 190
0. 12 66
0. 13 107
0. 14 51
0. 15 498
0. 16 81
0. 17 246
0. 18 54
0. 19 196
0. 20 118
0. 21 498
0. 22 69
0. 23 115
0. 24 196
0. 25 45
0. 26 992
0. 27 325
0. 28 330
0. 29 245
0. 30 161
0. 31 995
0. 32 196
0. 33 247
0. 34 14
0. 35 83
0. 36 493
0. 37 245
0. 38 996
0. 39 90
0. 40 63
0. 41 496
0. 42 68
0. 43 89
0. 44 90
0. 45 109
0. 46 999
0. 47 990
0. 48 75
0. 49 331
0. 50 136
0. 51 194
0. 52 61
0. 53 247
0. 54 495
0. 55 30
0. 56 34
0. 57 996
0. 58 36
0. 59 195
0. 60 993
0. 61 157
0. 62 17
0. 63 117
0. 64 993
0. 65 68
0. 66 496
0. 67 163
0. 68 99
0. 69 68
0. 70 63
0. 71 62
0. 72 35
0. 73 499
0. 74 108
0. 75 327
0. 76 997
0. 77 121
0. 78 324
0. 79 137
0. 80 194
0. 81 999
0. 82 83
0. 83 332
0. 84 163
0. 85 46
0. 86 54
0. 87 139
0. 88 18
0. 89 65
0. 90 41
0. 91 159
0. 92 54
0. 93 28
0. 94 328
0. 95 57
0. 96 190
0. 97 47
0. 98 245
0. 99 61
0. 100 249
0. 101 998
0. 102 51
0. 103 157
0. 104 191
0. 105 325
0. 106 40
0. 107 107
0. 108 243
0. 109 993
0. 110 244
0. 111 495
0. 112 30
0. 113 72
0. 114 95
0. 115 326
0. 116 328
0. 117 53
0. 118 31
0. 119 135
0. 120 23
0. 121 996
0. 122 193
0. 123 195
0. 124 19
0. 125 40
0. 126 32
0. 127 125
0. 128 241
0. 129 249
0. 130 248
0. 131 57
0. 132 496
0. 133 119
0. 134 194
0. 135 993
0. 136 326
0. 137 159
0. 138 135
0. 139 241
0. 140 323
0. 141 192
0. 142 997
0. 143 110
0. 144 327
0. 145 52
0. 146 79
0. 147 493
0. 148 197
0. 149 15
0. 150 120
0. 151 136
0. 152 71
0. 153 52
0. 154 106
0. 155 158
0. 156 108
0. 157 58
0. 158 33
0. 159 116
0. 160 245
0. 161 73
0. 162 49
0. 163 69
0. 164 139
0. 165 191
0. 166 165
0. 167 323
0. 168 991
0. 169 328
0. 170 997
0. 171 330
0. 172 13
0. 173 103
0. 174 493
0. 175 63
0. 176 197
0. 177 106
0. 178 993
0. 179 41
0. 180 327
0. 181 60
0. 182 88
0. 183 498
0. 184 117
0. 185 193
0. 186 66
0. 187 997
0. 188 17
0. 189 997
0. 190 992
0. 191 50
0. 192 243
0. 193 26
0. 194 93
0. 195 998
0. 196 994
0. 197 327
0. 198 27
0. 199 66
0. 200 35
0. 201 26
0. 202 492
0. 203 240
0. 204 324
0. 205 198
0. 206 159
0. 207 71
0. 208 23
0. 209 25
0. 210 52
0. 211 157
0. 212 37
0. 213 329
0. 214 494
0. 215 190
0. 216 493
0. 217 30
0. 218 45
0. 219 49
0. 220 999
0. 221 54
0. 222 57
0. 223 136
0. 224 77
0. 225 993
0. 226 329
0. 227 134
0. 228 993
0. 229 97
0. 230 45
0. 231 116
0. 232 323
0. 233 102
0. 234 165
0. 235 52
0. 236 33
0. 237 992
0. 238 121
0. 239 54
0. 240 498
0. 241 83
0. 242 991
0. 243 999
0. 244 42
0. 245 329
0. 246 995
0. 247 325
0. 248 55
0. 249 324
0. 250 997
0. 251 115
0. 252 495
0. 253 98
0. 254 32
0. 255 21
0. 256 499
0. 257 244
0. 258 327
0. 259 57
0. 260 326
0. 261 80
0. 262 7
0. 263 42
0. 264 29
0. 265 56
0. 266 162
0. 267 999
0. 268 98
0. 269 71
0. 270 19
0. 271 140
0. 272 199
0. 273 19
0. 274 68
0. 275 493
0. 276 49
0. 277 490
0. 278 992
0. 279 4
0. 280 9
0. 281 50
0. 282 197
0. 283 493
0. 284 31
0. 285 23
0. 286 29
0. 287 51
0. 288 18
0. 289 991
0. 290 997
0. 291 30
0. 292 110
0. 293 323
0. 294 494
0. 295 992
0. 296 241
0. 297 25
0. 298 91
0. 299 73
0. 300 199
0. 301 492
0. 302 241
0. 303 197
0. 304 104
0. 305 18
0. 306 44
0. 307 249
0. 308 243
0. 309 246
0. 310 43
0. 311 499
0. 312 48
0. 313 34
0. 314 85
0. 315 57
0. 316 124
0. 317 31
0. 318 243
0. 319 49
0. 320 60
0. 321 991
0. 322 991
0. 323 328
0. 324 91
0. 325 67
0. 326 996
0. 327 97
0. 328 999
0. 329 991
0. 330 192
0. 331 194
0. 332 190
0. 333 67
0. 334 20
0. 335 243
0. 336 498
0. 337 245
0. 338 241
0. 339 192
0. 340 52
0. 341 159
0. 342 242
0. 343 325
0. 344 62
0. 345 195
0. 346 49
0. 347 44
0. 348 94
0. 349 245
0. 350 139
0. 351 42
0. 352 80
0. 353 29
0. 354 61
0. 355 20
0. 356 191
0. 357 136
0. 358 246
0. 359 247
0. 360 115
0. 361 39
0. 362 996
0. 363 998
0. 364 103
0. 365 97
0. 366 198
0. 367 245
0. 368 47
0. 369 162
0. 370 30
0. 371 192
0. 372 80
0. 373 495
0. 374 33
0. 375 992
0. 376 69
0. 377 64
0. 378 80
0. 379 36
0. 380 490
0. 381 122
0. 382 51
0. 383 997
0. 384 490
0. 385 30
0. 386 195
0. 387 48
0. 388 497
0. 389 246
0. 390 120
0. 391 999
0. 392 327
0. 393 54
0. 394 35
0. 395 22
0. 396 326
0. 397 93
0. 398 48
0. 399 94
1. 0 15
1. 1 192
1. 2 162
1. 3 199
1. 4 133
1. 5 104
1. 6 246
1. 7 57
1. 8 993
1. 9 240
1. 10 25
1. 11 110
1. 12 87
1. 13 53
1. 14 95
1. 15 80
1. 16 323
1. 17 33
1. 18 996
1. 19 118
1. 20 54
1. 21 54
1. 22 242
1. 23 36
1. 24 247
1. 25 44
1. 26 490
1. 27 242
1. 28 21
1. 29 330
1. 30 105
1. 31 93
1. 32 328
1. 33 37
1. 34 121
1. 35 47
1. 36 325
1. 37 56
1. 38 30
1. 39 119
1. 40 95
1. 41 993
1. 42 193
1. 43 46
