set j job /0*1599/;
set i machine /0*19/;
parameter c(i,j)/
0. 0 41
0. 1 24
0. 2 29
0. 3 37
0. 4 11
0. 5 29
0. 6 25
0. 7 36
0. 8 41
0. 9 45
0. 10 26
0. 11 28
0. 12 22
0. 13 26
0. 14 11
0. 15 15
0. 16 33
0. 17 44
0. 18 42
0. 19 45
0. 20 49
0. 21 27
0. 22 39
0. 23 38
0. 24 47
0. 25 38
0. 26 23
0. 27 40
0. 28 40
0. 29 25
0. 30 15
0. 31 33
0. 32 43
0. 33 11
0. 34 22
0. 35 24
0. 36 34
0. 37 12
0. 38 23
0. 39 21
0. 40 33
0. 41 45
0. 42 40
0. 43 37
0. 44 40
0. 45 11
0. 46 14
0. 47 39
0. 48 38
0. 49 16
0. 50 48
0. 51 44
0. 52 42
0. 53 36
0. 54 29
0. 55 13
0. 56 28
0. 57 26
0. 58 49
0. 59 49
0. 60 24
0. 61 28
0. 62 28
0. 63 29
0. 64 22
0. 65 36
0. 66 36
0. 67 12
0. 68 35
0. 69 35
0. 70 14
0. 71 26
0. 72 44
0. 73 36
0. 74 43
0. 75 27
0. 76 30
0. 77 49
0. 78 47
0. 79 34
0. 80 46
0. 81 23
0. 82 32
0. 83 12
0. 84 37
0. 85 45
0. 86 18
0. 87 24
0. 88 43
0. 89 28
0. 90 10
0. 91 25
0. 92 17
0. 93 34
0. 94 10
0. 95 39
0. 96 15
0. 97 36
0. 98 18
0. 99 26
0. 100 16
0. 101 49
0. 102 11
0. 103 19
0. 104 27
0. 105 29
0. 106 20
0. 107 41
0. 108 41
0. 109 13
0. 110 11
0. 111 41
0. 112 24
0. 113 49
0. 114 44
0. 115 29
0. 116 25
0. 117 30
0. 118 22
0. 119 37
0. 120 12
0. 121 22
0. 122 37
0. 123 29
0. 124 17
0. 125 24
0. 126 29
0. 127 15
0. 128 41
0. 129 42
0. 130 36
0. 131 40
0. 132 42
0. 133 18
0. 134 31
0. 135 46
0. 136 35
0. 137 47
0. 138 44
0. 139 32
0. 140 21
0. 141 34
0. 142 16
0. 143 50
0. 144 42
0. 145 50
0. 146 50
0. 147 48
0. 148 24
0. 149 22
0. 150 18
0. 151 11
0. 152 44
0. 153 39
0. 154 18
0. 155 30
0. 156 47
0. 157 34
0. 158 32
0. 159 28
0. 160 20
0. 161 15
0. 162 40
0. 163 25
0. 164 39
0. 165 40
0. 166 12
0. 167 21
0. 168 26
0. 169 46
0. 170 22
0. 171 29
0. 172 24
0. 173 49
0. 174 50
0. 175 46
0. 176 34
0. 177 36
0. 178 25
0. 179 14
0. 180 31
0. 181 26
0. 182 25
0. 183 19
0. 184 24
0. 185 38
0. 186 48
0. 187 33
0. 188 27
0. 189 27
0. 190 49
0. 191 16
0. 192 17
0. 193 13
0. 194 24
0. 195 22
0. 196 35
0. 197 24
0. 198 16
0. 199 13
0. 200 19
0. 201 35
0. 202 30
0. 203 11
0. 204 45
0. 205 11
0. 206 23
0. 207 45
0. 208 33
0. 209 28
0. 210 22
0. 211 26
0. 212 25
