set j job /0*199/;
set i machine /0*9/;
parameter c(i,j)/
0. 0 35
0. 1 57
0. 2 24
0. 3 9
0. 4 76
0. 5 85
0. 6 54
0. 7 89
0. 8 64
0. 9 96
0. 10 53
0. 11 65
0. 12 65
0. 13 109
0. 14 89
0. 15 57
0. 16 34
0. 17 105
0. 18 14
0. 19 90
0. 20 74
0. 21 47
0. 22 90
0. 23 58
0. 24 67
0. 25 78
0. 26 106
0. 27 42
0. 28 62
0. 29 100
0. 30 23
0. 31 41
0. 32 40
0. 33 50
0. 34 71
0. 35 105
0. 36 32
0. 37 94
0. 38 93
0. 39 42
0. 40 85
0. 41 23
0. 42 54
0. 43 93
0. 44 33
0. 45 34
0. 46 97
0. 47 55
0. 48 33
0. 49 1
0. 50 93
0. 51 76
0. 52 32
0. 53 59
0. 54 105
0. 55 42
0. 56 35
0. 57 97
0. 58 75
0. 59 53
0. 60 50
0. 61 84
0. 62 56
0. 63 109
0. 64 99
0. 65 80
0. 66 52
0. 67 106
0. 68 87
0. 69 85
0. 70 86
0. 71 74
0. 72 16
0. 73 55
0. 74 25
0. 75 91
0. 76 64
0. 77 64
0. 78 75
0. 79 91
0. 80 85
0. 81 25
0. 82 17
0. 83 35
0. 84 54
0. 85 76
0. 86 76
0. 87 83
0. 88 84
0. 89 41
0. 90 46
0. 91 27
0. 92 50
0. 93 12
0. 94 47
0. 95 65
0. 96 23
0. 97 22
0. 98 114
0. 99 67
0. 100 25
0. 101 29
0. 102 54
0. 103 12
0. 104 98
0. 105 10
0. 106 51
0. 107 24
0. 108 102
0. 109 107
0. 110 91
0. 111 15
0. 112 34
0. 113 57
0. 114 63
0. 115 106
0. 116 24
0. 117 62
0. 118 35
0. 119 53
0. 120 50
0. 121 41
0. 122 105
0. 123 93
0. 124 59
0. 125 68
0. 126 46
0. 127 100
0. 128 77
0. 129 48
0. 130 18
0. 131 32
0. 132 79
0. 133 63
0. 134 55
0. 135 53
0. 136 60
0. 137 50
0. 138 45
0. 139 4
0. 140 79
0. 141 54
0. 142 63
0. 143 99
0. 144 101
0. 145 47
0. 146 16
0. 147 30
0. 148 71
0. 149 65
0. 150 43
0. 151 88
0. 152 40
0. 153 71
0. 154 95
0. 155 62
0. 156 24
0. 157 51
0. 158 82
0. 159 48
0. 160 36
0. 161 58
0. 162 60
0. 163 80
0. 164 99
0. 165 65
0. 166 33
0. 167 10
0. 168 47
0. 169 16
0. 170 73
0. 171 66
0. 172 99
0. 173 81
0. 174 101
0. 175 21
0. 176 78
0. 177 43
0. 178 96
0. 179 89
0. 180 39
0. 181 90
0. 182 33
0. 183 102
0. 184 94
0. 185 103
0. 186 26
0. 187 90
0. 188 50
0. 189 89
0. 190 29
0. 191 108
0. 192 28
0. 193 52
0. 194 25
0. 195 57
0. 196 83
0. 197 97
0. 198 31
0. 199 82
1. 0 38
1. 1 38
1. 2 115
1. 3 104
1. 4 2
1. 5 102
1. 6 109
1. 7 17
1. 8 72
1. 9 36
1. 10 58
1. 11 92
1. 12 23
1. 13 56
1. 14 112
1. 15 76
1. 16 87
1. 17 14
1. 18 106
1. 19 91
1. 20 69
1. 21 29
1. 22 38
1. 23 37
1. 24 35
1. 25 13
1. 26 31
1. 27 53
1. 28 106
1. 29 79
1. 30 80
1. 31 87
1. 32 79
1. 33 21
1. 34 42
1. 35 14
1. 36 99
1. 37 57
1. 38 43
1. 39 10
1. 40 76
1. 41 61
1. 42 28
1. 43 26
1. 44 75
1. 45 33
1. 46 18
1. 47 28
1. 48 23
1. 49 107
1. 50 52
1. 51 47
1. 52 28
1. 53 59
1. 54 89
1. 55 18
1. 56 70
1. 57 25
1. 58 89
1. 59 94
1. 60 31
1. 61 18
1. 62 47
1. 63 29
1. 64 34
1. 65 97
1. 66 80
1. 67 61
1. 68 52
1. 69 26
1. 70 91
1. 71 41
1. 72 23
1. 73 54
1. 74 58
1. 75 62
1. 76 74
1. 77 59
1. 78 45
1. 79 106
1. 80 58
1. 81 101
1. 82 75
1. 83 78
1. 84 89
1. 85 93
1. 86 79
1. 87 16
1. 88 99
1. 89 78
1. 90 64
1. 91 73
1. 92 55
1. 93 44
1. 94 90
1. 95 54
1. 96 74
1. 97 100
1. 98 44
1. 99 23
1. 100 78
1. 101 115
1. 102 75
1. 103 19
1. 104 35
1. 105 73
1. 106 101
1. 107 34
1. 108 13
1. 109 92
1. 110 35
1. 111 95
1. 112 6
1. 113 102
1. 114 98
1. 115 29
1. 116 82
1. 117 67
1. 118 55
1. 119 39
1. 120 3
1. 121 42
1. 122 92
1. 123 66
1. 124 112
1. 125 106
1. 126 77
1. 127 28
1. 128 29
1. 129 85
1. 130 44
1. 131 49
1. 132 24
1. 133 48
1. 134 106
1. 135 109
1. 136 46
1. 137 62
1. 138 100
1. 139 98
1. 140 101
1. 141 94
1. 142 85
1. 143 22
1. 144 109
1. 145 36
1. 146 16
1. 147 46
1. 148 12
1. 149 56
1. 150 94
1. 151 54
1. 152 28
1. 153 67
1. 154 81
1. 155 51
1. 156 40
1. 157 57
1. 158 33
1. 159 43
1. 160 57
1. 161 11
1. 162 83
1. 163 46
1. 164 92
1. 165 53
1. 166 12
1. 167 104
1. 168 83
1. 169 45
1. 170 30
1. 171 13
1. 172 95
1. 173 32
1. 174 25
1. 175 21
1. 176 21
1. 177 54
1. 178 79
1. 179 120
1. 180 117
1. 181 42
1. 182 111
1. 183 76
1. 184 42
1. 185 31
1. 186 73
1. 187 107
1. 188 59
1. 189 13
1. 190 31
1. 191 69
1. 192 50
1. 193 59
1. 194 93
1. 195 62
1. 196 115
1. 197 65
1. 198 91
1. 199 95
2. 0 86
2. 1 45
2. 2 17
2. 3 40
2. 4 88
2. 5 90
2. 6 34
2. 7 25
2. 8 90
2. 9 27
2. 10 45
2. 11 40
2. 12 64
2. 13 67
2. 14 89
2. 15 57
2. 16 59
2. 17 91
2. 18 21
2. 19 95
2. 20 71
2. 21 91
2. 22 40
2. 23 64
2. 24 31
2. 25 113
2. 26 83
2. 27 35
2. 28 37
2. 29 55
2. 30 73
2. 31 61
2. 32 70
2. 33 94
2. 34 102
2. 35 1
2. 36 1
2. 37 80
2. 38 68
2. 39 70
2. 40 37
2. 41 92
2. 42 48
2. 43 43
2. 44 55
2. 45 57
2. 46 87
2. 47 16
2. 48 69
2. 49 88
2. 50 111
2. 51 43
2. 52 81
2. 53 94
2. 54 81
2. 55 65
2. 56 97
2. 57 78
2. 58 32
2. 59 96
2. 60 97
2. 61 100
2. 62 63
2. 63 17
2. 64 15
2. 65 64
2. 66 57
2. 67 26
2. 68 35
2. 69 92
2. 70 93
2. 71 76
2. 72 95
2. 73 65
2. 74 93
2. 75 43
2. 76 108
2. 77 37
2. 78 33
2. 79 52
2. 80 10
2. 81 104
2. 82 82
2. 83 95
2. 84 118
2. 85 43
2. 86 5
2. 87 111
2. 88 78
2. 89 22
2. 90 70
2. 91 67
